#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1254.6223      35.435971      1032.6442      29.895931      1940.9333      96.631685
           -4.9      1493.6113      35.700055      1247.3037      30.539518      2208.7231      109.32055
           -4.8      1654.4014      45.106783      1363.2837      37.225399      2739.7318      166.63765
           -4.7      1738.5733      40.791961      1445.3142      34.720599      2702.0249      149.61378
           -4.6      2013.7594        52.4054      1676.1988      44.877679      3173.7693      167.06268
           -4.5      2166.5179      48.443754       1795.613      39.468081      3594.8845      187.92937
           -4.4      2362.4335      47.254519      1958.9097      39.357961       3847.711      185.02185
           -4.3      2648.7135      56.833304      2186.3837      46.219307      4358.5853       179.6353
           -4.2      2877.0509      56.397896      2391.0943      47.292756      4615.3909      184.71306
           -4.1      3225.0439      55.568893      2677.8263       45.63184      5104.0594      213.82027
             -4      3330.8785       70.47092      2779.5166      60.869053      5242.2043      197.58292
           -3.9      3666.3784      62.316823      3051.5513      51.955208        6035.24      217.12654
           -3.8      3922.3283      68.858428      3281.7983      59.022366      6004.2816      218.12071
           -3.7      4188.0712      71.349495      3495.8688      59.992525      6324.3035      204.44519
           -3.6      4496.7968       74.42195      3763.4369      63.069476      6510.9451      217.57709
           -3.5      4872.5167       88.58614      4085.0165       76.65248      7109.0534      228.68186
           -3.4      4997.9232      73.011216      4192.3817      62.990109      7534.3614      228.85271
           -3.3      5164.4996      76.594144      4335.5505       65.74473      7591.9707      229.06678
           -3.2      5411.3912      71.309126      4538.9384      62.230605      7918.6473      211.00548
           -3.1      5775.2375       82.29668      4830.6685      69.781182      8417.4308      227.28836
             -3      6147.0023      90.496334      5159.7728      79.410495      9152.4747      247.19266
           -2.9       6175.614      79.148791      5177.8088      68.084724      9052.1144      228.06725
           -2.8      6456.5313      83.892123      5419.8618      72.738876       9310.854      221.63045
           -2.7      6711.6765      79.223733       5633.205      68.845662      9533.6289      232.32146
           -2.6      7082.9991      100.18874      5942.7579      86.291654      9903.3666      259.66349
           -2.5      7044.4953      82.065296      5907.4721      70.437956      10062.718      244.18389
           -2.4      7167.8417       79.52568      6006.6043      68.888127      10070.138      231.46243
           -2.3      7420.9778      92.755932      6226.4872      79.594978      10293.443      229.07124
           -2.2      7674.4075      91.931551      6429.7429      80.321742      10993.258      258.78837
           -2.1      7918.1097      106.10003      6666.5428      97.789729      11045.083      242.56003
             -2      8102.9239      97.764736      6794.5111      87.198097      11533.847      248.20908
           -1.9      8165.3302      92.138963      6865.2342      81.504919      11560.825      240.53794
           -1.8      8314.5423      99.503184      6969.2313      86.900828      11773.571      238.61378
           -1.7      8227.1302      93.500156      6883.6928      82.593486      11494.958      245.03022
           -1.6      8387.6992      84.215929      7022.1196      74.084809      11652.458      219.29275
           -1.5      8555.9539      91.312297       7160.751      78.926215      11793.655      234.13223
           -1.4        8429.14      94.866119      7041.7818      83.822152      11601.051      230.30058
           -1.3       8624.094      101.44945      7240.5903      91.948719      11953.147      239.72203
