#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2303.5907      9.5386064      1866.8062      7.7713762       5429.492       40.99601
              5       2139.876      7.7221832      1832.8667      6.9314072      2649.5485      9.6467864
             10      1533.9665      5.8627316      1323.4818       5.394658      1809.0098      6.4946921
             15      1170.2872       4.534814      1008.3116      4.1716797      1371.0836      4.9777421
             20      911.98568      3.8060106      780.55661      3.5092595       1074.016       4.178335
             25      708.71384      3.2843805      598.67279      3.0087434       847.8975      3.6210885
             30      564.13808      2.5788281      469.96513      2.2725346      685.92245      2.9986515
             35      455.79684      2.1344574      376.27978       1.880876      559.91147       2.506332
             40      379.09687      1.9906153      311.11331      1.7515222      468.67339      2.3419195
             45      322.48977      1.9566829      263.87439      1.7092163      399.81956      2.3046254
             50      272.00991       1.882787      221.83992      1.6314702      338.43516      2.2295694
             55      231.84035      1.3894737       188.2429      1.1773202      289.88517      1.7036171
             60      195.27119      1.1668943      158.10336     0.97509833      244.91966      1.4630289
             65      169.52031      1.2727982      137.32583      1.0795075      212.40842      1.6324823
             70      146.98518      1.1775021      118.76904     0.99283299       184.7243      1.4439368
             75      129.40415      1.3946937      104.85636      1.1714423      162.04918      1.7276741
             80      110.29625     0.95066859      89.040411     0.78032867      138.73274      1.2151308
             85      95.347372     0.81573964      77.061972     0.69612274      119.69483      1.0092295
             90       86.29271      1.1394664      69.451849     0.92890275      108.78431      1.4374501
             95      72.821702     0.66506075      58.808613     0.55049943      91.352339     0.86302928
            100       64.46503     0.60671619       51.75846     0.49251029      81.463637     0.79341567
            105      57.281244       0.636069      46.101043     0.54125133      72.128807     0.80948868
            110      50.565795     0.66904608      40.487729     0.56081052      64.101297     0.82842054
            115       44.45146      0.5132826      35.401312     0.41216784      56.725324     0.67156863
            120      38.721534     0.46284228      31.004462     0.38010192      49.001394     0.63604537
            125      35.502824     0.48085564      28.328957     0.39307146      45.141413     0.62301293
            130      31.485182     0.62227371      25.017463     0.48084305       40.21118     0.81390068
            135      27.047127     0.39903319      21.620707     0.32675717      34.281983     0.52799841
            140      24.227572     0.36157538      19.383636     0.28970944      30.634616     0.49214296
            145      22.149548     0.36585741      17.633903     0.29784507      28.234308     0.47391481
            150      19.724689     0.32505488      15.661105     0.25797753      25.203729     0.43374727
            155      18.027934     0.30953916      14.346001     0.24622092       22.95445     0.41990631
            160      16.634077     0.34259895      13.277605     0.27625401      21.108072     0.46506152
            165      14.715038     0.30226205      11.705112     0.24641748      18.753159     0.39412771
            170      13.191808     0.29145598      10.513178     0.23719859      16.765025     0.37757397
            175      11.747143      0.2698434      9.2804599     0.21927001      15.099329     0.34960425
            180       11.01146     0.31727285      8.7079516      0.2698602      14.142805     0.38928907
            185      9.3298918     0.21964387      7.3519574     0.17081554      12.022626     0.29687829
            190      8.7321851     0.21666637       6.925867     0.17018055      11.156375     0.29414427
            195      7.8338439      0.2010724      6.2056556     0.15825137       10.01353     0.27161467
            200      7.2588773     0.19562887      5.7237726     0.15263034      9.3333018     0.26498019
            205      6.6527221     0.19409889      5.2573157     0.15238806      8.5333975     0.26030525
            210       5.856892     0.19446091      4.6733011     0.15622877      7.4188951     0.25608422
            215      5.3861764     0.17249809      4.2886421     0.13419944      6.8356194     0.23661174
            220      5.0879802     0.16992818       4.017164     0.13571165      6.5312025     0.24009265
            225      5.0398316     0.17583251      3.9900456     0.14035464      6.4468961      0.2354021
            230      4.2282032      0.1549317      3.3260477     0.11846707      5.4459985     0.21621125
            235      4.1068467     0.14533733      3.2440908     0.11392647      5.2632297     0.20010351
            240       3.620966     0.14665963      2.8697205     0.11403663      4.6192608     0.20364151
            245      3.5778156     0.17538795      2.8959433     0.14777156       4.419107     0.23804834
