# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      106.10721     0.62759721      90.501926     0.56127098       134.1692       1.261949
             50      41.591185     0.31307766      35.623982     0.28249109      50.368833     0.55948415
             75      17.186317     0.17138205      14.761773     0.15667226      20.445405     0.25253934
            110      7.0373707     0.08887588      6.0320004    0.080247658      8.3744658     0.13596757
            155      2.5424167    0.043980357      2.1639638    0.038647919      3.0063109    0.056552552
            220     0.69080279    0.015139286     0.58375787    0.013344377     0.82337019    0.019161435
            360    0.091263384   0.0041932387    0.076864062   0.0034503096     0.10851389   0.0061388377
            600    0.091263384   0.0041932387    0.076864062   0.0034503096     0.10851389   0.0061388377
