#  y_bbZ-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4              0              0              0              0              0              0
           -4.3     0.21939106     0.21938009     0.12927374     0.12926727     0.39203912     0.39201952
           -4.2     0.21939106     0.21938009      0.1286648     0.12865837     0.39598885     0.39596905
           -4.1              0              0              0              0              0              0
             -4      0.4387877     0.31025425      0.3164637     0.22881107     0.63468713     0.46825529
           -3.9              0              0              0              0              0              0
           -3.8     0.21939664     0.21938568     0.13140782     0.13140125     0.38461453      0.3845953
           -3.7     0.21939664     0.21938568     0.13545251     0.13544574      0.3728324     0.37281376
           -3.6      1.0983463     0.49117237     0.72564247     0.32681196      1.7555028     0.79129929
           -3.5     0.87759777     0.53738297     0.60049721       0.350856       1.357581     0.87721371
           -3.4       2.634715     0.76054094       1.720324      0.4998047      4.2339776      1.2315738
           -3.3       5.557201      1.4113475      3.8615307     0.95607943          8.345      2.1939503
           -3.2      4.1687876      1.0521939      2.8426369     0.69761053      6.4559441      1.6981574
           -3.1      8.6916199      1.5574148      6.5804542      1.0689064       11.76214      2.5755941
             -3      14.137206      1.7686125      9.9459888      1.2571898      20.991346       2.652699
           -2.9      17.862033      2.4675969      12.487218       1.682229      26.652402      3.8244708
           -2.8      20.574117      2.1744284      14.919654      1.5980511      29.413911       3.172877
           -2.7      25.541039      2.5373361      18.656374      1.8334569      36.277408      3.7405087
           -2.6      31.676273      2.8987341      24.031907      2.0930205      42.977056       4.392989
           -2.5        44.6002      3.1796521      33.115486      2.3757412      62.092939      4.5060184
           -2.4      48.253619      3.4346547      35.793179      2.5586008      67.129028      4.8652345
           -2.3       59.94482      3.8293121      44.558879      2.8185715      83.279117      5.5132803
           -2.2       67.49114      4.0777786      50.462509      3.0507217      93.030173      6.0891908
           -2.1      81.266948      4.5898027      61.731273      3.4625336      109.71366      6.5316118
             -2      85.459026      5.2956803      65.865732         4.3737      113.74803      6.8646902
           -1.9      96.418971      4.9957009      74.263702      3.7501964      128.07216      7.1412998
           -1.8      99.461914      5.0411218      75.961571      3.7713704      133.36553      7.1953408
           -1.7      113.47137       5.154384      85.450681      3.8881449      154.91504      7.2070696
           -1.6      131.81373      5.7396338      101.72941       4.409902      174.68489      8.1027806
           -1.5      130.05141      5.7577028      100.43275      4.3938487      171.95841       8.137927
           -1.4      141.50557      5.9569806      109.26516      4.5469003      187.10786      8.2594591
           -1.3      144.30625      6.5777813      112.09523      5.1068771      189.40701       9.038992
           -1.2      154.29326      6.6726418      120.80768      5.2621748      199.64173      10.057001
           -1.1      163.83865      6.9111479      127.19904      5.2365034      214.91733      9.6766764
             -1      161.85611      6.6853312      125.47169      5.1147819      212.88559      9.3907018
           -0.9       173.1609      7.2084753      135.58246      5.6061815      224.73468      9.7626726
           -0.8      170.00458      6.7019388      131.60497      5.1592917      223.81264      9.1754362
           -0.7      181.14427      6.8427991      142.10499      5.4228989      234.35097      10.203722
           -0.6      168.98069      6.6540592      131.79268      5.0822784      220.34019      9.2892909
           -0.5       182.5452      7.1863897      140.41915      5.4077483      242.31559      10.047645
           -0.4      182.23944      7.5232825      141.14629      5.6237768      239.90938      11.114848
           -0.3       184.0284      6.9961214      145.10114      5.5259566      236.38258      9.7132211
           -0.2       174.7473      8.2543939      135.70596      6.5204747      229.25665      10.970212
           -0.1      191.16739      7.3999495      149.39582      5.6666755      248.50546      10.355245
              0      180.89869      7.0644374       140.0004      5.3779459      237.98015      9.9454017
            0.1      194.82318      7.1994802      149.68696       5.440933      258.91808      10.023104
            0.2        177.179      7.1124195      137.25438      5.4498688      232.90778      9.8873986
            0.3       187.0501      8.8838335      144.05286      7.3205574      248.18346      11.410411
            0.4      189.49344      7.1223208      146.69847      5.4437077      249.39569      9.9917171
            0.5      171.32241      6.8062987      132.64311      5.2006846      225.54448      9.4033333
            0.6      171.12089      6.7166765       132.8364      5.0904832      224.35487      9.3462406
            0.7      160.98579      6.4482984      125.24533      4.9258725      210.35824      8.9085079
            0.8      169.37823      10.856886      130.78316      7.4385556      224.33343      16.975634
