# pt_bb-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      893.77276      4.8001508      729.38451      4.0194298      1494.5377      16.420859
              5      1864.1167      6.5453877      1534.3177      5.5858914      2997.7457      22.127605
             10       1824.845      6.4943451      1514.6804       5.631051      2787.5889       19.84994
             15      1458.3226      5.6642948      1221.1439      4.9341665       2106.368      15.428466
             20      1106.8033      4.8762201      932.74103      4.2940124      1561.5943      12.655008
             25      818.07629      4.2697509      693.80454      3.8498268      1109.6525       9.881986
             30       603.6517      3.3659196      513.81889      2.9937066       790.8793      7.2000093
             35      452.40658      3.1627876      386.64827      2.8712986      589.93112      6.8417882
             40      336.51901      2.4133621      288.62857      2.1792295      427.20319      5.1915424
             45      250.85429      2.1355281      215.95213      1.9469688       310.5073      4.2021787
             50       195.9014      1.9092391      169.15612      1.7606301       241.9856      3.6566225
             55      145.02819       1.478297       125.0743      1.3644928      180.22316      2.6618047
             60      114.73443       1.420491      99.563587      1.3198332        138.213      2.4730817
             65      85.255627     0.96660768      73.699401     0.86563923       101.0907      1.5918987
             70      66.925837     0.92659229         57.716      0.8351176      80.597557       2.012163
             75      52.392985     0.78174387      45.297406      0.7097008      61.439375      1.1147343
             80      40.084217     0.68498194      34.730703     0.62148503      47.532174      1.4284938
             85      30.850444     0.60157794      26.622365     0.54744691      36.595101     0.76894102
             90      23.811786     0.61597903      20.524961     0.62966926      27.724851     0.70985485
             95      17.607879     0.45145131      15.095275     0.43618051      20.866764      0.6929315
            100      12.984794     0.32067262       11.00378     0.28241552      15.437655     0.39031073
            105      9.4397268     0.26469825      7.8733069     0.22647006      12.014912     0.69204825
            110      7.1128794     0.21552935      5.9121551     0.18666922      8.6250276      0.2713188
            115      5.4806758     0.17847049      4.4811634      0.1480664      6.7754847     0.23217224
            120      4.6145319     0.16956881      3.7942893     0.14723268      5.6562352     0.21519784
            125      3.6049318     0.13565754      2.9435163     0.11075826      4.4450324     0.17649951
            130      2.7620849     0.12419351        2.24257     0.11286975      3.4350032     0.15432758
            135      2.0938741     0.10252235      1.7038683    0.081602958       2.588351     0.13973658
            140      2.0845652     0.10392748      1.6849602    0.083377644      2.5995229     0.13985536
            145      1.6066687    0.088462243      1.2965193     0.07121958      2.0057338     0.12042525
            150      1.3461281    0.083182866      1.0809816    0.065272348      1.6924924     0.11210929
            155      1.0419697    0.073524424     0.85424257    0.059155722      1.2699858    0.097718357
            160     0.92325808    0.070117688     0.74214246    0.055083745       1.161211    0.094429082
            165     0.76548088    0.061103981     0.62185279    0.048572268     0.94384146     0.08278805
            170     0.69233942    0.057665381     0.55732888    0.045825866     0.86610601    0.076437548
            175     0.53385842    0.050774117     0.42263117    0.039701274     0.68307911     0.06821961
            180     0.46823585     0.04675062     0.37358145    0.036691431     0.59275058    0.062432509
