# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ750
              0      616.91801      11.779534      470.06413      8.8934198      2866.7672      104.17076
              1      2430.5502      24.046648      1859.8296       18.33196      9933.7782      149.57524
              2      2889.6282      24.190045      2334.8033      19.601523      6077.8565      76.279957
              3      2847.0792       23.32444      2365.8166       19.62661      4465.5484       45.44419
              4      2720.2417      21.987393      2292.2442      19.007055      3781.4689      34.820048
              5      2501.4937      21.841749      2131.3872      19.439887      3235.4753      28.976692
              6      2273.5108      16.591835      1940.1876      14.654509      2849.8373      22.166468
              7      2123.8156      18.342694      1823.0654       16.50779      2593.4915      21.492917
              8      1931.0786       14.75615      1658.5097      13.176796      2333.5427      17.638448
              9      1840.2368      15.245447      1586.3923      14.061347       2197.824      17.102776
             10      1723.9686      14.476721      1485.9498      13.120838      2049.4072      16.571554
             11      1601.2647      13.227022      1382.2934      12.039307      1889.0272      14.817257
             12      1509.1508      12.625345      1301.9356      11.543835      1775.1329      14.193934
             13      1435.1827      12.742078      1239.1475      11.817803       1684.636      13.726168
             14      1361.4796      13.289473       1175.257      12.456722       1597.137       14.22971
             15      1311.8077       12.18897      1133.2727      11.369575      1532.5083      13.036798
             16      1223.6222      10.258303      1056.2265      9.4737275      1430.6722      11.207533
             17      1129.0247      9.0097665      971.18459      8.1561422      1325.9296      10.157883
             18      1096.1258      9.6795149      943.12756      8.9097558      1285.0061      10.576907
             19      1043.2676      9.3488142      897.48484      8.5070692      1221.7503      10.388875
             20      999.80253      9.0359699      859.29389      8.3255536      1172.2701       9.845288
             21      949.57482      9.1179552      815.65091      8.6337671      1112.5628      9.6945024
             22      907.16427      9.6073034      776.67128      8.8407287      1068.3514      10.506983
             23      855.07119      7.8819533      731.03708      7.1734828      1007.3704      8.7796322
             24      803.67271       7.010289      682.86446      6.2508042      953.26741      8.1226814
             25      758.57909      6.8343778      644.18788      6.1735584      901.71775      7.7965795
             26      740.37942      8.4632176      627.63571      7.8686823      881.85073       9.039779
             27      697.14203      7.4046652       588.3895       6.888261      834.41512      7.9978629
             28      671.56714       7.567064      565.84776      6.8841229       805.8261      8.4118474
             29      634.11064      6.5512341      532.32331      5.8363338      763.62078      7.4558888
             30      598.94163      5.6515504      501.12703      5.0380197      724.39358       6.510361
             31      576.06089      6.1843885      480.16695      5.4366076      699.77384      7.1492833
             32      550.47942      5.6348492      457.74348      4.9078539      670.67546      6.6920513
             33      537.25015      6.0128981      446.85615      5.3253548      654.00172      6.9064862
             34      520.95431      5.4684699      432.96279      4.7880389      634.87877      6.4206634
             35      482.79962      5.5673865      400.13711      5.0878122      590.22496      6.1784514
             36       464.2679      4.9556265      382.67952      4.2512926      571.22061      5.9477379
             37       450.8735      4.4761665      372.25193      3.8807746      553.74804      5.3660992
             38      432.10402      4.6831374      355.58674      4.1420173      532.45339      5.4512396
             39      410.87183        4.09379       339.0941      3.5379515      504.47952      5.0410426
             40      409.48156      4.7519461      335.96164      4.1875036      506.60745      5.5123989
             41      380.54893      4.6005739      311.35831       3.893216      471.93574      5.6189197
             42      371.98054       4.626491      306.16665      4.2928315      458.05453       5.170439
             43      355.29626      4.1888901      292.01188      3.6872961      438.03269      4.9125737
             44      342.37622      3.8926475      280.22093      3.3262734      424.41297      4.7447202
             45      331.46118      3.5291731      271.14481      2.9805343      411.01344      4.3456228
             46       333.6244      5.5176365      273.69749      4.9342931       412.0974       6.229602
             47      314.44065      4.3745512      257.01523      3.9766022       390.4241      4.8947394
             48      302.82846      3.5701947      247.53816      3.0514885      375.56866      4.4035585
             49      292.43596      3.3444404      238.67212      2.8348869      363.33299      4.0979264
             50      292.43596      3.3444404      238.67212      2.8348869      363.33299      4.0979264
