#         pt_j2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3660.9939      10.663589      3089.3141      9.2465304      5765.1737      29.508341
              5      2284.6624      6.3241667       1947.714      5.7379674       2729.423      7.1467878
             10      1285.0037       4.284885      1081.3425      3.8856836      1546.8485      4.8008695
             15      793.33163      3.2556068      659.14155      2.8944241      968.40399      3.7404524
             20      517.82324      2.3166969      426.76649      2.0613399        637.769      2.6794588
             25      363.73756      2.1092856      298.08435       1.830276      450.80877      2.5088338
             30       256.2824      1.6881288      208.33269      1.4565231      320.74382      2.0118086
             35      188.44958      1.2038839      152.23147       1.004772      237.54979      1.5032327
             40      142.99655     0.97525456      115.19047     0.83198334      180.82725       1.302619
             45      113.49392      1.1408418      91.138503     0.98230585      143.91568      1.3690428
             50      87.431266     0.77063065      69.838411     0.63842641      111.51506     0.99319918
             55       69.69488     0.72081482      55.333978     0.58338492      89.516296     0.94237491
             60      56.670603      0.6387459      44.811279     0.52801107      73.171181      0.8110764
             65      44.899872     0.51017751      35.335447     0.40556921      58.278891     0.68405693
             70      37.977747     0.48832209      29.902171     0.39797147      49.249508     0.64533497
             75      31.579027     0.65474078      24.766565     0.54500642      41.150949      0.8112562
             80      26.044871      0.4016979       20.33715     0.32149673      34.110192     0.53003923
             85      22.625088     0.35662594      17.641419     0.28405084      29.697633     0.50392917
             90      19.751882     0.60884772      15.331494     0.46960756      26.021819     0.79903729
             95      16.526257     0.30496835      12.806591     0.23940169       21.84224     0.41403513
            100       14.14117     0.29688748      10.879882     0.23438149      18.859273      0.3954198
            105      12.437314     0.26270788      9.5105248     0.20336958      16.710251     0.35906464
            110      10.983679     0.24548282      8.4612496     0.18979854      14.616121     0.33612625
            115      9.4113413     0.28202062      7.2472341     0.22486309      12.537263     0.37025843
            120      8.0864498     0.20527708      6.1631231     0.15635648      10.901314      0.2853102
            125      7.2535615     0.19388359      5.5409741     0.14846148      9.7520538     0.26841752
            130      6.1371714     0.18463297      4.6755929     0.14452891      8.2855266     0.25169331
            135      5.8233231     0.17973228      4.4136182     0.14012826      7.9071994     0.24480563
            140      5.5305543     0.17665761      4.1765026     0.13391597        7.54109     0.24605618
            145      4.4272974     0.15015567      3.3131271     0.11167988      6.1010987     0.21301689
            150      4.1651921     0.15643839      3.1567207     0.12241646      5.6590934     0.21587678
            155      3.8345137      0.1444903      2.8968292     0.10978564      5.2301927      0.2030879
            160      3.6765046     0.15299489      2.7726114     0.12022769      5.0245619     0.20923221
            165      2.9836207     0.12477917      2.2454185    0.094379608      4.0805962     0.17499433
            170      2.6516593     0.11673322      2.0005725    0.087596257      3.6163812     0.16873298
            175      2.5985204     0.13515612      1.9571107     0.10724107      3.5558412     0.18109298
            180      2.1307955     0.10517312      1.5749219    0.077616285      2.9773277     0.15043122
            185      2.3948434     0.12903829      1.7358041     0.09143366      3.4272506     0.19167364
            190      1.9042182    0.099426755      1.4160173    0.073297945      2.6449042     0.14235503
            195      1.6138572     0.09299641      1.2069499    0.068425105      2.2247896     0.13578748
            200      1.7373549     0.10742035      1.2766898    0.077244788      2.4473601     0.15771654
            205      1.5175937    0.089534211      1.1390674    0.065815008      2.0841137      0.1306922
            210      1.2964129    0.079440749     0.96121486     0.05913753      1.8043604     0.11365155
            215      1.0709467    0.073911205     0.80511024     0.05559111      1.4666056     0.10717744
            220       1.302822    0.081549973     0.95150961    0.059264599      1.8455525     0.11775235
            225        1.12301     0.10588327     0.82998805    0.077844642      1.5722612     0.15243324
            230      1.0813452    0.071198358     0.78929028    0.052093642      1.5348537     0.10262886
            235     0.90369753    0.065203812     0.69468402    0.051239135      1.2032003    0.091864221
            240     0.85181351    0.066398584     0.62205218    0.048648997      1.2093709    0.095752221
            245     0.90751116    0.075364768     0.68023178     0.05447992      1.2451115     0.11324202
            250     0.77488781    0.060678048     0.56865095    0.044577714      1.0923264    0.087063042
            255     0.73577418    0.059781658     0.53836436    0.043586458      1.0414394    0.086673008
            260     0.66113116     0.05765617     0.49579397    0.042637815      0.9059819    0.082190845
            265     0.66050993    0.063713464     0.48233062    0.045587122      0.9355409    0.094013191
            270     0.51410535    0.050577712     0.36943777    0.036159612     0.74293877    0.074474574
            275     0.59505116    0.057122577      0.4329429    0.041117841       0.847621    0.083936897
            280     0.49520089    0.048662443     0.36324851    0.035495247     0.70108842    0.071594125
