# dphi_bbZ-j1-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0      1396.8371       11.27457      1122.4891      9.1870894      1765.2184      14.797538
     0.31415927      1485.6419       13.59673      1197.7734      11.601723       1870.263      16.901074
     0.62831853      1551.1786      11.977551      1243.8532      9.7665248      1966.1258      15.436302
      0.9424778      1679.8757      12.899193      1344.0928      10.583728      2135.8091      16.561085
      1.2566371      1855.1933      13.039211      1485.6088      10.756082      2355.2634      17.310279
      1.5707963      2200.9723      14.832773       1758.384      12.375135      2802.3955      19.147246
      1.8849556      2792.0725      19.611215      2230.6501      16.360444      3555.0982      24.476946
      2.1991149      3638.4491      20.616898      2903.2513      17.180012      4639.4715      26.085921
      2.5132741      4835.6565      26.838733      3862.1226      22.188283      6152.9779      33.942991
      2.8274334      6086.8155      31.537646      4885.8278      25.751932      7686.6445      40.421708
      3.1415927      6086.8155      31.537646      4885.8278      25.751932      7686.6445      40.421708
