# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj30
              0      1.9338888     0.25134428      1.5656609      0.2103499      2.4406631     0.31151951
              1      5.7721676     0.48261002       4.694672     0.39968045      7.2688559     0.61353734
              2      11.318346     0.72946563       9.424078     0.65028549       13.76286     0.83794518
              3       14.91935     0.94463679      12.387337     0.85977291      18.254049       1.059331
              4      23.455178      1.1756474      19.559293      1.0256364      28.553861      1.4054122
              5      27.575309      1.1177522      22.713165     0.97832594      34.071133      1.3324565
              6      31.788423      1.2839422      26.134213      1.0993949      39.450925      1.5466681
              7      37.154932      1.3407923      30.700602      1.2250362      45.811547      1.5142443
              8      41.925935      1.3403044      34.347627      1.1573107      52.240483      1.6135299
              9      51.018319      1.6744039      42.519649       1.569522      61.991969       1.846906
             10       55.61982      1.5272393      45.904063      1.3039619      68.576446      1.8725408
             11      65.324413      1.9134738      54.068617      1.7119859      80.293592      2.2019382
             12      66.965799      1.6681451       55.05064      1.4358833      82.977486      2.0228528
             13      77.840745      2.4760845      63.938905      2.2730399      96.629474      2.7176733
             14       85.51745      1.8757567      69.865404      1.5873054      106.91604       2.302926
             15      92.330559      1.9826261      75.649656      1.6887368      114.91279      2.4230026
             16        99.5534      2.1996716      81.409735      1.8945781      124.19862      2.6325724
             17      108.25175      2.3926172      88.796203       2.119422      134.57609      2.7742034
             18      117.58974       3.039332      97.058559      2.8509416      145.02472      3.2570897
             19        131.056      2.8859504      107.77106       2.507304      162.26116      3.3972021
             20      140.03966      2.7909924      114.71878      2.3991912      174.49973      3.3448072
             21      151.54552      2.8371323      124.42355      2.4817759      188.03733      3.3526636
             22      156.25001       2.962855      128.03725      2.6257151      194.23124      3.4231921
             23      175.17418      3.3748203      144.11093      2.9609896      216.79958      3.9481227
             24      181.24201      2.9895707      148.56513      2.6239832      225.22971      3.5081706
             25      195.27929      3.2747482      160.33686       2.897591      242.10299      3.7980768
             26      212.40081      4.4227949      174.47418      4.1409732      263.47637      4.7113849
             27      218.75709      3.0734139      179.20497      2.6039385      271.71307      3.7691331
             28       231.4658      3.3553398      190.02583       2.897612      287.22761       4.046248
             29      243.93101      3.4682996      199.93854       2.994289      302.63351      4.1299466
             30      267.27459      3.3230363       219.9356      2.8361231      329.82681      4.0408329
             31      280.71947      3.5571698      230.53683      3.0664282      347.15724      4.2653811
             32       292.0505       3.995292      239.39068      3.3946696      362.15249      4.8700791
             33      301.92321      4.0305193      248.27044      3.5624435      372.61428      4.6683861
             34      311.36132      3.7380748      256.21243      3.2489429      383.94847      4.4569726
             35      312.26068      4.7222551      256.94911      4.3555009      384.95538      5.1786778
             36      317.33392      4.0464992      259.61966      3.4267797      394.08181      4.9181951
             37      320.21832      3.7325623      262.66529      3.1947659      396.48389      4.5451466
             38      320.37746       3.771081      261.68708      3.2184692      398.38766      4.5685157
             39      313.35835      3.5033016       257.3919       3.015405      387.01679      4.3814118
             40      322.22806      4.3043609      262.93341      3.7432412      401.32444      5.0583361
             41      307.94319      4.2681285      251.16559       3.605917       383.3356      5.2177161
             42       308.1859       4.236599      252.71027      3.9308358      381.24149      4.7618252
             43       302.4493      3.8825844      247.64708      3.4231984      374.81231      4.5378089
             44      295.34114      3.4035918      240.99684      2.9023429      367.62439      4.1798122
             45      292.37371      3.2950893      238.56347      2.7685704      363.77548      4.0810704
             46      300.99781      5.4207472      246.45651      4.8513635      372.86718      6.1070476
             47      288.61635      5.1464688      235.69113      4.5502651      358.83064      5.9435129
             48      279.71583      3.4350913      228.21927      2.9309145      347.81026      4.2470861
             49      270.75624       3.175809      220.65867       2.682352      337.12174      3.9145138
             50      270.75624       3.175809      220.65867       2.682352      337.12174      3.9145138
