# m_bbZ-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13   0.0012714467   0.0012713831  0.00078101749  0.00078097844   0.0022915421   0.0022914276
             14              0              0              0              0              0              0
             15   0.0067367886   0.0031744142    0.004297361   0.0020755041    0.013745151      0.0068309
             16   0.0083569156   0.0065785663   0.0011390462     0.01007203    0.010916114   0.0060203644
             17   0.0083265819   0.0049416576   0.0065507473   0.0029243025    0.011361971    0.013334155
             18    0.053350144    0.024174178      0.0433124       0.018851     0.10321249    0.069097271
             19    0.025699396    0.010485312    0.019756312     0.00736628    0.057992662    0.030311091
             20     0.03833558    0.010368291   0.0059389187    0.053268521     0.03833558    0.010368291
             21    0.060620158    0.014240036    0.043915819   0.0096950562     0.13742878    0.048133276
             22    0.081807377    0.014736189    0.068233513    0.012654996     0.11904852    0.029739711
             23     0.09360159    0.016526587    0.075199389    0.012665179     0.16021743    0.061801855
             24     0.14586518     0.01897683     0.11155168    0.014545487     0.23035857    0.049449375
             25     0.12974604    0.021090642    0.096881364    0.014163234     0.27888486     0.10155706
             26     0.17853119    0.024505989     0.13645543    0.017317707     0.43117364     0.11125246
             27     0.21804117    0.026744977     0.16406025    0.018403321     0.42950413     0.11213807
             28     0.22944334    0.024846681      0.1820352    0.018406858     0.24440887    0.029248488
             29     0.26012448    0.029922719     0.20363042     0.02004902     0.34613351     0.17484437
             30      0.2850738    0.030020604     0.23275886    0.022111837      0.3124945    0.036465935
             31     0.32983253    0.032618939     0.26081005    0.024237202     0.50156801     0.10039948
             32     0.41140088     0.03417547     0.32481944    0.024793467     0.72739036     0.11160255
             33     0.40940744    0.039235873     0.32279376    0.027418903     0.86794394     0.31011325
             34      0.5502638    0.042567063     0.42519828    0.031690697      1.2464338     0.30360725
             35      0.5374728    0.041504615     0.43526012    0.030775004     0.68852093     0.24274595
             36     0.67066369    0.047578777     0.51297275    0.032964215      1.3369047     0.40330353
             37     0.62601523    0.041675569      0.4890442    0.030891771     0.90075208     0.15650595
             38     0.74016348    0.057345714     0.60783606    0.052126032      1.3021554     0.35016832
             39     0.78398157    0.050007544     0.61395215    0.039722132      1.6818672     0.24354409
             40     0.93991898    0.053829372     0.74703003    0.041426623      1.7246481      0.2520271
             41     0.90521872    0.058744107     0.73265128    0.043892409      1.5656286     0.41443795
             42     0.99677612    0.061153778     0.81634452     0.05202941      1.6354642     0.36229662
             43      1.1622141    0.079448244     0.98408732     0.07446429      1.8899009      0.3720979
             44      1.2506218    0.071938714     0.99583066    0.059832049      2.5483001     0.32826311
             45      1.3628286    0.078664883      1.1059214    0.066040346      1.8362569     0.41623608
             46      1.4175519    0.070016513      1.1540811    0.056330346      1.9823863      0.3381629
             47      1.6100126    0.079835879      1.2936964    0.060977075      2.6603675     0.48445214
             48      1.6875416    0.078068582      1.3920948    0.064786498      2.5089801     0.37221061
             49      1.9052844     0.16333635      1.5952442     0.15726986      2.7773622     0.38209236
             50      1.8544073    0.089435315      1.5098993    0.070590353      2.9476058     0.44140736
             51      2.2513457    0.097615736      1.8095153    0.077878879      3.9477617     0.55502961
             52      2.0854791    0.090569089      1.6778384    0.071191515      3.2410368     0.39920679
             53      2.2987696    0.099546096      1.8696755    0.080055335      3.4975232     0.49308925
             54       2.411522    0.096465659      1.9507674    0.073621002      4.4574299     0.58437413
             55      2.4349177    0.098389827      2.0098443    0.092740345       3.101774     0.44656256
             56      2.8272601     0.10836422      2.2941037    0.085294342      5.1184257     0.68788987
             57      3.1092274     0.14494546       2.573131     0.13907349       5.578245     0.57813039
             58      3.1941787     0.12083047      2.5941792    0.096793384      4.9066771     0.62895638
             59      3.3542069     0.10887977      2.7122337     0.08683788      5.3763233     0.43570223
             60      3.6392917     0.13186061      3.0005189     0.11752269      6.0939057     0.57181455
             61      3.8319857     0.17326833      3.1640693      0.1613888      7.1540036      0.6717587
             62      4.2118628     0.17919287       3.485639      0.1583688      6.6696095     0.55384527
             63      4.2712186     0.12613183      3.4747321     0.10131673      7.2155966     0.64236401
             64       4.820975     0.15421461      3.9469063      0.1296619      7.3029294     0.63622456
             65       4.811117      0.1702642      3.9783217     0.13195122      7.7034879     0.60312063
             66      5.2404807     0.14407302      4.2565692     0.11574679      9.6197391     0.88921844
             67      5.5883217     0.15815972      4.5523413     0.12825108      9.5265743     0.87261002
             68      5.9290753      0.1656567      4.8195174     0.13580776      10.329647     0.71358572
             69      6.4581895     0.17990757      5.2732805     0.14985195      12.639238      1.0272901
             70      6.6657074     0.17740371      5.4696826      0.1503836      10.527931      0.7320926
             71      7.2954979     0.18909657      6.0018974     0.15441217      12.316635     0.90585799
             72      8.0028121     0.27039931      6.5841386     0.23253782      12.315816     0.74953641
             73      8.5875032      0.2286501       7.060441     0.20149036      14.761712     0.94500184
             74      9.5363928     0.20146396      7.8228326     0.16665606      16.181435     0.97625112
             75      9.7586283     0.24418091      8.0490609      0.2101735      15.618913     0.88010675
             76      10.847191     0.34627278      8.9678553     0.31836029      17.508812      1.0742007
             77      11.392508     0.22435104      9.4166241     0.18546861      18.162366     0.93009845
             78      12.554761     0.27424335      10.282496     0.22938666      21.781794      1.0358928
             79       13.74158     0.35254584      11.355964     0.31899275      22.720807      1.0642881
             80      15.196074     0.36365949      12.531934     0.31117711      24.459761      1.2103627
             81       17.69035     0.41284259      14.613146     0.37200293      30.453008      1.3081401
