#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1267.7581       44.30463        1047.62      37.654187      2203.1178      144.42663
           -4.9      1357.1447       35.54675       1122.532       29.78574      2077.4365      106.95986
           -4.8      1555.6088      37.274409      1284.5497      30.514876      2384.5529       133.2507
           -4.7      1831.1855      45.615959       1520.481      37.632476      2736.8656      127.46876
           -4.6      2009.3219      49.946678      1673.4896      41.620804      3008.6999      133.90192
           -4.5      2210.0299      47.943873      1828.2808      39.436548      3745.1514      182.87904
           -4.4      2465.3346      55.727314      2058.1653      47.517455       3724.573      158.45671
           -4.3      2663.0174      52.515747      2213.4098      43.258991      4252.0344      180.75594
           -4.2      2854.2225      51.719455      2375.6032      42.161796      4501.8218        202.159
           -4.1      3174.7481      59.906401      2645.5549      50.648818      4985.0234      203.52343
             -4      3358.6159      64.124915      2811.2972      53.613986      5046.6243      199.04533
           -3.9      3637.2445      63.929076      3031.1935      52.633123      5622.4551      187.65853
           -3.8      4031.0209      80.718993      3380.3885      69.909374      5901.9295      198.47404
           -3.7      4083.7507      65.235043      3417.8404      56.387501      6085.2059      190.62429
           -3.6       4516.208      79.757078      3780.9646      70.057905      7028.4086      241.64841
           -3.5      4696.0792      72.546226      3928.2815      60.999479      7223.9003      253.29879
           -3.4      4918.1256      64.589876      4120.6713       54.70692      7361.7835      220.32321
           -3.3      5292.9497      80.364314      4438.3875      68.691476      7881.6846      223.68786
           -3.2      5432.2461       74.51969      4560.0098      62.999798      7929.3657      217.84015
           -3.1      5718.0427      78.055906      4794.9235      66.743824      8538.6877      240.18051
             -3      6147.5441        89.6102      5157.6691      78.523062      9120.1924       242.7467
           -2.9      6233.8736      88.145802        5224.27       75.10988      8979.6124      228.30794
           -2.8      6536.9011      79.952736      5476.7168      68.620243      9640.9849      240.00453
           -2.7      6696.1566       86.86366      5612.1897      75.272163      9690.1117      254.41625
           -2.6      7039.2416      89.676983      5909.7147      78.238414      10174.705      267.43982
           -2.5      7053.6266      83.023598      5906.1387      71.326948      9924.0529      240.60959
           -2.4      7340.1253      93.494107      6145.5398      80.336643      10800.779      264.93197
           -2.3      7408.9758      86.231341      6203.9444      73.424132      10721.637      250.87671
           -2.2      7739.1874      99.234133      6488.1646      88.430768        10850.2      235.91291
           -2.1      7852.3544      100.23496      6589.0774      88.196427      11048.975      221.46743
             -2      8064.8762       101.6197      6781.4227      91.939854      11148.982       244.1873
           -1.9      8132.0782      93.392679      6823.3833      80.747303      11093.918      229.75455
           -1.8      8300.7358         91.547      6943.0841      80.809915      12036.178      268.60697
           -1.7      8343.8838       84.42241      6978.7396      72.866782      11615.296      216.10851
           -1.6       8561.829      109.34872      7190.2008      99.183298      11524.095      215.40042
           -1.5      8474.8391      85.357816      7093.2763      74.792249      11714.446      251.09594
           -1.4      8539.3018      88.006765      7128.7278      76.471426      11840.176          223.4
           -1.3      8654.9744      97.876755      7248.6802      85.994045      11662.513      228.13658
           -1.2      8555.8766      90.152875      7169.9346      78.887884      11843.361      225.68621
           -1.1      8655.3901      101.66386      7249.5023      88.527521      11851.224      219.07419
             -1      8642.0187      89.542843      7238.8342      79.098079      11854.691      219.66564
           -0.9      8828.3197      91.426853      7379.2902       80.24724      12165.415      218.21778
           -0.8      8622.7906      115.12923       7221.574      103.07576      11505.202       234.4076
           -0.7       8693.099       89.62827      7277.5767      79.450019      11879.685      233.60136
           -0.6      8699.6005      95.899869      7274.2282      84.741408      12094.262      251.01234
           -0.5      8836.6841      106.78161      7414.2115      96.325165      11888.061      239.39196
           -0.4      8551.5964      89.267182      7154.3451       79.16972      11561.693      235.75151
           -0.3      8528.3019       95.57241      7142.8787      84.267946      11600.081      204.13347
           -0.2      8437.2873      85.977786      7042.7347      74.655066      11375.613      184.87896
           -0.1      8553.8416      97.412153      7149.7756      86.110695      11736.077      235.32005
              0      8623.9946      95.659688      7200.2514      83.425468      11944.602      223.84874
            0.1      8629.0179      94.478402      7208.6308       83.48094      11625.355       208.1827
            0.2      8623.9204      89.080364      7207.0244      77.230548       12026.09      228.00043
            0.3       8682.103      90.587836      7267.4998      78.556652      11793.126       205.7272
            0.4      8934.0333      105.74364      7486.1579      94.319412      12291.066      247.43402
            0.5      8570.4854      83.190991      7164.1946      72.589961      11870.122      228.96138
            0.6      8771.2629      99.991431      7351.1812      90.136596       11844.59      203.48389
            0.7      8713.8522      89.784451      7281.6386      77.451282      12197.197      238.39495
            0.8       8735.674       91.22966      7292.0711      78.488024      12264.901      225.99863
