#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2554.1778      7.4026628      2107.8309      6.3753676       3982.396      24.101018
              5      3314.8134      8.4001436       2747.132      7.2164297       4947.909        25.3156
             10      2163.1772      6.9649572      1808.0097      6.1020853      3072.7937      17.835946
             15      1342.4219      5.3210329      1129.4039      4.6850583       1827.322      12.434522
             20      869.73273      4.2606682       735.0176      3.7472603      1155.5858      9.1469144
             25       587.0799      3.5624416      499.18873      3.2161728      762.65916      6.9583334
             30      404.16158      2.6644797      343.80811      2.3560857      515.87376      5.2282944
             35      294.21477      2.4635686      251.60925      2.2535557      369.95915      4.1852887
             40       215.2392      2.0751137      183.92842      1.8367946      267.86006      3.7553746
             45      162.01411      1.6640219      138.93561      1.5223167      199.76765      3.0098374
             50       124.8949      1.3688036      106.72761      1.2042016      156.03445      2.4242557
             55      97.298422      1.2082857      83.289239      1.0695999      118.75951      1.9076563
             60      77.567172     0.98772276       66.46422     0.88012902      94.136341      1.5568177
             65      63.097448      1.1481278      54.338709      1.0813653      76.366989      1.7192093
             70      52.034435     0.86673625      44.691829     0.79010573       62.29837      1.4637031
             75      41.687028     0.70259272      35.694632     0.63847773      50.710174      1.0850996
             80      35.130583     0.80788719      30.042423      0.7148717      43.145481      1.4926928
             85      29.381444     0.57424197      25.062414     0.50965118      35.154993     0.70879403
             90       23.65821     0.55218772       20.16393     0.50039693      28.772514     0.91741119
             95      21.094776      0.6833219      18.135089     0.61653493      24.948745     0.94582296
            100      17.706048     0.43261121      15.053537     0.38028642      21.195124     0.52370592
            105      15.506339     0.43474973      13.130948     0.38991491      18.521702     0.56525248
            110      12.445466     0.37975545      10.581773     0.33425559      14.885611     0.46111356
            115      11.626527     0.40268736      9.8481549     0.36150329      13.946074     0.47171957
            120        9.83608     0.35013766      8.4019189     0.30842215      12.157858     0.79736467
            125      9.0548134     0.43771663      7.7334258     0.40428806      10.778449     0.49419051
            130        7.19049     0.29206074      6.1872088     0.27331278      8.4417131     0.34064827
            135      6.1691006     0.26495803      5.3343634     0.22891061      7.1545546     0.35201974
            140       5.659459     0.25359886      4.8434546     0.23365147      6.7125578     0.29948063
            145      5.3939444     0.25960085      4.5826509     0.23404264      6.4528856     0.30695214
            150      4.5487291     0.20772573      3.9072897     0.18114728      5.3071786     0.29963299
