#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             59      345.81675      4.3561472      289.95973      3.7656422      433.67969      7.7951562
             60      326.71245      5.5273668      273.94101      5.0720798      406.08686      7.8917583
             61      309.54672      4.4166343      259.67075      3.9197889      387.09082      8.2777073
             62      289.66035      3.9376792      242.89776      3.4362902      361.10543      6.3772314
             63      282.56374      4.7680313      236.85019       4.295728      353.35292      7.1330484
             64      249.56416      3.4728644      209.71604      3.0590738      307.24081      5.8579287
             65      239.87872      3.7134012      199.98618      3.1915727      302.88299       6.415306
             66      229.38283      3.9624568      192.14025       3.724085      281.20182      5.5619575
             67      211.76278      3.5147906      176.98214      3.0932726      264.01401      5.1516335
             68      209.71779      4.3595014       175.0842      3.7456842        264.525      7.5411443
             69      191.62957      3.0126607      159.75371      2.6435104      235.35499       3.945874
             70      187.17841      4.1297638      156.42072      3.6027477      235.88635      7.0938538
             71      167.50662      2.7235377      139.28479      2.3356954      207.32158      3.8610335
             72      168.88561      3.3097037      140.15151      2.8109951      212.26176      5.0605597
             73       152.8562      2.5878793      126.97147      2.2060718      191.64473      3.7239447
             74      147.49178      2.6635369      123.54529      2.4874597      181.25739      4.1076222
             75      138.91422      3.1330166       116.4745       3.121484      167.29858      3.5028151
             76      132.26126      2.4328091      110.11555      2.0911688      166.53823      3.7609119
             77      126.51207      2.3130006      104.93713      1.9493966      158.08602      5.9465346
             78       122.5752      2.3757703      101.98284      2.0727462      150.11138      2.9078041
             79      121.15313      2.5302648      100.52845      2.1412281      152.95744      5.1579452
             80      109.21045      2.3315454      91.439282      2.1648088      131.51422      2.9931895
             81      105.94945      2.5435962      87.899553      2.1976439      129.02071      3.2926801
             82      100.21284      2.0071714      83.442599      1.7078576       121.2171      2.7921506
             83      97.187412      2.0014184      80.629936      1.7197895      120.24086      2.6262231
             84      95.449457      2.0470523      79.541739      1.7803348      117.83564      2.8178392
             85      90.372997      3.1468331      75.304749      2.9338578      110.70892      3.3883797
             86      85.998489      1.8868318      71.919083      1.7210905       104.3089       2.338017
             87      80.239281      1.8964946      66.638322      1.6550609      98.317156      2.3550873
             88      75.411015      1.6869132       62.43228      1.4293107      93.933583      2.3807674
             89      74.187159      1.9886846      61.255864      1.7175386      92.899388       2.662337
             90      73.864762      1.8092965      61.593637      1.6376188      90.392751      2.1982114
             91      71.919911       2.395306      60.225732      2.1926048      85.451121      3.1404992
             92      64.898425       1.676727      53.632309      1.4041122      80.549147      2.4345183
             93      66.188609      1.5840294      54.666189      1.3377646       81.78086      2.0005601
             94      58.974285        1.61973      48.833128      1.3824109      74.373949      2.6625216
             95      57.590674      1.5515692      47.549478      1.3264722      71.879244      2.1098202
             96      57.648401      1.4616976      47.642207      1.2422138      71.186881      1.8521591
             97       54.91705      1.5011129      45.592657      1.3120374      67.707964       1.913936
             98      50.458841      1.4192719       41.38758      1.2140874      64.126642      2.7902543
             99      50.936407      1.4607182      42.283123       1.247461      67.598558      4.3932996
            100      50.936407      1.4607182      42.283123       1.247461      67.598558      4.3932996
