# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      4368.2044      16.654676       3738.264      14.982003      5371.0835      30.997304
              1      4368.2044      16.654676       3738.264      14.982003      5371.0835      30.997304
