#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       706.2237      4.1452075      574.09909      3.4776611      1196.7429      14.727984
              5      2569.8834      7.7674559       2109.766      6.6169838      4072.9322      25.358156
             10      2432.8765      7.2332751      2019.0707      6.2565157      3585.4037      20.508718
             15      1773.7433      6.0958717      1484.8357      5.3093042      2501.0063      15.526882
             20      1253.2597      5.3341169      1056.3625      4.7312646      1704.2382      11.893745
             25      894.49396      4.4757355      758.46894      4.0053648      1188.2554      9.6029754
             30      640.71319      3.5342525      544.30711      3.1525512      823.72375      6.8564198
             35      473.70427      3.0395097      404.26981      2.7483179      600.23746      6.0522092
             40      355.07937       2.742372      303.10756      2.4257225      444.56446      4.9540453
             45      272.66505      2.1726682      233.10123      1.9806592       342.7158      4.1234595
             50      209.58565      1.7461666      179.53474      1.5578035      258.50816      3.0709854
             55      166.46017      1.5744822      142.57468      1.4227074      202.06342       2.498789
             60      133.52423      1.2965879      114.19787      1.1466864       161.8146      2.0571338
             65      106.84201      1.3616963      91.786873      1.2615013      127.47116      2.3097853
             70      92.432795      1.2844814      79.379159      1.1910077      110.45414      2.2105153
             75      72.785821     0.89628837      62.214438     0.80587196      87.629576      1.5982376
             80      62.054887     0.97235246       53.08608     0.86077706      76.135852      1.8481167
             85      52.272129     0.83484037      44.620912      0.7828126      62.360445     0.96665315
             90      42.838932     0.80608012      36.621516     0.77252626      52.037732      1.2677806
             95      37.352514     0.79956074      31.947588     0.71776193      44.551887      1.4463628
            100      31.828882       0.611189      27.149294     0.55934733      37.998262     0.72520017
            105      28.015651     0.55834152       23.77624     0.49751818      33.658656     0.74715132
            110      23.570492     0.51203979      19.888167     0.44986438      28.564865     0.62775764
            115      20.955284     0.47333391      17.706273     0.41803581       25.21431      0.5694701
            120      18.443282     0.45320659       15.69231      0.3991171       22.41102     0.86905258
            125      15.571125     0.41904708      13.193898     0.37190705      19.653557      1.0102169
            130      12.870218     0.42566426      11.021208     0.39272506      15.193847     0.48633602
            135      11.639206     0.39566059      9.9452836     0.35420862      13.744838     0.48304572
            140      10.514435     0.34647105      8.8999089     0.31445462      12.663651     0.41274744
            145      9.4492054     0.32416699      8.0192832     0.28970816      11.327564     0.38959988
            150      8.3165767     0.28718117      7.0267474      0.2551392      9.9870673     0.34665563
            155      8.0177977     0.27983447      6.7237466      0.2427885      9.5791551     0.35992632
            160      6.7190013     0.26328761      5.6695591     0.22986454      8.0838066     0.31916375
            165      5.9337511      0.2389214      4.9752366     0.20632725      7.2324807     0.29981214
            170      5.2531087     0.22768539      4.3785109     0.20197424      6.4663851     0.29150795
            175      4.8301618      0.2487847      4.0642525     0.22595972      5.8242905     0.28674285
            180      3.8510111     0.23816405       3.310159     0.18190951      4.5322021      0.3586242
            185      4.0645436     0.19448004      3.4079068     0.17078263      5.1082668     0.36026041
            190        3.63853     0.18370645      3.0591088     0.15931437      4.3736316     0.22593596
            195      3.4014867     0.20417526      2.8645192     0.17743261      3.9374731      0.3346282
            200      2.9891742      0.1873567      2.5076973     0.16596593      3.6511873     0.22749275
            205      2.4901673     0.17764107      2.1878122     0.16459822        2.80567     0.26263492
            210       2.724663     0.17720481      2.2759582     0.15708609      3.3081614      0.2100368
            215      2.0244524     0.13006559      1.6485789     0.11022754      2.5266784     0.16255304
            220      2.4527666     0.33884224      2.0619564     0.31733659       2.949482     0.35915394
            225      1.7988547     0.12590754      1.5006672     0.10962085      2.1938039     0.15178791
            230      1.8867285     0.13162938      1.6344535     0.11977517      2.1767052     0.17019839
            235      1.5852588      0.1230676      1.3182363     0.10543825      1.9296846      0.1540511
            240      1.6255081     0.13393632      1.3933822     0.12259684      1.9066513     0.15637567
            245      1.4681754     0.12880939      1.2369412     0.11262158      1.7924955     0.16457601
            250      1.1515681     0.10062114     0.93990335    0.086393352      1.4333404     0.12278628
            255      1.0405703     0.11144588     0.92825164    0.093283306      1.1402074     0.15275516
            260     0.85097743    0.088526442     0.73185614     0.07562317     0.97917101     0.11337046
            265      1.0569826     0.11005898     0.90617296    0.098955099      1.2405368      0.1282362
            270      0.8773105    0.089723587      0.7254076    0.076831498      1.0847783     0.11147529
            275     0.72293295    0.068987786     0.58558045    0.056340749     0.90389546    0.089640982
            280     0.71779028    0.082772675     0.57400246    0.066790193     0.91497944     0.10874878
            285     0.72253519    0.082592546     0.61895064    0.071785425     0.84128033     0.10253697
            290     0.68162614    0.073987687     0.56392011     0.06315595     0.83871441    0.090923339
            295     0.52196592    0.077142433     0.44248715    0.065444305     0.60876564    0.096504867
            300      0.4204438    0.067509426     0.35687912    0.059426411     0.49301061    0.082645717
            305     0.70909777    0.097058519     0.60983821    0.088747848     0.83336257     0.11187181
            310     0.37831151    0.050763025     0.30751251    0.040898545     0.47032994    0.065986387
            315     0.46668682    0.073231693     0.40854619    0.066849158     0.52495758    0.084280154
            320     0.43984246    0.076529983     0.37976257     0.06769402     0.50893386    0.090136359
            325     0.34008793    0.055324574     0.28219106    0.046549625     0.41453788     0.07071695
            330     0.21334704    0.046521629     0.18898078    0.039899805     0.23505475    0.058547742
            335     0.29482972    0.046915311      0.2425238    0.039153462      0.3613133    0.058659391
            340      0.2365057    0.044331971     0.19229453    0.034667946     0.29357095    0.059743661
            345     0.30684167    0.048537478      0.2496457       0.039819     0.38093402    0.061997236
            350     0.28359598    0.043927893     0.22896335    0.036034893     0.35693441     0.05645817
            355     0.36243352    0.071960618     0.30237419    0.066348017     0.43895679    0.079921537
            360     0.25913385    0.048136707     0.21440324    0.040434295     0.31704559    0.060404885
            365     0.15061911     0.03424644     0.11925363    0.026994712     0.19236503    0.046011583
            370     0.17746402    0.035178857     0.14328536     0.02736634     0.22018994    0.047803403
            375     0.20752849    0.037380568     0.16809888    0.030105008     0.25730369    0.048278741
            380     0.20803575     0.05885975     0.17792916    0.060211371     0.24710089    0.058698643
            385     0.20154894     0.05021626     0.16956637    0.046168861      0.2410314     0.05602479
            390     0.13607006    0.032163086     0.11076302    0.025130215     0.16724514     0.04307044
            395     0.16385586    0.039330959     0.14178872    0.033511253     0.18621922     0.04951526
            400     0.17541587    0.032747866     0.13323374    0.024756746     0.23752324    0.045446671
            405     0.16414737    0.033639954     0.13600659    0.029071366     0.19868771    0.039874572
            410    0.064143239    0.030453165    0.059795978     0.02389682    0.064446928    0.039070265
            415     0.15355028    0.052096724     0.12937386    0.048843669     0.19963453    0.068277023
            420    0.055923127    0.021028839    0.042972291    0.016303963    0.073694302    0.028405865
            425     0.13201318     0.03067697     0.10372927    0.024479508     0.17190536    0.040229395
            430     0.18851296     0.11017388     0.17187318     0.10339408     0.20317866     0.11693698
            435     0.10197195    0.029722656    0.085349274    0.024543033     0.12135274    0.040397426
            440    0.079884022    0.028926188    0.073602794    0.024945375    0.084296426     0.03452403
            445    0.061667038    0.027407829    0.030320335    0.069763189    0.072337319    0.023597345
            450    0.054858324    0.023397805    0.044998437    0.018919937    0.067713072    0.031175445
            455     0.11713754    0.030284836    0.092195083    0.025460881     0.15662871    0.038521715
            460     0.06510067    0.024682389    0.056663129    0.020285891    0.073536424    0.032202695
            465     0.12111687    0.033169088    0.099734973    0.029504817     0.15250335    0.039917329
            470    0.026741228    0.024366084    0.020629162    0.019164966    0.031761899    0.034331723
