# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ500
              0      614.29843       11.74729      467.98971       8.868332      2858.4899      104.10608
              1      2422.6739      23.955376      1853.6199      18.258911      9908.8204      149.37401
              2      2880.4132      24.165965      2327.3891       19.58252      6061.2326      76.226568
              3       2835.124      23.285977      2356.0002      19.596621      4446.1944      45.371205
              4      2708.7199      21.951912      2282.6678      18.978765      3765.7914      34.766062
              5      2487.1246      21.750821      2119.3475      19.364032       3213.885        28.7967
              6      2256.3467      16.536195      1925.8295      14.609708      2825.8292      22.068582
              7      2107.1676      18.292798      1808.9595      16.468178      2571.5858      21.415051
              8      1913.0898      14.688782      1643.4803      13.124332      2309.4182      17.514556
              9      1819.1212      15.191872      1568.8405      14.020525      2169.9393      17.017666
             10       1705.239       14.42043      1470.1602      13.075573      2024.9012      16.464633
             11      1580.9393      13.162814      1365.2371      11.985946      1862.9537        14.7262
             12      1488.5653      12.568817      1284.7628      11.498809      1750.7288      13.945947
             13       1413.387      12.665123      1221.1061      11.761327      1656.3455      13.599691
             14      1341.0771      13.217019      1158.2524      12.402866      1571.0202      14.116732
             15      1290.6484      12.094018      1115.8324      11.300752      1505.2268      12.886466
             16      1203.2927      10.206101      1039.2975      9.4329066      1404.9131      11.132291
             17       1108.103      8.8664444      953.81869      8.0434578      1299.1868      9.9524576
             18      1074.1987      9.5857585      925.00109      8.8378741      1257.0964      10.442663
             19      1021.5234      9.2147987      879.39006      8.3961673       1194.424      10.217074
             20      981.08507      8.9903631      843.81436      8.2908628      1148.5937      9.7787246
             21      931.33871      9.0740064      800.65154      8.6022182      1089.3575      9.6266844
             22       887.5899      9.5600562      760.47083      8.8050186      1043.6629      10.437432
             23      835.53812      7.7050414      714.89424      7.0428475      982.77856      8.5301383
             24      782.58649        6.81704      665.30677      6.1058757      926.99995      7.8468048
             25      738.15152      6.6710356      627.17852      6.0331955      876.26897      7.6009162
             26      720.20384      8.3783244      610.75444      7.8026759      856.91481      8.9218979
             27      678.91483      7.3307488      573.44041      6.8321042        811.307      7.8924486
             28      654.14686      7.4931563      551.48508      6.8281054      783.94543      8.3086401
             29      615.83798      6.4724229      517.11159      5.7713121      740.95184      7.3543838
             30      580.04932      5.5358345       485.3592      4.9376484      701.02323      6.3710832
             31      558.24395      6.0818998      465.39476      5.3541682      677.62737      7.0147137
             32      529.79115        4.98719      440.53502      4.3815957      645.11435       5.898409
             33      517.97637      5.8862193      430.91516       5.224528      629.94808      6.7400161
             34      503.82611       5.387862      418.87042      4.7249494      613.39951      6.3124536
             35      467.04467      5.5110414      387.10077       5.043766      570.61594      6.0998395
             36       447.8344      4.5954049      369.06295      3.9499613       550.8565       5.518536
             37      433.34987      4.3717327      357.71528      3.7946839      532.00474       5.236122
             38      414.59842      4.5621098       341.1851      4.0431632      510.55636      5.2998273
             39      396.04346      4.0125092      326.85842      3.4713025      485.99036      4.9407909
             40      393.99299       4.684843      323.20664      4.1348898      487.26899      5.4225883
             41      362.27731      3.7045601      296.30655      3.1362439      449.16098      4.5689208
             42      357.62209      4.5086594      294.41229      4.2030902       440.0061      5.0135533
             43       341.2622      4.1237873      280.38971      3.6346558      420.61919      4.8278542
             44      328.67075      3.8240467      268.91643      3.2718703      407.36103      4.6546173
             45      316.77285      3.4064747      259.02243      2.8800178      392.73564      4.1926063
             46      317.66351      5.4423412      260.45025      4.8722287      392.37921      6.1322653
             47      301.50419      4.3077286      246.34688      3.9228039       374.3252      4.8070289
             48      289.74843      3.4842893      236.84074      2.9814218      359.15334      4.2977205
             49      279.35597      3.2661629      228.03312      2.7703121      346.76937      3.9999496
             50      279.35597      3.2661629      228.03312      2.7703121      346.76937      3.9999496
