#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.2      7899.5712      92.317906      6635.5044      80.215092       11038.71      222.94357
           -0.1      7988.5152      98.455031      6720.1385      88.491061       10971.02      232.44409
              0      8089.5622      101.09858      6793.8304      87.934817      11476.158      246.42136
            0.1       8118.771      108.24817      6830.5452      96.943125      11361.089      258.87874
            0.2      7956.5058      106.15117      6684.8046      94.404083      11117.731      255.88283
            0.3      7852.6788      91.970496      6585.7646      78.898255      10931.817      240.33525
            0.4      7998.3268        98.0477      6732.0359      87.731042      10861.968      220.86676
            0.5      8031.2566      93.757573      6752.1201      81.628124      11528.839      250.00574
            0.6      7823.4214      85.503736      6559.8067      74.064045      10936.297      240.61656
            0.7      7735.9389      88.686895      6495.5097      77.825496      10418.619      203.69912
            0.8      7760.5559      84.930847       6496.882      73.598331      10816.881      223.89731
            0.9      7777.6524      94.438718      6529.9487      83.126773       10638.97      204.21025
              1      7720.4653      87.331384      6486.2658       75.76971       10499.45      201.26498
            1.1      7732.4812       89.47435        6474.02      77.585687      11054.077       254.0091
            1.2      7560.1407      84.827011      6347.9261      73.738772      10419.427      209.18731
            1.3      7686.9832      109.29048      6461.3723      97.531984      10457.681      202.07161
            1.4      7482.5757      92.979862      6277.5867      81.075757       10233.36      209.52743
            1.5      7695.8611      97.058192      6453.7379      84.969939       10749.28       239.5661
            1.6       7543.734      89.888656      6318.3821      78.210147       10565.04      242.72548
            1.7      7770.5909      100.97808      6515.5887      90.156954      10832.459      228.71098
            1.8      7418.4418      88.255316      6203.7649      75.778302      10621.378      245.48209
            1.9      7531.9172       105.4771      6318.6768       93.19673      10594.829      262.27325
              2      7435.8448      90.433136      6229.6858      78.661236      10476.923      248.64688
            2.1      7253.8022      81.115907      6061.3923      69.715776      10425.744      243.12031
            2.2      7279.0376      99.433802      6107.3834       88.55037      10063.962      216.23957
            2.3      7214.6454      98.262268      6059.3502      88.365913      10057.446      206.93528
            2.4      7161.0698      80.710481      5986.1016      69.751557      10092.472      219.76836
            2.5      7100.4469      80.216246      5936.4806       68.94076      9861.4745      220.41146
            2.6      6836.5571       74.89757      5707.3272      64.843478      9750.5598      215.99213
            2.7      6893.4308      79.022397      5745.8812      67.901373      9742.0261      230.65827
            2.8      6783.5228      81.948653      5678.0515      71.601646      9713.6251      221.38177
            2.9      6464.4769      75.688865      5390.8926      65.485422      9201.6701      205.12057
              3      6415.3696      78.192638      5371.3776      69.207862      8948.6971      201.50424
            3.1       6306.799      77.999992      5267.4548        68.2334      9202.1244      230.03347
            3.2      6091.8996      73.212777      5090.5546      63.213524      8726.5061      229.06718
            3.3      5936.4704      77.333905      4949.4275      64.719871      8522.2825      204.92543
            3.4      5734.8141      77.692855      4780.9649      66.515433      8144.3694      212.08791
            3.5      5449.9546      68.361032      4530.5425       58.75672      8031.7779      198.00335
            3.6      5225.5416       71.98545      4336.1371      61.408595        8120.14      227.63994
            3.7      5039.4115      70.344002      4183.4296      59.017459      7314.1313      181.65092
            3.8       4705.355       73.90713      3914.1141      62.364496      6793.2348      199.53903
            3.9      4427.8808       69.50207       3674.345      58.697676      6825.0835      241.02892
              4      4048.9249      66.562604      3362.2093      56.284425      5818.5452      192.04973
            4.1      3711.8846       66.09055      3088.7912      57.633885       5692.011      190.79843
            4.2      3416.6981       58.98748      2830.9983      48.330458      5134.8792      204.81587
            4.3      3160.5227        64.3468      2624.0314      58.742093      4890.6945      182.84712
            4.4      2848.9329      65.616534        2363.34      55.860274      4327.9799      157.56252
            4.5       2495.543      43.892153      2065.0966      36.164563      3737.7879      142.28661
            4.6      2145.9016      42.454811      1771.0448      34.760607      3228.7407      152.13458
            4.7      1984.7292       54.37104      1641.9679      46.482836      3060.1271      131.44342
            4.8      1702.7373      39.365468      1406.3608      32.263548      2580.1169      125.91666
            4.9      1444.7143      49.675574      1199.5775      44.029764      2307.7273      133.16568
              5      1444.7143      49.675574      1199.5775      44.029764      2307.7273      133.16568
