#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1415.9756      36.018218      1172.2623       29.83872      2291.8603      135.30023
           -4.9      1715.5897      45.210987      1420.3848      38.268682      2765.2838      149.34622
           -4.8       1884.643      42.361812      1555.8169      34.995146      2846.9647      117.46387
           -4.7      2301.5367      50.174488      1900.4857       41.05033      3502.2565       168.2208
           -4.6       2455.515      45.133848      2026.4506      36.931592      3949.0744       168.7684
           -4.5      2679.0308      47.613383      2217.5187      38.876217      4159.1317      187.23869
           -4.4       3096.516      51.481306      2553.9579      42.665378      5030.8188      194.12381
           -4.3      3488.1543      66.822667      2891.1573      58.414367      5305.3121      171.76755
           -4.2      3788.1426      65.590217       3139.345       54.65799      5950.3707       201.8584
           -4.1      4085.8988      65.372747      3404.9267      57.184915      6357.8254       210.1817
             -4      4282.3807      58.900172      3566.6745      49.422076      6119.4861      216.58807
           -3.9      4706.9915      73.707196      3910.6085       63.65811      7043.7954      201.78178
           -3.8      4939.0732      71.596849      4112.7296      62.164741      7118.1744       208.9402
           -3.7      5236.1184      62.625027      4346.1108      51.981889      7735.6884      191.05031
           -3.6      5391.4967      68.747555      4489.7198      57.900436      7991.0737      252.86797
           -3.5       5689.116      90.724813      4748.5875      80.162084      8443.0461      254.59173
           -3.4       5875.697      77.573447       4906.325      68.828883      8349.0055      209.33722
           -3.3      6145.0691      75.109399      5125.1621      63.091647      8868.0542      241.65102
           -3.2      6207.4129      80.926022      5180.9846      69.372143       9162.097      250.65271
           -3.1      6564.5446      81.764882      5493.1193      71.798701      9560.1281      225.57641
             -3      6793.4512      91.846973      5694.2273      80.162019      9436.1256      211.41168
           -2.9      6778.0972      80.172582      5666.2757      69.309478      9814.9236      226.08909
           -2.8      6888.3582       83.30881      5751.5472      71.249302      10143.931      244.12363
           -2.7      6936.7201      86.488232      5798.4398      74.737094      9955.7607      233.09475
           -2.6      6951.2075      89.852473      5812.7744      79.980142      9737.4301      213.74825
           -2.5      7181.2569      81.760631      6037.7317      72.574609      10015.501       209.9874
           -2.4      7055.6675      76.219931      5904.6889      65.226249       9761.171      202.42994
           -2.3      7224.7142      80.549392      6038.0275      69.486599      10448.955      236.43215
           -2.2      7318.8138      85.313756       6141.123      76.044192      10191.939      220.47609
           -2.1      7354.4058      76.271041      6145.3887      64.620575      10562.056      254.05582
             -2      7478.3403      93.340026      6263.2195       80.74387       10614.44      235.44196
           -1.9      7497.5781       83.88992      6280.5523      72.256959       10446.57      262.56997
           -1.8      7530.5131      90.220247      6319.1618      79.107725      10731.771      254.82517
           -1.7      7626.0998      96.386872      6408.0684      83.370592      10325.484      231.00189
           -1.6      7511.0368      91.750201      6292.0656      79.048549      10476.331      216.85704
           -1.5      7474.1309      83.444999      6250.6388       72.31773      10380.318      219.13542
           -1.4      7856.5842      108.86667      6621.5721       97.78219      10569.464      231.01255
           -1.3      7790.0375       91.95457      6545.2779      80.726058      10843.738      235.74981
           -1.2      7670.8586      89.731065      6428.9393      77.774465      10740.511      223.60843
           -1.1      7806.0767      92.202051      6562.5036      82.424446      10482.934      208.46926
             -1      7866.4411      108.97662      6631.8311      98.768905      10823.325      217.89835
           -0.9      7797.1234      94.685467      6557.7383      84.298676      10659.341      226.81586
           -0.8      7964.2477      99.770567      6687.6596       87.66384      11123.616      249.79505
           -0.7      8067.5638      111.10288      6781.6111      97.702547      11467.806      263.72713
           -0.6      7950.4022       101.8816      6692.3275      90.547899      10890.438      223.66641
           -0.5      7884.7354      104.69288      6626.4129       91.67203      10468.381      224.74921
           -0.4       7764.464      89.144018      6531.2116      78.568006      10481.848      200.86572
           -0.3      7854.7212      92.626553      6596.2206      82.649935      10863.862      225.89953
