# pt_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.30158223    0.037668216      0.2304676     0.02908345     0.40468391     0.05118525
              5     0.96073999    0.071743528     0.73515609    0.056040654       1.292809      0.1023739
             10      1.4582698    0.090519718      1.1004799     0.06736657       1.995989     0.12901664
             15      2.2303577       0.106238      1.6722602    0.080118309      3.0747334     0.14826039
             20      3.2433735     0.14800639      2.4365541     0.10816163      4.4556265     0.21512311
             25      3.7007091     0.13811363      2.7976718      0.1048366      5.0492553     0.19571609
             30      4.4881519     0.16153593      3.4086198     0.12540112       6.092562     0.22706247
             35      5.2735201     0.20618636      3.9992423     0.16765395       7.172109      0.2650188
             40      6.1172421     0.20445655      4.6589472     0.15684332      8.2763161      0.2841853
             45      6.2852738     0.18453101      4.7961673     0.14251987      8.4780942     0.25426241
             50        6.94051     0.20814284      5.2767316     0.15513246      9.4019236     0.29504741
             55      7.3309103     0.19703916       5.574073      0.1508164      9.9335844     0.27240621
             60      8.0472196     0.20698652      6.1470687     0.15826341       10.83832     0.28704207
             65      8.5538801     0.21904956      6.5650213     0.17027701      11.459866     0.30515649
             70       8.811403     0.25024642      6.8097215     0.19939301      11.703578     0.33412122
             75      9.6735664     0.23333971      7.4953174     0.18624743      12.810621     0.34908797
             80      9.9592212     0.22731973      7.6533991     0.17449844      13.305361     0.31437974
             85      10.115962     0.23112939      7.7835616     0.17900921      13.496483     0.31440899
             90        11.3013     0.29774581      8.7000522     0.21693606      15.074252     0.43769467
             95      11.044749     0.25392553      8.5883088     0.20012983      14.539033     0.34217285
            100      12.532862     0.25578855      9.7279123     0.19894497      16.526137     0.34849711
            105      13.135003     0.28233183      10.297732      0.2253065      17.106986     0.40971283
            110      14.577197      0.3569892      11.441878     0.29182063      18.951419     0.45644992
            115      15.295323     0.29094169       11.93971     0.22707239      20.026826     0.39382479
            120      17.526557     0.30922614      13.855395     0.24403088      22.543236     0.41896051
            125      18.519282     0.32032942      14.635606     0.25411344      23.830605     0.42733659
            130      18.872857     0.55073155      14.889924     0.41902884       24.29497     0.72308216
            135      17.414172       0.313721      13.874063     0.25484608      22.154308     0.42569798
            140      16.698168     0.29844329      13.369439     0.23974423      21.079416     0.41175101
            145      16.363268      0.3142453      12.995617      0.2537017       20.91081     0.41182691
            150      15.171978     0.28533155      12.040698      0.2261577      19.387486     0.38145197
            155      14.171474     0.27318589       11.21022      0.2145811      18.180447     0.37024489
            160      13.522451     0.30458061       10.73483     0.24456267      17.268866     0.39995921
            165      12.419048     0.27779608      9.8660845     0.22452723      15.845514     0.36519673
            170      11.374788     0.27274022      9.0377361     0.22199942      14.511146     0.35191209
            175      10.324992     0.25578028      8.1554209     0.20822864      13.270865     0.33101919
            180      9.6618483     0.30206366      7.6300645     0.25857523      12.431106      0.3671834
            185      8.4194209     0.20775144      6.6220543     0.16119639      10.872803     0.28156741
            190      7.9382389     0.20685749      6.3088553     0.16257025      10.112527     0.28144668
            195       7.181778      0.1929685      5.6878111     0.15185218      9.1814317     0.26118321
            200      6.8678173     0.19054298      5.4168215     0.14866854      8.8269922     0.25838116
            205      6.2249483     0.18844397      4.9188474     0.14803245      7.9855728     0.25283078
            210       5.527681     0.19000038      4.4188886     0.15289711      6.9835588     0.25001254
            215      5.1302882     0.16825441      4.0806593     0.13028839      6.5170503      0.2319785
            220      4.9523436     0.16775292      3.9041288     0.13386038      6.3691201     0.23753661
            225      4.9262059     0.17434357      3.9017887     0.13922141      6.2977924     0.23347396
            230       4.091773      0.1527783      3.2175105     0.11672729      5.2726652     0.21357342
            235       4.009604     0.14374409      3.1679652     0.11267719      5.1370777     0.19814586
            240       3.495885      0.1446449       2.770128     0.11237404      4.4604391      0.2012919
            245       3.461773     0.17381848      2.8030929     0.14656915      4.2730051     0.23620886
            250      3.1360341     0.12601933      2.4533933    0.097364722      4.0707594     0.17191253
            255      2.6532293     0.11641887      2.1059409      0.0901843        3.37299     0.16035549
            260      2.6571186     0.11582961      2.0807497    0.089999183      3.4453075      0.1574612
            265      2.5401956     0.16341156      2.0315536     0.13961214      3.2064599     0.20859164
            270      2.1220682     0.10524109      1.6598608    0.081046781      2.7560588     0.14446092
            275      1.9007399     0.10891003      1.5090657    0.092538408      2.4203708     0.14028984
            280      2.1044689     0.10346893      1.6394457    0.079499364      2.7412472     0.14155003
            285      1.7233757    0.099427792      1.3419948    0.075433288      2.2489402     0.13892883
            290      1.5861305    0.095575979       1.236678    0.074918499      2.0666209     0.12800807
            295      1.5687828    0.095159022      1.2287701    0.073669158      2.0308587      0.1298485
            300      1.5430762    0.091512723      1.2353792    0.071208665      1.9346977     0.12977293
            305      1.4136487    0.085980571      1.1092619    0.066551445      1.8220081      0.1165743
            310      1.1764438     0.07767168     0.92860317    0.059937549       1.499587     0.11115387
            315      1.1732413    0.079084217      0.9124924    0.059767498      1.5306269     0.11085643
            320      0.9512754    0.072941284     0.76094787    0.055791828      1.1910253     0.10126737
            325     0.79513418    0.063521394     0.63111207    0.049843438      1.0100612    0.085170793
            330     0.86010054    0.065753532     0.67770695    0.051298449      1.0984088     0.08950497
            335     0.86069763    0.068482391     0.66272101    0.052547264      1.1391978    0.093496925
            340     0.83381004    0.064781162     0.66603274    0.050543681      1.0439742    0.091453137
            345     0.71436982    0.061907088     0.56218315    0.046194605      0.9163486    0.088034435
            350     0.67427127    0.059103979     0.52723911    0.045263399     0.87215511    0.081708651
            355     0.70574847     0.06193248     0.54391095    0.046643361     0.93240983    0.086373311
            360     0.63209965    0.056297472     0.49362626     0.04358894     0.81941269    0.077089319
            365     0.62868781    0.055679027     0.48298983      0.0427321     0.83402324    0.075912414
            370     0.55262848    0.052339054     0.42533896    0.039493659     0.73023587    0.072872583
            375      0.5655934    0.054126093     0.44447276     0.04102739       0.726321    0.081594837
            380     0.39890346    0.047340381     0.30538391    0.034652244     0.53143437    0.068702521
            385      0.4620925    0.047613021     0.35440737    0.036292039     0.61279065     0.06514579
            390      0.4361591    0.046037654     0.33609877    0.035179546     0.57511802     0.06375891
            395     0.45696211    0.048648584      0.3461238    0.036061893     0.61503843    0.068517867
