qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NNLO.QT-CS.42.onlyVT2.onlyH2.soft)

independent    0.5            2              -3912.9255      +- 6.1380704      
independent    1              1              -2457.4827      +- 4.1190819      
independent    2              0.5            -1593.6756      +- 2.8697299      
