                0           483.86237       0.138462
               50           67.911468      0.0562823
              100           16.057010      0.0230957
              150           5.4838866      0.0119922
              200           2.2605623     0.00708070
              250           1.0610199     0.00457093
              300          0.54100680     0.00307183
              350          0.29465599     0.00226577
              400          0.16561495     0.00155561
              450          0.10071887     0.00125556
              500         0.060724165    0.000907540
              550         0.039660994    0.000725234
              600         0.026437155    0.000684608
              650         0.016245424    0.000413710
              700         0.011412135    0.000340740
              750        0.0079191209    0.000332242
              800        0.0053631782    0.000233621
              850        0.0037672954    0.000189878
              900        0.0026058329    0.000149694
              950        0.0020365774    0.000153184
