# left-edge scale-central central-error scale-min min-error scale-max max-error
0 83.084982 0.0569289 69.433347 0.0484330 101.23994 0.0695907
5 252.47455 0.100752 210.97282 0.0856413 307.66311 0.123269
10 432.18676 0.132642 361.03621 0.112744 526.86551 0.162276
15 621.40430 0.158592 519.14205 0.134867 757.49193 0.193917
20 814.61148 0.180606 681.52981 0.153667 991.23835 0.220701
25 997.38773 0.196941 836.71784 0.167731 1209.4208 0.240323
30 1137.8806 0.205805 958.40881 0.175420 1372.5748 0.250797
35 1121.4478 0.199725 947.86907 0.170303 1346.5300 0.243208
40 822.22337 0.165421 693.25376 0.140907 990.62432 0.201998
45 498.91040 0.123555 417.62967 0.104912 606.93844 0.151902
50 308.37031 0.0943473 256.56301 0.0797960 378.15614 0.116809
55 202.06233 0.0749108 167.31749 0.0630483 249.30872 0.0933934
60 139.07367 0.0612342 114.75723 0.0513083 172.35337 0.0767765
65 99.418658 0.0513503 81.820132 0.0428841 123.61515 0.0646384
70 73.070491 0.0435862 60.007770 0.0362506 91.092947 0.0551019
75 55.085220 0.0376558 45.174600 0.0312613 68.788751 0.0476762
80 42.351556 0.0326420 34.680579 0.0270323 52.981155 0.0414326
85 33.061146 0.0287013 27.049437 0.0237619 41.402058 0.0364389
90 26.193876 0.0253914 21.426457 0.0210676 32.810212 0.0321644
95 20.967465 0.0224989 17.138518 0.0186062 26.286421 0.0285798
100 16.997342 0.0201445 13.886978 0.0167403 21.319721 0.0256212
105 13.957264 0.0183612 11.383947 0.0152666 17.508500 0.0231748
110 11.463581 0.0166287 9.3283950 0.0138531 14.417586 0.0209429
115 9.5458300 0.0154125 7.7561044 0.0128261 12.025773 0.0194176
120 7.9668433 0.0138604 6.4604395 0.0114578 10.058462 0.0175769
125 6.7232807 0.0126932 5.4461192 0.0105812 8.4988170 0.0159728
130 5.6782831 0.0117106 4.5909015 0.00972208 7.1930634 0.0147932
135 4.8554676 0.0108233 3.9225983 0.00901842 6.1563714 0.0136105
140 4.1414254 0.00989383 3.3412436 0.00823222 5.2588149 0.0124692
145 3.5769073 0.00924476 2.8822767 0.00764788 4.5483296 0.0117145
150 3.0960383 0.00889840 2.4936825 0.00747647 3.9387532 0.0110931
155 2.6820657 0.00818779 2.1572179 0.00682828 3.4176063 0.0102767
160 2.3336013 0.00767075 1.8759712 0.00645201 2.9754653 0.00957918
165 2.0376410 0.00757242 1.6374675 0.00623876 2.5992912 0.00960907
170 1.7885492 0.00666670 1.4363502 0.00561071 2.2831872 0.00831000
175 1.5736538 0.00689477 1.2620867 0.00577815 2.0117558 0.00860842
180 1.3947674 0.00717883 1.1179790 0.00607784 1.7842165 0.00885351
185 1.2262758 0.00551803 0.98222187 0.00454587 1.5699521 0.00700012
190 1.0924100 0.00658643 0.87578635 0.00579805 1.3974103 0.00776245
