# left-edge scale-central central-error scale-min min-error scale-max max-error
150 3.2528914 0.0351780 2.6601503 0.0275160 4.0679797 0.0460060
155 2.9532978 0.0315508 2.4096494 0.0246265 3.7023374 0.0413780
160 2.5722763 0.0298620 2.0974281 0.0232845 3.2271059 0.0392036
165 2.3407247 0.0260371 1.9066631 0.0203527 2.9398758 0.0341099
170 2.1490731 0.0264051 1.7477279 0.0206523 2.7038602 0.0345585
175 1.9243763 0.0262967 1.5639774 0.0205052 2.4229535 0.0345158
180 1.7560662 0.0255585 1.4239252 0.0199100 2.2162553 0.0335763
185 1.5464620 0.0259455 1.2557612 0.0201892 1.9488691 0.0341107
190 1.3885692 0.0242776 1.1247938 0.0189347 1.7546958 0.0318360
195 1.3195523 0.0226200 1.0665342 0.0176670 1.6712513 0.0296209
200 1.1459948 0.0212796 0.92721279 0.0165684 1.4502421 0.0279581
205 1.1097892 0.0257510 0.89469552 0.0200237 1.4094024 0.0338361
210 0.92643533 0.0256982 0.75053390 0.0199923 1.1708937 0.0337554
215 0.89896164 0.0176123 0.72416009 0.0137026 1.1427335 0.0231663
220 0.81575665 0.0160685 0.65765588 0.0124966 1.0362347 0.0211510
225 0.74712896 0.0152879 0.60126659 0.0118808 0.95082466 0.0201380
230 0.67730073 0.0158271 0.54527344 0.0122948 0.86158610 0.0208477
235 0.62162978 0.0151124 0.50166030 0.0117510 0.78883577 0.0198941
240 0.56932701 0.0141076 0.45817745 0.0109638 0.72467291 0.0185843
245 0.53266206 0.0138624 0.42740405 0.0107473 0.68010112 0.0183019
250 0.52501985 0.0128843 0.42051554 0.00997382 0.67148447 0.0170509
255 0.43693451 0.0143453 0.35112718 0.0110712 0.55700180 0.0190268
260 0.42135347 0.0140812 0.33815419 0.0108975 0.53788697 0.0186148
265 0.40035173 0.0148744 0.32116580 0.0115096 0.51123315 0.0196555
270 0.34327911 0.0125817 0.27609453 0.00976467 0.43735714 0.0165854
275 0.34653113 0.0106928 0.27655388 0.00828116 0.44499275 0.0141341
280 0.30947603 0.0111680 0.24840048 0.00865606 0.39504070 0.0147479
285 0.27826008 0.0104912 0.22289264 0.00813019 0.35605280 0.0138593
290 0.27649279 0.0118656 0.22075833 0.00919617 0.35486948 0.0156497
295 0.25337851 0.0116893 0.20244415 0.00905908 0.32501280 0.0154352
300 0.20859451 0.0137483 0.16703464 0.0106046 0.26710981 0.0182121
305 0.22788875 0.0115607 0.18153544 0.00892712 0.29328052 0.0153032
310 0.20804716 0.00912021 0.16559125 0.00705305 0.26794286 0.0120619
315 0.19913214 0.0117507 0.15902416 0.00907874 0.25554217 0.0155490
320 0.17531660 0.0104402 0.13938219 0.00806987 0.22615290 0.0138079
325 0.15950817 0.00815644 0.12794847 0.00629285 0.20379442 0.0108304
330 0.15880769 0.00807878 0.12658272 0.00620849 0.20420674 0.0107600
335 0.14261795 0.00833221 0.11378441 0.00639793 0.18329307 0.0111027
340 0.13954118 0.00789652 0.11121458 0.00610617 0.17946312 0.0104494
345 0.13538356 0.00933384 0.10774107 0.00721491 0.17435896 0.0123440
350 0.11756751 0.00924564 0.093585875 0.00714908 0.15143659 0.0122198
355 0.11336833 0.00829429 0.090501512 0.00637415 0.14557448 0.0110425
360 0.11228467 0.00978830 0.088930630 0.00754408 0.14535861 0.0129708
365 0.096496324 0.00941907 0.076557600 0.00725936 0.12475900 0.0124826
370 0.078321671 0.00534718 0.063005854 0.00412283 0.099849864 0.00710320
375 0.084151290 0.00472614 0.067169341 0.00364888 0.10810795 0.00627640
380 0.090620170 0.00604615 0.071675600 0.00463017 0.11744676 0.00808647
385 0.073913674 0.00741292 0.059581552 0.00571135 0.093948924 0.00985025
390 0.065563736 0.00955974 0.052856392 0.00728877 0.083334591 0.0128265
395 0.066268499 0.00847450 0.053291233 0.00642964 0.084477413 0.0114345
400 0.070791040 0.00640014 0.056052893 0.00487598 0.091685677 0.00860163
405 0.059055020 0.00515579 0.046842711 0.00394249 0.076385080 0.00690385
410 0.060120852 0.00702874 0.047898381 0.00538393 0.077347387 0.00938063
415 0.058698252 0.00466989 0.046069892 0.00357347 0.076712299 0.00624600
420 0.049774015 0.00562343 0.039815951 0.00431780 0.063769851 0.00749589
425 0.046917804 0.00689583 0.036941148 0.00527836 0.061174933 0.00920744
430 0.052919389 0.00479326 0.041707797 0.00367668 0.068834716 0.00639348
435 0.049624138 0.00392019 0.039242208 0.00300969 0.064348829 0.00523596
440 0.039851398 0.00510087 0.031642162 0.00390527 0.051508201 0.00681629
445 0.034636353 0.00342936 0.027589946 0.00263821 0.044621975 0.00457433
450 0.038449589 0.00420369 0.030713703 0.00328159 0.049342630 0.00552766
455 0.034513841 0.00521822 0.026950377 0.00394510 0.045396619 0.00705992
460 0.031438442 0.00334722 0.025054088 0.00257944 0.040462924 0.00445689
465 0.029629467 0.00458014 0.023765715 0.00346197 0.037863134 0.00620881
470 0.028921133 0.00292405 0.023173785 0.00225344 0.037013929 0.00389852
475 0.025012664 0.00330267 0.020083081 0.00254717 0.031958618 0.00439463
480 0.030390643 0.00297411 0.024227841 0.00230192 0.039062417 0.00395513
485 0.026971766 0.00233336 0.021160868 0.00180091 0.035272677 0.00310376
490 0.022627209 0.00268887 0.017940599 0.00207575 0.029304691 0.00356515
495 0.034276127 0.00787346 0.026664977 0.00588635 0.045167398 0.0107642
