# left-edge scale-central central-error scale-min min-error scale-max max-error
0 1569.4899 0.406532 1305.0157 0.316577 1924.6471 0.545945
5 2021.2849 0.509871 1687.8654 0.393362 2465.3889 0.690402
10 1335.2408 0.448157 1119.5601 0.345049 1620.1657 0.607310
15 845.08834 0.377012 710.77435 0.290263 1021.4366 0.510200
20 552.17894 0.310681 465.44733 0.239547 665.57077 0.419390
25 375.33587 0.262403 316.80653 0.202450 451.68148 0.353629
30 264.00502 0.225990 223.04454 0.174452 317.36146 0.304066
35 191.61399 0.205441 161.89904 0.158356 230.34014 0.276457
40 142.19484 0.189244 120.19222 0.145578 170.86438 0.254914
45 107.97852 0.163116 91.254398 0.125895 129.79270 0.218820
50 83.789064 0.142650 70.766698 0.110327 100.80467 0.190785
55 65.623021 0.124921 55.403074 0.0967691 78.994253 0.166719
60 52.434790 0.118598 44.243508 0.0918857 63.168925 0.158075
65 42.510098 0.108663 35.840027 0.0843772 51.268296 0.144457
70 34.716932 0.0938228 29.246113 0.0729115 42.002063 0.121171
75 28.438879 0.0874993 23.906324 0.0693051 34.497283 0.113212
80 23.781134 0.0789283 19.936688 0.0624421 28.934184 0.102245
85 19.852481 0.0723393 16.604746 0.0572157 24.216233 0.0937080
90 16.907382 0.0685568 14.107935 0.0541500 20.677719 0.0889034
95 14.316855 0.0623400 11.921049 0.0492050 17.550666 0.0809025
100 12.239901 0.0604126 10.167684 0.0476228 15.044093 0.0784601
105 10.503597 0.0595812 8.7088563 0.0468979 12.936907 0.0774532
110 9.0591590 0.0539248 7.4995664 0.0424332 11.176912 0.0701312
115 7.8444944 0.0488719 6.4813354 0.0384038 9.6995954 0.0636679
120 6.9831183 0.0437676 5.7540714 0.0344024 8.6595329 0.0570175
125 6.0691598 0.0449416 4.9944927 0.0352986 7.5369762 0.0585470
130 5.2567818 0.0433991 4.3225120 0.0340240 6.5345093 0.0566457
135 4.6745130 0.0388682 3.8393803 0.0304568 5.8177523 0.0507831
140 4.1189494 0.0366588 3.3773178 0.0287557 5.1360270 0.0478325
145 3.7388718 0.0365095 3.0556065 0.0285699 4.6785512 0.0477323
