# left-edge scale-central central-error scale-min min-error scale-max max-error
0 1573.8840 0.407744 1308.3633 0.317427 1930.5997 0.547729
5 2023.6451 0.506384 1689.6220 0.390849 2468.6561 0.685420
10 1335.5557 0.431725 1119.8671 0.333250 1620.4675 0.583828
15 844.53602 0.356926 710.37490 0.275606 1020.6420 0.481986
20 552.30473 0.299675 465.56780 0.231419 665.69485 0.404153
25 373.75034 0.254441 315.59518 0.196555 449.53919 0.342634
30 262.58919 1.14153 221.96885 0.853349 315.43561 1.57959
35 191.77966 1.14521 161.99373 0.855881 230.62614 1.58490
40 142.04177 0.220711 120.05903 0.168631 170.68766 0.299191
45 107.59448 0.151916 90.946767 0.117520 129.29888 0.203419
50 83.242806 0.134916 70.336942 0.104483 100.09117 0.180324
55 65.291291 0.122861 55.158407 0.0952875 78.531294 0.163876
60 52.217605 0.112679 44.075400 0.0874520 62.880126 0.149993
65 42.170764 0.102237 35.577347 0.0793476 50.816462 0.136028
70 34.431932 0.0914309 29.035221 0.0710860 41.619616 0.117912
75 28.330163 0.0846614 23.825124 0.0671224 34.350055 0.109451
80 23.641463 0.0772129 19.832007 0.0611483 28.744453 0.0999271
85 19.848018 0.0705378 16.606403 0.0558194 24.202025 0.0913463
90 16.775235 0.0671528 14.005374 0.0530705 20.504310 0.0870452
95 14.230566 0.0631071 11.854204 0.0498311 17.437451 0.0818465
100 12.178562 0.0589527 10.127675 0.0464668 14.950703 0.0765975
105 10.450415 0.0554759 8.6688196 0.0436674 12.865368 0.0721660
110 9.0669991 0.0507610 7.5075159 0.0399672 11.184269 0.0660119
115 7.8180322 0.0492115 6.4618516 0.0387044 9.6630777 0.0640487
120 6.8048419 0.0446874 5.6176830 0.0351323 8.4217109 0.0581994
125 6.0067507 0.0443341 4.9462522 0.0347981 7.4547488 0.0578109
130 5.2269756 0.0430806 4.3005867 0.0337751 6.4930723 0.0562277
135 4.6218632 0.0380192 3.7955406 0.0298345 5.7534316 0.0495897
140 4.1159686 0.0360957 3.3755712 0.0283218 5.1309613 0.0470951
145 3.6364450 0.0340949 2.9756968 0.0267308 4.5443947 0.0445042
150 3.2291949 0.0325837 2.6405934 0.0255241 4.0386728 0.0425632
155 2.9230832 0.0314207 2.3851398 0.0245673 3.6643292 0.0411243
160 2.5821760 0.0300032 2.1105362 0.0234675 3.2310144 0.0392602
165 2.3052024 0.0293810 1.8801383 0.0229458 2.8912464 0.0384916
170 2.0919298 0.0270942 1.7047441 0.0211734 2.6262322 0.0354787
175 1.8458711 0.0275703 1.5023593 0.0214729 2.3205997 0.0362157
180 1.7187234 0.0257120 1.3963025 0.0200432 2.1648013 0.0337427
185 1.4903653 0.0238980 1.2101640 0.0186448 1.8787053 0.0313392
190 1.4177722 0.0211849 1.1482822 0.0164905 1.7917538 0.0278675
195 1.2598839 0.0217105 1.0206159 0.0168716 1.5920515 0.0285949
200 1.1645037 0.0203955 0.94108957 0.0158922 1.4752218 0.0267820
205 1.0281555 0.0313476 0.83133131 0.0241203 1.3019669 0.0416215
210 0.95165858 0.0324087 0.76899232 0.0248847 1.2060189 0.0431108
215 0.90586550 0.0179194 0.73100843 0.0139424 1.1492098 0.0235696
220 0.80038433 0.0186494 0.64521385 0.0144864 1.0169265 0.0245616
225 0.73717829 0.0176268 0.59431187 0.0137160 0.93645294 0.0231692
230 0.69480229 0.0173660 0.55969533 0.0135166 0.88316326 0.0228227
235 0.61901194 0.0150939 0.49928198 0.0117255 0.78590095 0.0198897
240 0.55189736 0.0154022 0.44399941 0.0119560 0.70284738 0.0202968
245 0.54688384 0.0168213 0.43925526 0.0130493 0.69744782 0.0221731
250 0.46790368 0.0170735 0.37731135 0.0132489 0.59440665 0.0224975
255 0.45557691 0.0138027 0.36573897 0.0107003 0.58135496 0.0182132
260 0.42035558 0.0139376 0.33793729 0.0108245 0.53559871 0.0183582
265 0.34776583 0.0130190 0.27977220 0.0101170 0.44308788 0.0171442
270 0.37806471 0.0124690 0.30258670 0.00963331 0.48391276 0.0165096
275 0.32841554 0.0118370 0.26290626 0.00916769 0.42043596 0.0156338
280 0.29724236 0.0125910 0.23842073 0.00977759 0.37969961 0.0165768
285 0.28760868 0.0114623 0.23038669 0.00889010 0.36790332 0.0151143
290 0.27567265 0.0107851 0.22007168 0.00834350 0.35395675 0.0142642
295 0.24985269 0.0114694 0.19957930 0.00888395 0.32059374 0.0151483
300 0.21822249 0.0101523 0.17548085 0.00782754 0.27810946 0.0134821
305 0.21106124 0.0102225 0.16817084 0.00786247 0.27153513 0.0135903
310 0.19041724 0.00939743 0.15216507 0.00727514 0.24434738 0.0124159
315 0.20004498 0.00958238 0.15965548 0.00736997 0.25685010 0.0127488
320 0.19192342 0.00731719 0.15324209 0.00568629 0.24626438 0.00965029
325 0.14718343 0.00930679 0.11771835 0.00717948 0.18876339 0.0123357
330 0.15675742 0.00535269 0.12598221 0.00418758 0.19982014 0.00705005
335 0.15178696 0.00699070 0.12111122 0.00542345 0.19496108 0.00922789
340 0.12746314 0.0101726 0.10194364 0.00782442 0.16341931 0.0135237
345 0.12740469 0.00766494 0.10195773 0.00591382 0.16315932 0.0101750
350 0.11292272 0.00717685 0.090007805 0.00551693 0.14525576 0.00955258
355 0.10139021 0.00727112 0.081308892 0.00562850 0.12958412 0.00961468
360 0.10828236 0.00728368 0.085829556 0.00562818 0.14008132 0.00963635
365 0.10205268 0.00482456 0.080680495 0.00371324 0.13239002 0.00642311
370 0.10069884 0.00707943 0.079769814 0.00546367 0.13030276 0.00938151
375 0.079244669 0.00809349 0.063632023 0.00624316 0.10119089 0.0107273
380 0.076478248 0.00616791 0.061531648 0.00475845 0.097409376 0.00819586
385 0.078752978 0.00658579 0.062646894 0.00506139 0.10149522 0.00876492
390 0.074701021 0.00709295 0.059785361 0.00547527 0.095652502 0.00940137
395 0.069332888 0.00685340 0.055169003 0.00526981 0.089350409 0.00911939
400 0.064025905 0.00490997 0.050609610 0.00377067 0.083095566 0.00654426
405 0.058343223 0.00513532 0.046309044 0.00395036 0.075419931 0.00683802
410 0.059210309 0.00600952 0.046759727 0.00461919 0.076922196 0.00799031
415 0.048471851 0.00526238 0.038438161 0.00406198 0.062730101 0.00697726
420 0.047891084 0.00571922 0.037902869 0.00440419 0.062105864 0.00759258
425 0.048542455 0.00582151 0.038702721 0.00448514 0.062451824 0.00773169
430 0.045022959 0.00392106 0.036328419 0.00304020 0.057177324 0.00520561
435 0.045657026 0.00315606 0.036444915 0.00244953 0.058628270 0.00419365
