# left-edge scale-central central-error scale-min min-error scale-max max-error
-5 0.86812988 0.0549107 0.71563447 0.0414419 1.0751079 0.0775127
-4.9 1.9306967 0.0658183 1.6034520 0.0503851 2.3683172 0.0915435
-4.8 6.3964696 0.104520 5.3242725 0.0809991 7.8338077 0.143062
-4.7 17.562601 0.242261 14.787832 0.186954 21.184198 0.330080
-4.6 43.198071 0.387017 36.278009 0.300400 52.304541 0.523749
-4.5 90.066195 0.763288 75.805537 0.579246 108.75430 1.05157
-4.4 167.45994 0.950517 141.28603 0.725947 201.57223 1.30185
-4.3 281.71773 1.02435 238.23404 0.794709 338.09020 1.38368
-4.2 441.99996 1.55055 373.71679 1.18235 530.61688 2.12649
-4.1 639.18292 1.86383 541.71546 1.42348 764.95308 2.55062
-4 881.29867 2.00665 746.94158 1.54255 1054.7346 2.72976
-3.9 1159.1241 2.38207 982.80976 1.82849 1386.5723 3.24159
-3.8 1455.9584 3.10896 1235.3307 2.36002 1740.2056 4.27365
-3.7 1783.6458 3.28038 1513.0030 2.49464 2132.7139 4.50388
-3.6 2112.0141 3.17664 1791.3312 2.43729 2525.8758 4.32492
-3.5 2441.3572 3.32949 2070.8227 2.56041 2919.5859 4.52208
-3.4 2769.3636 3.30516 2347.9038 2.55564 3314.1268 4.46631
-3.3 3089.1194 3.42806 2617.8161 2.65481 3699.1256 4.62454
-3.2 3396.6974 3.69927 2876.0092 2.85911 4072.1225 4.99662
-3.1 3688.3736 3.85335 3120.8347 2.97636 4425.8383 5.20775
-3 3965.5030 3.99689 3352.4047 3.08581 4763.8387 5.40386
-2.9 4209.9407 4.17332 3556.1541 3.22033 5062.8344 5.64229
-2.8 4454.0225 4.25343 3757.3828 3.28391 5365.5692 5.74664
-2.7 4665.7690 4.35229 3933.0538 3.36003 5625.9498 5.87945
-2.6 4845.1043 4.40878 4081.7889 3.40655 5846.5595 5.94915
-2.5 5034.5693 4.42586 4236.3857 3.42562 6084.2213 5.96012
-2.4 5201.3472 4.48065 4371.3114 3.46847 6295.5897 6.03241
-2.3 5339.1501 4.41258 4484.5587 3.42154 6466.8020 5.93298
-2.2 5470.9913 4.32051 4591.2000 3.35805 6633.7525 5.79644
-2.1 5586.0027 4.40999 4683.7728 3.42383 6780.1135 5.92266
-2 5702.8985 4.54002 4777.4143 3.51702 6929.7283 6.11073
-1.9 5807.7400 4.77941 4861.4245 3.68653 7063.7772 6.46047
-1.8 5884.4808 5.19372 4923.5391 3.98334 7160.7147 7.05674
-1.7 5965.3175 4.96310 4988.0470 3.82342 7264.4806 6.71314
-1.6 6028.7600 4.91188 5039.0434 3.79353 7345.1576 6.62405
-1.5 6095.7496 4.94511 5091.6114 3.81760 7432.8066 6.67117
