# left-edge scale-central central-error scale-min min-error scale-max max-error
-1.4 6147.7199 4.96605 5133.4392 3.83368 7498.8176 6.69848
-1.3 6207.2584 4.98509 5180.4860 3.85029 7576.0820 6.72011
-1.2 6229.3766 4.68120 5197.9174 3.63261 7604.6878 6.28378
-1.1 6274.7008 4.71419 5234.1364 3.65597 7662.7905 6.33264
-1 6294.1263 4.66080 5249.0105 3.61944 7688.8127 6.25073
-0.9 6328.5063 4.65593 5276.0377 3.61447 7733.6669 6.24745
-0.8 6355.5593 4.57560 5297.8777 3.55685 7768.0012 6.13410
-0.7 6374.3336 4.61444 5312.7434 3.58717 7792.2551 6.18569
-0.6 6375.9178 4.92682 5314.6603 3.81077 7792.9635 6.63331
-0.5 6395.2076 4.90680 5328.9519 3.79842 7819.8412 6.59911
-0.4 6405.7698 4.70161 5337.8433 3.65147 7832.5018 6.30491
-0.3 6413.2365 4.90819 5343.9263 3.79836 7841.8469 6.60478
-0.2 6408.5527 4.89632 5340.3757 3.78700 7835.4547 6.59297
-0.1 6415.9863 4.90305 5345.3703 3.79227 7846.7437 6.60194
0 6415.9863 4.90305 5345.3703 3.79227 7846.7437 6.60194
0.1 6408.5527 4.89632 5340.3757 3.78700 7835.4547 6.59297
0.2 6413.2365 4.90819 5343.9263 3.79836 7841.8469 6.60478
0.3 6405.7698 4.70161 5337.8433 3.65147 7832.5018 6.30491
0.4 6395.2076 4.90680 5328.9519 3.79842 7819.8412 6.59911
0.5 6375.9178 4.92682 5314.6603 3.81077 7792.9635 6.63331
0.6 6374.3336 4.61444 5312.7434 3.58717 7792.2551 6.18569
0.7 6355.5593 4.57560 5297.8777 3.55685 7768.0012 6.13410
0.8 6328.5063 4.65593 5276.0377 3.61447 7733.6669 6.24745
0.9 6294.1263 4.66080 5249.0105 3.61944 7688.8127 6.25073
1 6274.7008 4.71419 5234.1364 3.65597 7662.7905 6.33264
1.1 6229.3766 4.68120 5197.9174 3.63261 7604.6878 6.28378
1.2 6207.2584 4.98509 5180.4860 3.85029 7576.0820 6.72011
1.3 6147.7199 4.96605 5133.4392 3.83368 7498.8176 6.69848
1.4 6095.7496 4.94511 5091.6114 3.81760 7432.8066 6.67117
1.5 6028.7600 4.91188 5039.0434 3.79353 7345.1576 6.62405
1.6 5965.3175 4.96310 4988.0470 3.82342 7264.4806 6.71314
1.7 5884.4808 5.19372 4923.5391 3.98334 7160.7147 7.05674
1.8 5807.7400 4.77941 4861.4245 3.68653 7063.7772 6.46047
1.9 5702.8985 4.54002 4777.4143 3.51702 6929.7283 6.11073
2 5586.0027 4.40999 4683.7728 3.42383 6780.1135 5.92266
2.1 5470.9913 4.32051 4591.2000 3.35805 6633.7525 5.79644
2.2 5339.1501 4.41258 4484.5587 3.42154 6466.8020 5.93298
2.3 5201.3472 4.48065 4371.3114 3.46847 6295.5897 6.03241
2.4 5034.5693 4.42586 4236.3857 3.42562 6084.2213 5.96012
2.5 4845.1043 4.40878 4081.7889 3.40655 5846.5595 5.94915
2.6 4665.7690 4.35229 3933.0538 3.36003 5625.9498 5.87945
2.7 4454.0225 4.25343 3757.3828 3.28391 5365.5692 5.74664
2.8 4209.9407 4.17332 3556.1541 3.22033 5062.8344 5.64229
2.9 3965.5030 3.99689 3352.4047 3.08581 4763.8387 5.40386
3 3688.3736 3.85335 3120.8347 2.97636 4425.8383 5.20775
3.1 3396.6974 3.69927 2876.0092 2.85911 4072.1225 4.99662
3.2 3089.1194 3.42806 2617.8161 2.65481 3699.1256 4.62454
3.3 2769.3636 3.30516 2347.9038 2.55564 3314.1268 4.46631
3.4 2441.3572 3.32949 2070.8227 2.56041 2919.5859 4.52208
3.5 2112.0141 3.17664 1791.3312 2.43729 2525.8758 4.32492
3.6 1783.6458 3.28038 1513.0030 2.49464 2132.7139 4.50388
3.7 1455.9584 3.10896 1235.3307 2.36002 1740.2056 4.27365
3.8 1159.1241 2.38207 982.80976 1.82849 1386.5723 3.24159
3.9 881.29867 2.00665 746.94158 1.54255 1054.7346 2.72976
4 639.18292 1.86383 541.71546 1.42348 764.95308 2.55062
4.1 441.99996 1.55055 373.71679 1.18235 530.61688 2.12649
4.2 281.71773 1.02435 238.23404 0.794709 338.09020 1.38368
4.3 167.45994 0.950517 141.28603 0.725947 201.57223 1.30185
4.4 90.066195 0.763288 75.805537 0.579246 108.75430 1.05157
4.5 43.198071 0.387017 36.278009 0.300400 52.304541 0.523749
4.6 17.562601 0.242261 14.787832 0.186954 21.184198 0.330080
4.7 6.3964696 0.104520 5.3242725 0.0809991 7.8338077 0.143062
4.8 1.9306967 0.0658183 1.6034520 0.0503851 2.3683172 0.0915435
4.9 0.86812988 0.0549107 0.71563447 0.0414419 1.0751079 0.0775127
