# left-edge scale-central central-error scale-min min-error scale-max max-error
0 3225.9511 0.527281 3075.4567 0.496891 3348.3646 0.556017
5 1272.0312 0.367432 954.81422 0.277215 1751.2325 0.503020
10 686.82866 0.207303 516.74306 0.156847 942.94236 0.282867
15 470.27082 0.148123 354.42938 0.112226 644.27336 0.201788
20 353.91109 0.117454 267.08678 0.0890977 484.07860 0.159787
25 279.35606 0.0983133 211.04065 0.0745975 381.62015 0.133702
30 227.21076 0.0859062 171.79591 0.0652398 310.05796 0.116714
35 187.80023 0.0761162 142.10640 0.0578106 256.03642 0.103397
40 156.85556 0.0682987 118.77160 0.0518828 213.66986 0.0927537
45 132.51091 0.0621281 100.40141 0.0472109 180.36674 0.0843386
50 112.51570 0.0564370 85.304903 0.0428874 153.03233 0.0766081
55 96.024585 0.0520239 72.845574 0.0395689 130.50682 0.0705456
60 82.376107 0.0478265 62.526562 0.0363917 111.88037 0.0648215
65 71.022286 0.0439625 53.940158 0.0334430 96.390520 0.0595962
70 61.343343 0.0408358 46.616464 0.0310999 83.194471 0.0552848
75 53.219786 0.0376701 40.464693 0.0286838 72.130079 0.0510054
80 46.364580 0.0350101 35.229012 0.0266379 62.795118 0.0473660
85 40.466657 0.0323218 30.702425 0.0245545 54.771406 0.0437279
90 35.372288 0.0300455 26.799240 0.0227937 47.844641 0.0406202
95 31.025672 0.0279487 23.474235 0.0211746 41.935782 0.0377612
100 27.333839 0.0264209 20.654264 0.0199989 36.988952 0.0357028
105 24.130341 0.0243418 18.209211 0.0183919 32.703670 0.0329595
110 21.297480 0.0227935 16.052414 0.0172089 28.903429 0.0308901
115 18.926488 0.0221192 14.247629 0.0166818 25.721932 0.0300080
120 16.747093 0.0201237 12.593104 0.0151593 22.788712 0.0273399
125 14.961793 0.0187086 11.237399 0.0140733 20.386652 0.0254596
130 13.352674 0.0175332 10.017551 0.0131715 18.217462 0.0238997
135 11.930999 0.0165214 8.9418829 0.0124046 16.296707 0.0225328
140 10.649041 0.0155388 7.9730758 0.0116571 14.562215 0.0212116
145 9.6082497 0.0147199 7.1864097 0.0110329 13.154466 0.0201156
150 8.6148405 0.0139221 6.4370271 0.0104221 11.807653 0.0190523
155 7.7826042 0.0129803 5.8098692 0.00971012 10.678026 0.0177772
160 7.0096166 0.0122476 5.2278565 0.00915193 9.6278271 0.0167937
