#qTcut         xiR=0.5  xiF=0.5              xiR=0.5  xiF=1                xiR=0.5  xiF=2                xiR=1  xiF=0.5                xiR=1  xiF=1                  xiR=1  xiF=2                  xiR=2  xiF=0.5                xiR=2  xiF=1                  xiR=2  xiF=2                  µR=xiR*mWbb  µF=xiF*mWbb
0.01           361146.11      12.282747      394415.54      13.517991      422900.17      14.651137      201292.53      6.9601781      220021.68      7.6595805      236021.5       8.3069482      114212.8       4.0661044      125038.15      4.4788064      134262.55      4.8655991      
0.02           234039.32      8.1562737      256722.17      9.0383806      276102.78      9.8635837      123509.79      4.4650593      135833.2       4.9592688      146335.03      5.4295205      64597.536      2.5086354      71377.546      2.7981409      77136.668      3.0802457      
0.03           175094.06      6.2561323      192846.91      6.9777663      207994.05      7.6651496      87834.821      3.3409366      97207.613      3.7446792      105181.33      4.1387664      42127.059      1.8352583      47066.901      2.0727187      51252.999      2.3123372      
0.04           139376.24      5.1138687      154129.16      5.7403882      166702.68      6.3474137      66407.602      2.6808415      74000.197      3.0325094      80450.433      3.3839403      28769.09       1.4603424      32609.748      1.6687765      35857.623      1.8856286      
0.05           114876.24      4.3374865      127562.79      4.9002983      138364.91      5.454439       51823.462      2.2440482      58198.847      2.5617602      63608.374      2.8861652      19760.518      1.2288308      22856.171      1.4184853      25468.894      1.621054       
0.06           96802.083      3.7707121      107957.91      4.2876885      117448.6       4.8044809      41140.56       1.934945       46620.224      2.2287433      51264.508      2.5346449      13218.064      1.0787006      15769.862      1.2548108      17919.398      1.4472115      
0.07           82810.285      3.3371706      92776.26       3.8195647      101248.07      4.3087161      32925.507      1.7068829      37713.166      1.9828579      41766.65       2.2753139      8227.9187      0.97914434     10362.7        1.1446377      12157.397      1.3290122      
0.08           71600.215      2.9944922      80608.994      3.4498795      88261.529      3.9178638      26385.391      1.533958       30619.556      1.7960109      34200.776      2.078173       4286.4763      0.91264317     6090.0904      1.069322       7603.2293      1.2468806      
0.09           62384.279      2.7170237      70602.935      3.1507487      77579.459      3.6020821      21041.521      1.4004201      24821.297      1.6511409      28015.025      1.9250317      1090.7562      0.86834466     2624.3672      1.0174535      3908.1248      1.1889708      
0.1            54654.032      2.4882007      62207.253      2.9041638      68614.649      3.3420994      16585.747      1.2960195      19984.844      1.5371755      22854.099      1.8041193      -1553.6499     0.8391741      -244.73379     0.98167172     848.27025      1.1477223      
0.11           48064.714      2.2967836      55048.417      2.6979036      60968.88       3.1248398      12809.675      1.2137259      15884.613      1.4465551      18477.698      1.7074349      -3777.8071     0.82038618     -2658.9789     0.9570694      -1727.2402     1.1181342      
0.12           42373.265      2.134838       48863.065      2.5233405      54361.371      2.9410754      9566.7625      1.1485139      12361.959      1.3739108      14716.818      1.6293297      -5673.6093     0.80874798     -4717.7734     0.94030486     -3924.2242     1.0968143      
0.13           37402.816      1.9965783      43459.534      2.3741846      48587.774      2.7840831      6750.6312      1.0966735      9301.709       1.3153103      11448.763      1.5656946      -7307.5742     0.8020366      -6493.0786     0.92906912     -5819.2879     1.0814184      
0.14           33021.227      1.8776699      38694.627      2.2457259      43495.406      2.648833       4281.9945      1.0553984      6618.0138      1.2678038      8582.0694      1.5134703      -8729.1419     0.79871376     -8038.3853     0.92174896     -7469.3773     1.0703019      
0.15           29127.57       1.774789       34458.955      2.1343562      38967.628      2.5314777      2100.4288      1.0225262      4245.443       1.229137       6047.0274      1.4703352      -9975.8894     0.79770927     -9394.3531     0.91720693     -8917.78       1.0622968      
0.16           25643.274      1.6853361      30667.356      2.0372575      34913.63       2.4290176      159.00077      0.99636833     2133.1701      1.1975621      3789.4821      1.4345017      -11076.928     0.79827499     -10592.484     0.9146346      -10198.036     1.0565643      
0.17           22506.163      1.6072423      27252.434      1.952192       31261.54       2.3390761      -1579.3496     0.97559354     241.05686      1.1717083      1766.6652      1.4045758      -12055.184     0.79988571     -11657.591     0.91345328     -11336.564     1.0524964      
0.18           19666.325      1.5388359      24160.079      1.8773561      27953.657      2.2597437      -3144.3107     0.95914504     -1463.0535     1.1504913      -55.689056     1.3794594      -12928.981     0.80217148     -12609.503     0.9132462      -12354.48      1.0496485      
0.19           17083.182      1.4787477      21346.299      1.8112783      24943.06       2.189467       -4559.969      0.94617962     -3005.2527     1.1330467      -1705.3849     1.35828        -13713.144     0.80487114     -13464.272     0.9137116      -13268.873     1.0476931      
0.2            14723.37       1.4258437      18774.919      1.7527442      22191.169      2.126969       -5846.0881     0.93602197     -4406.9515     1.1186819      -3205.2395     1.3403391      -14419.811     0.80780022     -14235.034     0.91463009     -14093.735     1.0463875      
0.21           12559.183      1.3791744      16415.896      1.7007421      19665.939      2.0711902      -7019.0484     0.92812956     -5685.8971     1.1068385      -4574.1671     1.3250741      -15059.015     0.81082868     -14932.654     0.91584173     -14840.636     1.0455506      
0.22           10567.401      1.3379381      14244.05       1.6544219      17340.514      2.0212438      -8092.5506     0.92206545     -6856.9349     1.0970648      -5827.9897     1.3120287      -15639.131     0.81386531     -15566.199     0.91722976     -15519.231     1.0450469      
0.23           8728.4058      1.3014523      12238.105      1.6130639      15192.195      1.9763826      -9078.1481     0.9174769      -7932.5845     1.0889935      -6980.0518     1.3008314      -16167.202     0.8168467      -16143.296     0.91870901     -16137.645     1.0447744      
0.24           7025.4986      1.2691325      10379.947      1.5760548      13201.664      1.9359728      -9985.6566     0.91407858     -8923.4839     1.0823253      -8041.6926     1.2911779      -16649.199     0.81972947     -16670.411     0.92021751     -16702.766     1.0446566      
0.25           5444.3677      1.2404747      8654.0543      1.5428691      11352.357      1.8994734      -10823.473     0.91163921     -9838.7336     1.0768151      -9022.6131     1.2828179      -17090.218     0.82248469     -17153.064     0.92171048     -17220.473     1.0446355      
0.26           3972.6711      1.2150427      7047.0375      1.5130542      9629.9926      1.8664207      -11598.824     0.90997096     -10686.168     1.0722619      -9931.1649     1.2755448      -17494.635     0.82509387     -17595.996     0.92315586     -17695.815     1.0446676      
