#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           1569.4899       0.406532        1305.0157       0.316577        1924.6471       0.545945       -16.85%     22.63%
           5           2021.2849       0.509871        1687.8654       0.393362        2465.3889       0.690402       -16.50%     21.97%
          10           1335.2408       0.448157        1119.5601       0.345049        1620.1657       0.607310       -16.15%     21.34%
          15           845.08834       0.377012        710.77435       0.290263        1021.4366       0.510200       -15.89%     20.87%
          20           552.17894       0.310681        465.44733       0.239547        665.57077       0.419390       -15.71%     20.54%
          25           375.33587       0.262403        316.80653       0.202450        451.68148       0.353629       -15.59%     20.34%
          30           264.00502       0.225990        223.04454       0.174452        317.36146       0.304066       -15.52%     20.21%
          35           191.61399       0.205441        161.89904       0.158356        230.34014       0.276457       -15.51%     20.21%
          40           142.19484       0.189244        120.19222       0.145578        170.86438       0.254914       -15.47%     20.16%
          45           107.97852       0.163116        91.254398       0.125895        129.79270       0.218820       -15.49%     20.20%
          50           83.789064       0.142650        70.766698       0.110327        100.80467       0.190785       -15.54%     20.31%
          55           65.623021       0.124921        55.403074      0.0967691        78.994253       0.166719       -15.57%     20.38%
          60           52.434790       0.118598        44.243508      0.0918857        63.168925       0.158075       -15.62%     20.47%
          65           42.510098       0.108663        35.840027      0.0843772        51.268296       0.144457       -15.69%     20.60%
          70           34.716932      0.0938228        29.246113      0.0729115        42.002063       0.121171       -15.76%     20.98%
          75           28.438879      0.0874993        23.906324      0.0693051        34.497283       0.113212       -15.94%     21.30%
          80           23.781134      0.0789283        19.936688      0.0624421        28.934184       0.102245       -16.17%     21.67%
          85           19.852481      0.0723393        16.604746      0.0572157        24.216233      0.0937080       -16.36%     21.98%
          90           16.907382      0.0685568        14.107935      0.0541500        20.677719      0.0889034       -16.56%     22.30%
          95           14.316855      0.0623400        11.921049      0.0492050        17.550666      0.0809025       -16.73%     22.59%
         100           12.239901      0.0604126        10.167684      0.0476228        15.044093      0.0784601       -16.93%     22.91%
         105           10.503597      0.0595812        8.7088563      0.0468979        12.936907      0.0774532       -17.09%     23.17%
         110           9.0591590      0.0539248        7.4995664      0.0424332        11.176912      0.0701312       -17.22%     23.38%
