#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           2636.0400        3.61334        2240.0505        2.49953        3140.2743        5.49248       -15.02%     19.13%
           5           3302.0508        3.45450        2825.3758        2.44349        3900.5952        5.69377       -14.44%     18.13%
          10           2142.8763        3.02401        1844.1345        2.13610        2512.2533        4.53432       -13.94%     17.24%
          15           1338.1253        2.02279        1157.4037        1.56939        1559.0694        2.98357       -13.51%     16.51%
          20           866.26479        1.80475        751.68412        1.26715        1005.0066        2.73419       -13.23%     16.02%
          25           584.06900        1.44299        508.19141        1.03115        675.21909        2.14089       -12.99%     15.61%
          30           409.54131        1.35031        357.08415       0.967526        472.14685        1.98807       -12.81%     15.29%
          35           295.93741        1.00066        258.41237       0.720996        340.47576        1.46781       -12.68%     15.05%
          40           221.08058       0.953720        192.98097       0.678860        254.49060        1.41292       -12.71%     15.11%
          45           166.82182       0.751152        146.02842       0.541477        191.36065        1.18524       -12.46%     14.71%
          50           128.97711       0.700694        112.85280       0.518030        148.00608        1.00436       -12.50%     14.75%
          55           101.87826       0.738099        89.163876       0.523839        116.95410        1.06118       -12.48%     14.80%
          60           81.404027       0.682111        71.203892       0.490122        93.592856       0.986564       -12.53%     14.97%
          65           65.114249       0.490268        57.049785       0.357932        74.613716       0.700986       -12.39%     14.59%
          70           53.875952       0.572866        47.081683       0.416023        61.907563       0.817850       -12.61%     14.91%
          75           43.622963       0.462157        38.177499       0.335105        49.966013       0.662314       -12.48%     14.54%
          80           35.793744       0.392347        31.370719       0.283367        40.884510       0.566193       -12.36%     14.22%
          85           30.447193       0.352892        26.631758       0.257908        34.845722       0.503164       -12.53%     14.45%
          90           25.932143       0.320248        22.608796       0.231885        29.793738       0.461091       -12.82%     14.89%
          95           21.877507       0.303280        19.130836       0.219541        25.005616       0.436128       -12.55%     14.30%
         100           18.825650       0.304751        16.421014       0.218755        21.585634       0.441637       -12.77%     14.66%
         105           15.636883       0.271544        13.674751       0.195861        17.863708       0.416684       -12.55%     14.24%
         110           14.053114       0.304705        12.228407       0.219027        16.143247       0.439652       -12.98%     14.87%
         115           11.722975       0.266525        10.282817       0.190276        13.295660       0.387459       -12.28%     13.42%
         120           10.337733       0.243504        9.0178364       0.175595        11.814258       0.350161       -12.77%     14.28%
         125           8.9573631       0.205963        7.8183932       0.147615        10.225730       0.298924       -12.72%     14.16%
