#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5          0.48071499      0.0536070       0.40777000      0.0403447       0.57140748      0.0759637       -15.17%     18.87%
        -4.9           1.0318306      0.0637219       0.88260876      0.0486293        1.2134103      0.0890467       -14.46%     17.60%
        -4.8           3.5361329       0.101154        3.0103311      0.0781735        4.2003878       0.139065       -14.87%     18.78%
        -4.7           9.2660494       0.236805        8.0474096       0.182294        10.704066       0.323678       -13.15%     15.52%
        -4.6           23.349850       0.377564        20.117706       0.292325        27.302808       0.512669       -13.84%     16.93%
        -4.5           48.131365       0.753128        41.618339       0.570343        56.019287        1.03992       -13.53%     16.39%
        -4.4           89.137598       0.935718        77.375694       0.713035        103.19327        1.28482       -13.20%     15.77%
        -4.3           148.32850        1.00157        129.30915       0.775107        170.70028        1.35715       -12.82%     15.08%
        -4.2           233.80731        1.52770        203.59263        1.16232        269.57991        2.10031       -12.92%     15.30%
        -4.1           334.34967        1.83640        292.46237        1.39945        383.05323        2.51917       -12.53%     14.57%
          -4           461.54709        1.97195        403.52370        1.51231        529.24628        2.68980       -12.57%     14.67%
        -3.9           607.35334        2.34410        531.12358        1.79532        696.30125        3.19794       -12.55%     14.65%
        -3.8           761.59774        3.07285        666.59416        2.32809        872.17144        4.23260       -12.47%     14.52%
        -3.7           939.54479        3.23909        821.23800        2.45816        1078.2066        4.45696       -12.59%     14.76%
        -3.6           1116.7626        3.12668        975.25981        2.39350        1283.3628        4.26775       -12.67%     14.92%
        -3.5           1294.9702        3.27494        1130.3492        2.51265        1489.2876        4.45958       -12.71%     15.01%
        -3.4           1479.5591        3.24374        1289.2489        2.50210        1705.8790        4.39567       -12.86%     15.30%
        -3.3           1662.9352        3.36306        1446.6622        2.59818        1921.8776        4.54976       -13.01%     15.57%
        -3.2           1845.5039        3.63416        1601.6335        2.80222        2140.1519        4.92188       -13.21%     15.97%
        -3.1           2019.9726        3.78653        1749.5777        2.91789        2348.9885        5.13118       -13.39%     16.29%
          -3           2195.2015        3.92880        1896.8069        3.02615        2561.2359        5.32593       -13.59%     16.67%
        -2.9           2349.7017        4.10501        2026.0241        3.16041        2749.4120        5.56419       -13.78%     17.01%
        -2.8           2515.8199        4.18375        2162.5496        3.22276        2956.2518        5.66698       -14.04%     17.51%
        -2.7           2659.7884        4.28186        2281.9124        3.29818        3133.3706        5.79899       -14.21%     17.81%
        -2.6           2782.9848        4.33725        2383.9252        3.34375        3285.1678        5.86741       -14.34%     18.04%
        -2.5           2926.6273        4.35287        2500.3270        3.36161        3466.7669        5.87660       -14.57%     18.46%
        -2.4           3054.8652        4.40714        2603.0892        3.40397        3631.0520        5.94832       -14.79%     18.86%
        -2.3           3160.2815        4.33659        2689.2741        3.35495        3762.7587        5.84601       -14.90%     19.06%
        -2.2           3265.8000        4.24193        2773.8809        3.28931        3897.6699        5.70637       -15.06%     19.35%
        -2.1           3361.5667        4.33207        2850.2951        3.35557        4020.6932        5.83346       -15.21%     19.61%
          -2           3459.8692        4.46349        2928.3582        3.44980        4147.6991        6.02337       -15.36%     19.88%
        -1.9           3550.8805        4.70621        3000.7847        3.62193        4264.9212        6.37729       -15.49%     20.11%
        -1.8           3615.7963        5.12604        3052.9705        3.92327        4347.5158        6.98025       -15.57%     20.24%
        -1.7           3689.2013        4.89198        3111.2102        3.76055        4442.3160        6.63241       -15.67%     20.41%
        -1.6           3744.3816        4.83948        3155.2886        3.72968        4512.9348        6.54165       -15.73%     20.53%
        -1.5           3807.5204        4.87306        3204.5963        3.75402        4595.9582        6.58922       -15.84%     20.71%
        -1.4           3852.5757        4.89438        3240.6693        3.77044        4653.4869        6.61695       -15.88%     20.79%
        -1.3           3908.8306        4.91328        3284.9535        3.78694        4726.7760        6.63837       -15.96%     20.93%
        -1.2           3929.6206        4.60448        3301.2622        3.56525        4753.7804        6.19610       -15.99%     20.97%
        -1.1           3969.7728        4.63796        3333.2214        3.58899        4805.4585        6.24559       -16.03%     21.05%
          -1           3989.7683        4.58400        3348.5235        3.55203        4832.2608        6.16292       -16.07%     21.12%
        -0.9           4022.8442        4.57884        3374.4903        3.54679        4875.4695        6.15934       -16.12%     21.19%
        -0.8           4047.0439        4.49648        3393.9751        3.48748        4906.2679        6.04357       -16.14%     21.23%
        -0.7           4065.4905        4.53620        3408.5709        3.51858        4930.1144        6.09618       -16.16%     21.27%
        -0.6           4066.7302        4.85382        3410.2230        3.74647        4930.3594        6.55013       -16.14%     21.24%
        -0.5           4084.9697        4.83365        3423.6603        3.73403        4955.9118        6.51566       -16.19%     21.32%
        -0.4           4094.0678        4.62466        3431.3454        3.58395        4966.7549        6.21690       -16.19%     21.32%
        -0.3           4102.6533        4.83475        3438.3722        3.73371        4977.4481        6.52101       -16.19%     21.32%
        -0.2           4096.4681        4.82309        3433.5897        3.72249        4969.1824        6.50951       -16.18%     21.30%
        -0.1           4104.9669        4.82950        3439.4453        3.72747        4981.8246        6.51813       -16.21%     21.36%
           0           4104.9669        4.82950        3439.4453        3.72747        4981.8246        6.51813       -16.21%     21.36%
         0.1           4096.4681        4.82309        3433.5897        3.72249        4969.1824        6.50951       -16.18%     21.30%
         0.2           4102.6533        4.83475        3438.3722        3.73371        4977.4481        6.52101       -16.19%     21.32%
         0.3           4094.0678        4.62466        3431.3454        3.58395        4966.7549        6.21690       -16.19%     21.32%
