#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5          0.32238704       0.270140       0.25076813       0.385108       0.34201319       0.295310       -22.22%      6.09%
        -4.9           1.3474183       0.484038        1.1129430       0.331742        1.9258874       0.641655       -17.40%     42.93%
        -4.8           2.4788054       0.820086        2.1621474        1.29116        2.5211081       0.556888       -12.77%      1.71%
        -4.7           8.4054825        1.53085        7.9539198        1.05121        8.6569881        2.35012        -5.37%      2.99%
        -4.6           19.348632        2.65382        18.075966        1.85285        21.183488        3.71103        -6.58%      9.48%
        -4.5           49.074080        4.99932        44.133150        3.33988        54.525515        8.00303       -10.07%     11.11%
        -4.4           74.423586        5.42355        71.065168        3.70365        75.381390        5.48142        -4.51%      1.29%
        -4.3           126.86063        6.97116        117.99748        4.78373        131.56460        10.1105        -6.99%      3.71%
        -4.2           173.85227        8.27039        167.16915        5.69201        174.74263        8.38173        -3.84%      0.51%
        -4.1           267.94677        8.49264        255.76551        5.93978        271.03469        12.7913        -4.55%      1.15%
          -4           367.56808        11.8178        351.53331        8.17090        373.08834        17.6769        -4.36%      1.50%
        -3.9           525.39291        29.5445        487.02612        19.8811        562.39437        43.7536        -7.30%      7.04%
        -3.8           594.15564        14.6978        568.60075        10.1325        612.12180        21.8576        -4.30%      3.02%
        -3.7           741.55428        18.2480        710.96244        12.5617        751.77310        25.1217        -4.13%      1.38%
        -3.6           921.74190        20.0135        868.50829        13.7533        973.10095        29.5212        -5.78%      5.57%
        -3.5           1054.3264        22.3952        997.78034        15.4775        1106.8961        32.4963        -5.36%      4.99%
        -3.4           1241.9358        21.6860        1162.7816        15.3918        1328.1105        32.2857        -6.37%      6.94%
        -3.3           1477.2200        24.2555        1366.2586        16.9887        1590.8859        33.2414        -7.51%      7.69%
        -3.2           1616.9560        22.1381        1500.9808        15.2731        1744.5244        32.2242        -7.17%      7.89%
        -3.1           1822.7888        22.8929        1678.7750        16.6443        1989.3364        33.2693        -7.90%      9.14%
          -3           1989.1748        26.7365        1827.1214        19.2632        2176.9325        38.8713        -8.15%      9.44%
        -2.9           2140.4023        24.0627        1962.9343        17.5885        2346.2054        34.7581        -8.29%      9.62%
        -2.8           2367.1236        23.7165        2148.8573        18.7378        2623.8748        34.1366        -9.22%     10.85%
        -2.7           2450.9603        30.0932        2243.2029        21.7659        2685.8171        43.5227        -8.48%      9.58%
        -2.6           2604.3932        24.2484        2371.8620        17.7393        2871.7942        34.8557        -8.93%     10.27%
        -2.5           2817.6296        24.0723        2549.8731        17.6592        3131.3389        34.5050        -9.50%     11.13%
        -2.4           2943.2596        23.6565        2655.8336        17.4852        3280.7007        33.7548        -9.77%     11.46%
        -2.3           3123.8017        23.8426        2809.1534        17.6259        3492.9536        33.9550       -10.07%     11.82%
        -2.2           3214.3893        27.3033        2900.5509        17.9950        3579.1912        39.7126        -9.76%     11.35%
        -2.1           3388.1626        31.6466        3036.0420        22.6644        3801.0044        49.5448       -10.39%     12.18%
          -2           3455.4898        30.7806        3100.8690        22.3395        3865.3703        44.2486       -10.26%     11.86%
        -1.9           3580.6264        25.1871        3199.3621        20.1532        4019.0781        35.6228       -10.65%     12.25%
        -1.8           3723.8032        28.2566        3320.4533        20.8647        4197.3558        40.0546       -10.83%     12.72%
        -1.7           3833.0790        31.6104        3411.1497        22.9375        4326.9462        45.4049       -11.01%     12.88%
        -1.6           3858.4347        25.3644        3434.9592        18.7496        4353.3700        35.9639       -10.98%     12.83%
        -1.5           3927.9426        30.2301        3498.8140        22.1210        4423.9785        43.0298       -10.93%     12.63%
        -1.4           3997.0975        31.1561        3554.0927        22.8213        4509.5118        44.4227       -11.08%     12.82%
        -1.3           4159.9768        34.3012        3678.5882        24.9796        4728.7817        48.9420       -11.57%     13.67%
        -1.2           4176.6862        25.9753        3694.3002        19.0554        4743.3979        37.1987       -11.55%     13.57%
        -1.1           4212.1827        28.1059        3726.7857        20.8111        4780.7507        39.6443       -11.52%     13.50%
          -1           4219.4192        29.7111        3740.2158        21.7021        4774.0821        42.6660       -11.36%     13.15%
        -0.9           4268.2788        31.4043        3778.4272        23.0059        4836.8748        44.6763       -11.48%     13.32%
        -0.8           4300.4673        26.9250        3798.9462        19.9071        4888.4120        38.1629       -11.66%     13.67%
        -0.7           4290.9014        30.7091        3798.0171        22.9735        4861.8190        42.7301       -11.49%     13.31%
        -0.6           4379.7572        33.9971        3858.2169        23.6589        4986.9501        48.0774       -11.91%     13.86%
        -0.5           4372.4900        29.9365        3860.6177        21.9582        4970.0329        42.6556       -11.71%     13.67%
        -0.4           4362.2582        28.7971        3853.7655        21.3801        4953.6074        40.4279       -11.66%     13.56%
        -0.3           4392.9249        36.1835        3885.3398        26.5129        4979.2342        51.2436       -11.55%     13.35%
        -0.2           4348.3873        33.4494        3844.2027        24.4206        4931.9076        47.6447       -11.59%     13.42%
        -0.1           4441.3727        34.2846        3912.2237        24.9636        5062.5440        48.9780       -11.91%     13.99%
           0           4434.6118        32.5098        3907.3272        23.7006        5053.0310        46.4530       -11.89%     13.95%
         0.1           4337.9953        32.2590        3837.2971        23.7316        4915.7217        45.5391       -11.54%     13.32%
         0.2           4398.8451        36.2814        3889.1999        26.5883        4988.6131        51.3523       -11.59%     13.41%
         0.3           4367.5902        28.6896        3857.2337        21.3072        4962.0054        40.3002       -11.69%     13.61%
         0.4           4368.4899        29.1977        3857.4978        21.4918        4964.7375        41.4620       -11.70%     13.65%
         0.5           4386.6747        34.5050        3866.8536        25.2576        4998.0611        48.9144       -11.85%     13.94%
         0.6           4287.0693        31.8792        3795.1869        23.8222        4856.3802        44.3488       -11.47%     13.28%
         0.7           4297.9570        26.8200        3793.6440        21.4920        4885.1020        37.7009       -11.73%     13.66%
         0.8           4258.1431        30.2782        3771.6223        22.2779        4821.2075        42.9184       -11.43%     13.22%
         0.9           4224.9110        30.9348        3743.8347        22.3310        4782.8441        45.0195       -11.39%     13.21%
           1           4213.5271        28.4979        3727.4579        20.9809        4783.3449        40.4074       -11.54%     13.52%
         1.1           4171.2262        26.1006        3690.6101        19.1435        4734.8716        37.4014       -11.52%     13.51%
         1.2           4156.6858        34.3439        3676.4416        25.0097        4723.4727        49.0084       -11.55%     13.64%
         1.3           4005.1195        28.6701        3559.6976        21.1242        4521.5000        40.6270       -11.12%     12.89%
         1.4           3914.9894        27.3403        3489.7282        20.1834        4405.2813        38.6072       -10.86%     12.52%
         1.5           3855.0826        25.5136        3432.3182        18.8413        4348.9789        36.1881       -10.97%     12.81%
         1.6           3828.6304        31.4102        3408.4705        22.8619        4319.3590        44.9707       -10.97%     12.82%
         1.7           3729.3784        31.8896        3324.9042        23.2874        4204.8003        45.7074       -10.85%     12.75%
         1.8           3584.5035        25.2533        3206.4569        18.6819        4025.0543        35.7931       -10.55%     12.29%
         1.9           3455.6290        31.5480        3101.1055        22.7913        3865.3796        45.5498       -10.26%     11.86%
           2           3395.2904        31.6648        3040.6963        22.6758        3812.3902        46.4195       -10.44%     12.28%
         2.1           3214.2671        26.8090        2896.5397        19.4328        3579.9686        38.8743        -9.88%     11.38%
         2.2           3121.1582        24.0731        2810.6341        19.3790        3488.2758        34.2633        -9.95%     11.76%
         2.3           2942.7558        24.0788        2655.5301        17.8107        3279.7103        34.3953        -9.76%     11.45%
         2.4           2815.4634        24.2727        2548.4451        17.7761        3127.7893        34.8855        -9.48%     11.09%
         2.5           2595.3739        24.3926        2365.8934        17.8320        2857.3484        35.1077        -8.84%     10.09%
         2.6           2453.3179        29.1572        2244.8885        21.1598        2689.3523        42.0804        -8.50%      9.62%
         2.7           2371.9027        23.6249        2154.9158        17.2460        2631.8039        34.0642        -9.15%     10.96%
         2.8           2147.2168        24.5839        1967.3854        17.8738        2356.9374        35.7945        -8.38%      9.77%
         2.9           1980.1600        23.7490        1821.3119        16.5460        2165.1722        34.2827        -8.02%      9.34%
           3           1834.8325        23.5964        1686.3726        17.0628        2009.3620        34.4546        -8.09%      9.51%
         3.1           1615.6588        22.5631        1500.2593        15.5269        1741.5344        33.1683        -7.14%      7.79%
         3.2           1474.8372        24.4027        1364.6597        17.0954        1586.9486        33.3965        -7.47%      7.60%
         3.3           1250.0769        21.7303        1167.9794        15.4190        1341.6159        32.3591        -6.57%      7.32%
         3.4           1056.7694        22.0501        999.58979        15.2087        1110.4252        32.1667        -5.41%      5.08%
         3.5           910.63932        17.6775        860.77099        12.2339        957.02958        25.9171        -5.48%      5.09%
         3.6           749.59463        18.8117        716.37194        12.9491        769.47560        27.7590        -4.43%      2.65%
         3.7           591.25748        14.8567        566.70564        10.2358        607.29541        22.1488        -4.15%      2.71%
         3.8           527.39886        29.5912        488.32953        19.9206        565.72785        43.8211        -7.41%      7.27%
         3.9           367.90275        12.1555        351.70203        8.40541        373.34999        18.2905        -4.40%      1.48%
           4           269.41829        8.58903        256.77109        6.00013        273.74221        12.9774        -4.69%      1.60%
         4.1           175.01828        8.42175        167.94838        5.78238        176.07055        12.9097        -4.04%      0.60%
         4.2           126.34715        6.97428        117.64943        4.78598        130.89566        10.1048        -6.88%      3.60%
         4.3           73.773671        5.31013        70.644627        3.70180        74.749303        5.47401        -4.24%      1.32%
         4.4           49.284611        5.05241        44.277990        3.37148        54.846401        8.09376       -10.16%     11.29%
         4.5           19.159965        2.65417        17.953413        1.85172        19.921444        4.08146        -6.30%      3.97%
         4.6           8.3170690        1.50338        7.8897690        1.03534        8.4836998        2.30663        -5.14%      2.00%
         4.7           2.5361312       0.809716        2.2508919        1.27160        2.5361312       0.809716       -11.25%   0.00000%
         4.8           1.3319754       0.486109        1.1031481       0.333207        1.9323771       0.646181       -17.18%     45.08%
         4.9          0.32748933       0.270705       0.26178002       0.386089       0.34608120       0.295983       -20.06%      5.68%
