#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           619.93895        9.17063        540.21195        6.53581        718.48894        14.3006       -12.86%     15.90%
        -4.9           763.10387        9.93244        662.13064        7.01417        887.59817        14.0148       -13.23%     16.31%
        -4.8           880.21537        11.8781        770.62950        8.44169        1009.7213        17.5938       -12.45%     14.71%
        -4.7           1044.4416        14.0029        912.81965        10.0452        1201.6392        20.4878       -12.60%     15.05%
        -4.6           1220.5013        15.1432        1067.2312        10.8111        1402.8396        22.2895       -12.56%     14.94%
        -4.5           1436.9566        16.8078        1253.3586        11.9290        1657.8684        24.8987       -12.78%     15.37%
        -4.4           1613.8471        19.2489        1412.7571        13.6852        1855.1445        27.2417       -12.46%     14.95%
        -4.3           1877.0633        19.8364        1639.9224        14.1360        2159.8230        29.1692       -12.63%     15.06%
        -4.2           2077.2826        24.1238        1813.8573        16.8213        2392.3750        35.4805       -12.68%     15.17%
        -4.1           2368.0023        19.8760        2064.1434        13.7955        2735.5797        30.3593       -12.83%     15.52%
          -4           2586.4278        16.8981        2264.7701        11.9825        2966.9132        25.3048       -12.44%     14.71%
        -3.9           2874.9188        34.1853        2509.3084        23.2153        3314.5504        53.0896       -12.72%     15.29%
        -3.8           3143.9369        23.1080        2744.4568        16.5991        3623.7763        33.7824       -12.71%     15.26%
        -3.7           3444.5566        21.9511        3005.3417        15.5732        3972.0709        32.6646       -12.75%     15.31%
        -3.6           3677.3924        22.7478        3219.9644        15.2182        4225.3762        34.5025       -12.44%     14.90%
        -3.5           3991.3987        31.4411        3483.0448        22.1672        4601.9553        46.8476       -12.74%     15.30%
        -3.4           4260.4847        23.8364        3717.8712        16.9210        4910.8461        35.4678       -12.74%     15.26%
        -3.3           4570.0317        22.7173        3983.3765        16.2133        5275.9105        33.6758       -12.84%     15.45%
        -3.2           4903.2509        22.2886        4267.0925        15.8064        5672.1911        33.3458       -12.97%     15.68%
