#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           285.11674        4.08471        241.01100        2.89347        340.92692        6.11506       -15.47%     19.57%
        -4.9           359.09815        4.02741        302.25260        2.85428        432.38409        6.06737       -15.83%     20.41%
        -4.8           436.84632        7.95980        368.89461        5.65470        523.33588        11.7038       -15.56%     19.80%
        -4.7           550.95650        24.7148        461.70636        16.5460        665.76001        38.9519       -16.20%     20.84%
        -4.6           654.81479        5.26473        552.34534        3.70829        786.27971        7.98231       -15.65%     20.08%
        -4.5           809.09416        9.18285        682.67240        6.60113        971.37687        13.4125       -15.63%     20.06%
        -4.4           971.50138        9.71340        822.84310        6.94184        1160.2406        14.2704       -15.30%     19.43%
        -4.3           1176.5668        7.76509        997.10678        5.52042        1404.2684        11.5800       -15.25%     19.35%
        -4.2           1429.9673        9.45044        1210.6365        6.58799        1709.4227        14.4172       -15.34%     19.54%
        -4.1           1688.4840        8.80561        1433.7118        6.26804        2010.2414        13.2365       -15.09%     19.06%
          -4           2007.1920        10.0414        1704.3931        7.05863        2390.5181        15.2617       -15.09%     19.10%
        -3.9           2358.9996        11.0914        2003.9377        7.84356        2807.7679        16.6599       -15.05%     19.02%
        -3.8           2725.6572        12.6221        2319.8085        8.86524        3233.2090        20.5538       -14.89%     18.62%
        -3.7           3177.7173        15.5614        2700.6085        10.8508        3781.6794        23.7280       -15.01%     19.01%
        -3.6           3603.1076        13.8702        3065.9323        9.88832        4281.2008        20.6821       -14.91%     18.82%
        -3.5           4046.0847        23.6329        3448.5837        17.2941        4796.3226        33.7087       -14.77%     18.54%
        -3.4           4510.3126        18.6699        3846.1487        13.2538        5344.4238        27.8654       -14.73%     18.49%
        -3.3           4959.4285        17.0365        4234.3938        11.9700        5867.8936        25.9051       -14.62%     18.32%
        -3.2           5399.7084        19.3107        4616.1306        13.5300        6377.3850        29.3405       -14.51%     18.11%
        -3.1           5838.6142        29.8914        4996.5932        21.2010        6887.5810        44.2516       -14.42%     17.97%
          -3           6374.2414        25.4396        5443.6070        17.5839        7543.4600        39.0363       -14.60%     18.34%
        -2.9           6726.5437        20.7856        5764.7080        14.6170        7920.3168        31.5101       -14.30%     17.75%
        -2.8           7152.4840        23.3194        6127.2491        16.5327        8428.6240        34.8021       -14.33%     17.84%
        -2.7           7516.7475        26.8989        6443.2880        18.9071        8861.6142        43.2020       -14.28%     17.89%
        -2.6           7882.0701        25.6559        6758.9304        17.9926        9279.3963        38.8852       -14.25%     17.73%
        -2.5           8154.0602        27.3111        6998.6589        18.8461        9587.1611        42.2248       -14.17%     17.58%
        -2.4           8426.1750        35.7888        7234.5732        25.3170        9904.1899        53.4842       -14.14%     17.54%
        -2.3           8708.2009        30.6464        7474.3426        21.0908        10243.354        47.4133       -14.17%     17.63%
        -2.2           8858.1583        27.7633        7622.1475        19.4541        10382.125        42.0837       -13.95%     17.20%
        -2.1           9060.4462        26.0783        7792.6340        18.2997        10628.377        39.5971       -13.99%     17.31%
          -2           9237.3124        31.1657        7945.8351        21.9098        10836.552        46.9792       -13.98%     17.31%
        -1.9           9360.7784        32.1413        8052.3259        22.3831        10982.363        48.9820       -13.98%     17.32%
        -1.8           9402.7727        30.3312        8104.4844        21.1018        11000.594        46.2194       -13.81%     16.99%
        -1.7           9499.2552        27.0702        8192.0241        19.2385        11106.678        40.4373       -13.76%     16.92%
        -1.6           9548.4898        28.7988        8231.4403        20.2839        11172.478        43.4291       -13.79%     17.01%
        -1.5           9625.8277        33.6138        8295.9516        23.2627        11269.180        51.5939       -13.82%     17.07%
        -1.4           9643.0147        30.9395        8319.1994        21.5649        11273.917        47.2199       -13.73%     16.91%
        -1.3           9593.4436        27.3907        8297.4049        21.0021        11186.423        40.6431       -13.51%     16.60%
        -1.2           9621.7050        29.7560        8313.4164        21.0716        11226.159        44.4572       -13.60%     16.68%
        -1.1           9633.6395        31.3623        8331.0352        22.3665        11227.104        46.5919       -13.52%     16.54%
          -1           9645.4404        27.0042        8333.6223        19.0858        11257.081        40.6007       -13.60%     16.71%
        -0.9           9650.1942        32.8611        8340.0224        22.6824        11258.316        50.4304       -13.58%     16.66%
        -0.8           9554.9226        26.0634        8268.0156        18.6253        11129.226        38.8444       -13.47%     16.48%
        -0.7           9559.6834        30.3250        8274.5798        21.1210        11145.545        50.4755       -13.44%     16.59%
        -0.6           9516.2806        28.2419        8244.2947        20.1134        11066.381        41.9678       -13.37%     16.29%
        -0.5           9540.0159        25.3040        8257.6998        18.0225        11108.076        37.9306       -13.44%     16.44%
        -0.4           9531.4521        27.7192        8254.3615        19.4683        11090.037        42.0316       -13.40%     16.35%
        -0.3           9495.8577        29.0737        8229.4224        20.4201        11031.666        40.0075       -13.34%     16.17%
        -0.2           9476.0425        32.3638        8207.8190        22.1289        11023.927        50.5018       -13.38%     16.33%
        -0.1           9495.3209        26.0794        8220.6284        20.5149        11049.399        38.9739       -13.42%     16.37%
           0           9480.5460        26.3115        8212.7257        18.7445        11027.191        39.4854       -13.37%     16.31%
         0.1           9471.9655        31.6006        8205.0631        21.7616        11017.590        48.9397       -13.38%     16.32%
         0.2           9504.2043        29.6033        8235.0855        20.7278        11050.088        44.9389       -13.35%     16.27%
         0.3           9517.4301        24.0464        8244.6937        17.1187        11068.726        36.0701       -13.37%     16.30%
         0.4           9542.9635        25.6129        8260.0651        18.2055        11111.875        38.5370       -13.44%     16.44%
         0.5           9508.5070        28.2700        8238.9974        20.1382        11054.302        42.0081       -13.35%     16.26%
         0.6           9560.9240        30.1804        8275.4171        21.0380        11146.684        50.2662       -13.45%     16.59%
         0.7           9558.4774        26.5071        8270.7585        18.9875        11134.052        39.3791       -13.47%     16.48%
         0.8           9646.8052        30.3095        8337.8668        21.2561        11252.787        45.8314       -13.57%     16.65%
         0.9           9648.2508        30.2764        8334.9077        21.0999        11262.684        46.1384       -13.61%     16.73%
           1           9627.2606        31.4413        8326.3654        22.2727        11217.994        47.0079       -13.51%     16.52%
         1.1           9623.2672        29.8362        8314.4044        21.1085        11233.644        48.0005       -13.60%     16.73%
         1.2           9598.5827        29.5983        8296.1052        20.9841        11184.011        40.5732       -13.57%     16.52%
         1.3           9647.9146        31.0177        8322.1810        21.5650        11282.375        47.4808       -13.74%     16.94%
         1.4           9618.6642        34.0465        8291.0523        23.6523        11258.298        51.9386       -13.80%     17.05%
         1.5           9540.1199        28.6163        8225.9648        20.1919        11159.103        47.6769       -13.78%     16.97%
