#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           647.97231        3.26085        575.44081        2.31585        731.31064        4.92428       -11.19%     12.86%
           5           1437.6719        2.90816        1275.2716        2.04187        1622.7550        4.39124       -11.30%     12.87%
          10           1579.0902        2.89895        1387.9539        2.04448        1802.4288        4.35351       -12.10%     14.14%
          15           1431.9984        2.51195        1248.2110        1.81960        1651.4939        3.68056       -12.83%     15.33%
          20           1221.7977        1.97579        1056.1985        1.39200        1425.3037        3.31473       -13.55%     16.66%
          25           1018.5680        2.08922        873.92695        1.44529        1198.4908        2.87519       -14.20%     17.66%
          30           838.57901        1.66709        715.79977        1.17255        992.81466        2.51862       -14.64%     18.39%
          35           691.51595        1.31659        587.59657       0.957240        823.14145        1.92862       -15.03%     19.03%
          40           574.36065        1.09935        485.88753       0.794266        687.34841        1.61600       -15.40%     19.67%
          45           475.82393        1.15431        401.37502       0.830576        571.29661        1.69489       -15.65%     20.06%
          50           397.61384       0.994162        334.35676       0.708190        479.12607        1.47458       -15.91%     20.50%
          55           332.85898       0.918725        279.19580       0.653715        402.29412        1.36276       -16.12%     20.86%
          60           281.37076       0.833283        235.37810       0.589448        341.11243        1.24224       -16.35%     21.23%
          65           236.60572       0.701499        197.77046       0.504673        287.01345        1.02844       -16.41%     21.30%
          70           201.00349       0.670921        167.69783       0.482197        244.38989       0.982078       -16.57%     21.58%
          75           171.34254       0.611426        142.66580       0.433068        208.82348       0.908039       -16.74%     21.87%
          80           145.71122       0.502280        121.27883       0.360711        177.63050       0.737003       -16.77%     21.91%
          85           124.50604       0.471416        103.57511       0.337890        151.84845       0.692687       -16.81%     21.96%
          90           107.71485       0.433979        89.474958       0.314075        131.65515       0.695167       -16.93%     22.23%
          95           92.916794       0.447047        77.090537       0.322135        113.69080       0.649101       -17.03%     22.36%
         100           79.836144       0.374777        66.261357       0.270978        97.627820       0.541554       -17.00%     22.29%
         105           69.322280       0.354754        57.509206       0.243396        84.861617       0.514795       -17.04%     22.42%
         110           60.490657       0.297885        50.038066       0.216754        74.213659       0.427248       -17.28%     22.69%
         115           52.897401       0.298601        43.659064       0.215108        65.069232       0.433180       -17.46%     23.01%
         120           46.018917       0.260565        38.023726       0.187198        56.494231       0.381859       -17.37%     22.76%
         125           40.489975       0.228674        33.358502       0.166071        49.887917       0.329134       -17.61%     23.21%
         130           35.930670       0.229310        29.543551       0.167138        44.387803       0.331192       -17.78%     23.54%
         135           31.297673       0.210744        25.717289       0.152915        38.673985       0.302807       -17.83%     23.57%
         140           27.758630       0.190023        22.780612       0.137139        34.399185       0.308499       -17.93%     23.92%
         145           24.777475       0.193877        20.330052       0.140706        30.651961       0.278629       -17.95%     23.71%
         150           22.041133       0.169728        18.054441       0.128276        27.344826       0.244777       -18.09%     24.06%
         155           19.316329       0.267754        15.832836       0.190665        23.921048       0.388240       -18.03%     23.84%
         160           17.317184       0.191576        14.179139       0.137426        21.466205       0.278579       -18.12%     23.96%
         165           15.536213       0.152855        12.711550       0.110307        19.273920       0.220694       -18.18%     24.06%
         170           14.035678       0.177806        11.450035       0.126409        17.473663       0.259985       -18.42%     24.49%
         175           12.539369       0.124928        10.234902      0.0901166        15.593131       0.180464       -18.38%     24.35%
