#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           5.0156668      0.0658220        4.0577914      0.0548257        6.3165745      0.0835824       -19.10%     25.94%
        -4.9           13.294302       0.120023        10.784012      0.0983451        16.672297       0.151924       -18.88%     25.41%
        -4.8           31.262600       0.191716        25.582646       0.162107        38.827516       0.233840       -18.17%     24.20%
        -4.7           65.110773       0.278180        53.621190       0.238065        80.345254       0.335513       -17.65%     23.40%
        -4.6           120.57778       0.383630        99.737423       0.327402        148.14502       0.465565       -17.28%     22.86%
        -4.5           204.44556       0.488302        169.82527       0.420216        250.10946       0.587805       -16.93%     22.34%
        -4.4           319.49274       0.603080        266.64292       0.518815        389.30296       0.724912       -16.54%     21.85%
        -4.3           467.11479       0.734864        390.35876       0.632444        568.23429       0.882977       -16.43%     21.65%
        -4.2           640.10881       0.870827        535.45798       0.748005        777.71323        1.04943       -16.35%     21.50%
        -4.1           837.01741       0.997050        700.84192       0.856786        1015.7520        1.20175       -16.27%     21.35%
          -4           1049.1907        1.12483        878.91419       0.965192        1272.5071        1.35896       -16.23%     21.28%
        -3.9           1272.6500        1.25125        1067.1553        1.07183        1541.6465        1.51556       -16.15%     21.14%
        -3.8           1495.1037        1.35806        1254.6549        1.16327        1809.4084        1.64592       -16.08%     21.02%
        -3.7           1715.7259        1.45971        1440.5443        1.24974        2075.1538        1.77070       -16.04%     20.95%
        -3.6           1927.6196        1.55831        1619.1782        1.33163        2330.2325        1.89571       -16.00%     20.89%
        -3.5           2126.3203        1.63254        1786.8954        1.39558        2569.0656        1.98576       -15.96%     20.82%
        -3.4           2308.0185        1.74784        1940.6046        1.48448        2786.9459        2.14414       -15.92%     20.75%
        -3.3           2476.3936        1.81209        2083.4069        1.53900        2988.1387        2.22360       -15.87%     20.66%
        -3.2           2631.4832        1.81907        2214.6300        1.55451        3174.1499        2.21568       -15.84%     20.62%
        -3.1           2762.9863        1.86492        2326.6193        1.59377        3330.6007        2.27206       -15.79%     20.54%
          -3           2874.8087        1.90267        2421.1386        1.62528        3464.9724        2.31998       -15.78%     20.53%
        -2.9           2974.4587        1.93589        2506.5627        1.65434        3582.6044        2.35982       -15.73%     20.45%
        -2.8           3047.0208        1.95841        2568.6775        1.67363        3668.5045        2.38802       -15.70%     20.40%
        -2.7           3120.7406        1.98607        2632.5814        1.69756        3754.3059        2.42160       -15.64%     20.30%
        -2.6           3172.1877        2.01536        2677.2354        1.72023        3814.2194        2.46268       -15.60%     20.24%
        -2.5           3213.9832        2.03120        2714.8832        1.73435        3860.3772        2.48157       -15.53%     20.11%
        -2.4           3250.7597        2.02012        2746.3626        1.73056        3904.1212        2.45770       -15.52%     20.10%
        -2.3           3274.8141        2.02891        2768.3944        1.73900        3930.1712        2.46732       -15.46%     20.01%
        -2.2           3292.4823        2.03688        2784.9486        1.74647        3948.6974        2.47629       -15.41%     19.93%
        -2.1           3307.6913        2.04155        2799.9390        1.75261        3963.3606        2.47857       -15.35%     19.82%
          -2           3315.5720        2.05242        2808.5292        1.76195        3969.5385        2.49195       -15.29%     19.72%
        -1.9           3322.3675        2.05215        2815.9663        1.76314        3974.8906        2.48943       -15.24%     19.64%
        -1.8           3321.3698        2.05727        2816.8408        1.76833        3970.8401        2.49452       -15.19%     19.55%
        -1.7           3319.6500        2.05979        2817.3276        1.77127        3965.5045        2.49660       -15.13%     19.46%
        -1.6           3310.6906        2.06313        2810.9680        1.77490        3952.7639        2.49943       -15.09%     19.39%
        -1.5           3303.9648        2.06420        2806.6802        1.77542        3942.3861        2.50161       -15.05%     19.32%
        -1.4           3303.6039        2.06517        2807.9875        1.77779        3939.2551        2.50029       -15.00%     19.24%
        -1.3           3295.3677        2.06560        2802.0220        1.77902        3927.7159        2.49942       -14.97%     19.19%
        -1.2           3286.9070        2.06659        2796.9638        1.78075        3913.9760        2.49934       -14.91%     19.08%
        -1.1           3278.3300        2.06611        2790.5216        1.78132        3902.3799        2.49746       -14.88%     19.04%
          -1           3272.2771        2.06868        2786.4095        1.78357        3893.4995        2.50021       -14.85%     18.98%
        -0.9           3265.1082        2.06531        2781.6425        1.78150        3882.6598        2.49485       -14.81%     18.91%
        -0.8           3261.4023        2.06608        2779.1461        1.78343        3877.2378        2.49404       -14.79%     18.88%
        -0.7           3253.9195        2.07028        2774.0056        1.78903        3866.2133        2.49634       -14.75%     18.82%
        -0.6           3246.8554        2.06596        2768.3360        1.78329        3857.2565        2.49391       -14.74%     18.80%
        -0.5           3245.0441        2.07051        2767.3015        1.78682        3854.2955        2.50004       -14.72%     18.77%
        -0.4           3240.6327        2.06907        2764.0973        1.78687        3848.0866        2.49636       -14.71%     18.74%
        -0.3           3236.6295        2.06823        2761.0607        1.78495        3842.7038        2.49728       -14.69%     18.73%
        -0.2           3236.0414        2.07269        2760.9116        1.79113        3841.3929        2.49890       -14.68%     18.71%
        -0.1           3236.7562        2.10698        2761.4285        1.81527        3842.4550        2.54665       -14.69%     18.71%
           0           3236.7562        2.10698        2761.4285        1.81527        3842.4550        2.54665       -14.69%     18.71%
         0.1           3236.0414        2.07269        2760.9116        1.79113        3841.3929        2.49890       -14.68%     18.71%
         0.2           3236.6295        2.06823        2761.0607        1.78495        3842.7038        2.49728       -14.69%     18.73%
         0.3           3240.6327        2.06907        2764.0973        1.78687        3848.0866        2.49636       -14.71%     18.74%
         0.4           3245.0441        2.07051        2767.3015        1.78682        3854.2955        2.50004       -14.72%     18.77%
         0.5           3246.8554        2.06596        2768.3360        1.78329        3857.2565        2.49391       -14.74%     18.80%
         0.6           3253.9195        2.07028        2774.0056        1.78903        3866.2133        2.49634       -14.75%     18.82%
         0.7           3261.4023        2.06608        2779.1461        1.78343        3877.2378        2.49404       -14.79%     18.88%
         0.8           3265.1082        2.06531        2781.6425        1.78150        3882.6598        2.49485       -14.81%     18.91%
         0.9           3272.2771        2.06868        2786.4095        1.78357        3893.4995        2.50021       -14.85%     18.98%
           1           3278.3300        2.06611        2790.5216        1.78132        3902.3799        2.49746       -14.88%     19.04%
         1.1           3286.9070        2.06659        2796.9638        1.78075        3913.9760        2.49934       -14.91%     19.08%
         1.2           3295.3677        2.06560        2802.0220        1.77902        3927.7159        2.49942       -14.97%     19.19%
         1.3           3303.6039        2.06517        2807.9875        1.77779        3939.2551        2.50029       -15.00%     19.24%
         1.4           3303.9648        2.06420        2806.6802        1.77542        3942.3861        2.50161       -15.05%     19.32%
         1.5           3310.6906        2.06313        2810.9680        1.77490        3952.7639        2.49943       -15.09%     19.39%
         1.6           3319.6500        2.05979        2817.3276        1.77127        3965.5045        2.49660       -15.13%     19.46%
         1.7           3321.3698        2.05727        2816.8408        1.76833        3970.8401        2.49452       -15.19%     19.55%
         1.8           3322.3675        2.05215        2815.9663        1.76314        3974.8906        2.48943       -15.24%     19.64%
         1.9           3315.5720        2.05242        2808.5292        1.76195        3969.5385        2.49195       -15.29%     19.72%
           2           3307.6913        2.04155        2799.9390        1.75261        3963.3606        2.47857       -15.35%     19.82%
         2.1           3292.4823        2.03688        2784.9486        1.74647        3948.6974        2.47629       -15.41%     19.93%
         2.2           3274.8141        2.02891        2768.3944        1.73900        3930.1712        2.46732       -15.46%     20.01%
         2.3           3250.7597        2.02012        2746.3626        1.73056        3904.1212        2.45770       -15.52%     20.10%
         2.4           3213.9832        2.03120        2714.8832        1.73435        3860.3772        2.48157       -15.53%     20.11%
         2.5           3172.1877        2.01536        2677.2354        1.72023        3814.2194        2.46268       -15.60%     20.24%
         2.6           3120.7406        1.98607        2632.5814        1.69756        3754.3059        2.42160       -15.64%     20.30%
         2.7           3047.0208        1.95841        2568.6775        1.67363        3668.5045        2.38802       -15.70%     20.40%
         2.8           2974.4587        1.93589        2506.5627        1.65434        3582.6044        2.35982       -15.73%     20.45%
         2.9           2874.8087        1.90267        2421.1386        1.62528        3464.9724        2.31998       -15.78%     20.53%
           3           2762.9863        1.86492        2326.6193        1.59377        3330.6007        2.27206       -15.79%     20.54%
         3.1           2631.4832        1.81907        2214.6300        1.55451        3174.1499        2.21568       -15.84%     20.62%
         3.2           2476.3936        1.81209        2083.4069        1.53900        2988.1387        2.22360       -15.87%     20.66%
         3.3           2308.0185        1.74784        1940.6046        1.48448        2786.9459        2.14414       -15.92%     20.75%
         3.4           2126.3203        1.63254        1786.8954        1.39558        2569.0656        1.98576       -15.96%     20.82%
         3.5           1927.6196        1.55831        1619.1782        1.33163        2330.2325        1.89571       -16.00%     20.89%
         3.6           1715.7259        1.45971        1440.5443        1.24974        2075.1538        1.77070       -16.04%     20.95%
         3.7           1495.1037        1.35806        1254.6549        1.16327        1809.4084        1.64592       -16.08%     21.02%
         3.8           1272.6500        1.25125        1067.1553        1.07183        1541.6465        1.51556       -16.15%     21.14%
         3.9           1049.1907        1.12483        878.91419       0.965192        1272.5071        1.35896       -16.23%     21.28%
           4           837.01741       0.997050        700.84192       0.856786        1015.7520        1.20175       -16.27%     21.35%
         4.1           640.10881       0.870827        535.45798       0.748005        777.71323        1.04943       -16.35%     21.50%
         4.2           467.11479       0.734864        390.35876       0.632444        568.23429       0.882977       -16.43%     21.65%
         4.3           319.49274       0.603080        266.64292       0.518815        389.30296       0.724912       -16.54%     21.85%
         4.4           204.44556       0.488302        169.82527       0.420216        250.10946       0.587805       -16.93%     22.34%
         4.5           120.57778       0.383630        99.737423       0.327402        148.14502       0.465565       -17.28%     22.86%
         4.6           65.110773       0.278180        53.621190       0.238065        80.345254       0.335513       -17.65%     23.40%
         4.7           31.262600       0.191716        25.582646       0.162107        38.827516       0.233840       -18.17%     24.20%
         4.8           13.294302       0.120023        10.784012      0.0983451        16.672297       0.151924       -18.88%     25.41%
         4.9           5.0156668      0.0658220        4.0577914      0.0548257        6.3165745      0.0835824       -19.10%     25.94%
