#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           2632.4289        3.75806        2236.6162        2.62604        3136.7955        5.66837       -15.04%     19.16%
           5           3298.6394        3.24780        2822.5409        2.26436        3895.2859        4.96094       -14.43%     18.09%
          10           2140.4975        2.79856        1842.4034        1.95015        2508.8413        4.26254       -13.93%     17.21%
          15           1337.7395        2.34635        1156.9750        1.64557        1558.4045        3.55003       -13.51%     16.50%
          20           867.79423        1.57581        752.87647        1.11421        1006.9976        2.36680       -13.24%     16.04%
          25           583.39395        1.34774        507.95811       0.958131        673.68416        2.00932       -12.93%     15.48%
          30           410.61612        1.06344        357.94899       0.759175        473.47696        1.58271       -12.83%     15.31%
          35           297.28398       0.923536        259.42941       0.653634        342.32329        1.38424       -12.73%     15.15%
          40           221.18452       0.796720        193.19101       0.566987        254.38402        1.18409       -12.66%     15.01%
          45           166.88803       0.811083        146.04638       0.574567        191.37159        1.20542       -12.49%     14.67%
          50           130.14173       0.763959        113.79055       0.535143        149.44998        1.10838       -12.56%     14.84%
          55           103.63624       0.726511        90.486706       0.509182        119.32810        1.05661       -12.69%     15.14%
          60           81.121993       0.499616        71.189670       0.363147        92.830378       0.719569       -12.24%     14.43%
          65           65.299294       0.455788        57.196489       0.330066        74.839460       0.658770       -12.41%     14.61%
          70           54.002098       0.587273        47.179217       0.421994        62.059408       0.846933       -12.63%     14.92%
          75           44.087316       0.377831        38.530577       0.272644        50.610117       0.546541       -12.60%     14.80%
          80           36.399315       0.379246        31.766206       0.253438        41.728722       0.558111       -12.73%     14.64%
          85           30.831204       0.380067        26.920704       0.275700        35.366473       0.544670       -12.68%     14.71%
          90           26.206558       0.340539        22.880504       0.243841        30.022295       0.464030       -12.69%     14.56%
          95           22.164022       0.330887        19.332701       0.238172        25.425906       0.477897       -12.77%     14.72%
         100           18.715129       0.290651        16.371123       0.207918        21.360680       0.422352       -12.52%     14.14%
         105           16.069625       0.268257        14.012115       0.191827        18.411889       0.390010       -12.80%     14.58%
         110           13.920046       0.240425        12.137259       0.172139        15.938394       0.349690       -12.81%     14.50%
         115           11.835730       0.236173        10.362094       0.168486        13.498952       0.324619       -12.45%     14.05%
         120           10.491928       0.236898        9.1673584       0.167994        11.966039       0.347037       -12.62%     14.05%
         125           9.1731524       0.228647        7.9957049       0.162760        10.496694       0.333188       -12.84%     14.43%
         130           7.7302423       0.197701        6.7928636       0.141590        8.7493646       0.304534       -12.13%     13.18%
         135           6.9999389       0.189957        6.1056867       0.135006        7.9869482       0.273138       -12.78%     14.10%
         140           6.2425129       0.177835        5.4649861       0.126443        7.0830352       0.259751       -12.46%     13.46%
         145           5.6972859       0.178669        4.9584612       0.128121        6.5168999       0.258342       -12.97%     14.39%
         150           4.8696520       0.155585        4.2634379       0.110724        5.5154429       0.227172       -12.45%     13.26%
         155           4.2450300       0.163639        3.7218437       0.116307        4.7976694       0.238758       -12.32%     13.02%
         160           3.8366415       0.135149        3.3704029      0.0967004        4.3233965       0.196361       -12.15%     12.69%
         165           3.4164828       0.172962        3.0023583       0.123862        3.8425194       0.249611       -12.12%     12.47%
         170           3.2538867       0.142976        2.8317123       0.102089        3.7130242       0.207414       -12.97%     14.11%
         175           2.7053923       0.134566        2.3943647      0.0959090        3.0101515       0.195672       -11.50%     11.26%
         180           2.7500032       0.116824        2.3710373      0.0834938        3.1775617       0.169709       -13.78%     15.55%
         185           2.2317279       0.123805        1.9617286      0.0880260        2.4828569       0.189229       -12.10%     11.25%
         190           1.9510210      0.0957143        1.7146029      0.0680029        2.1890166       0.140120       -12.12%     12.20%
         195           1.9418571      0.0991163        1.6931637      0.0706182        2.2026840       0.144445       -12.81%     13.43%
         200           1.6743853       0.116422        1.4743402      0.0827414        1.8699906       0.169719       -11.95%     11.68%
         205           1.5470417       0.105014        1.3552093      0.0746055        1.7431801       0.153177       -12.40%     12.68%
         210           1.4784755      0.0900004        1.2817187      0.0641773        1.6920867       0.131100       -13.31%     14.45%
         215           1.2846073       0.110986        1.1321246      0.0790719        1.4312660       0.160945       -11.87%     11.42%
         220           1.2672770       0.102887        1.0970616      0.0732380        1.4509582       0.149439       -13.43%     14.49%
         225           1.0426675       0.104656       0.91433953      0.0739853        1.1730010       0.153214       -12.31%     12.50%
         230          0.94223922      0.0777500       0.83101956      0.0548159        1.0480846       0.114271       -11.80%     11.23%
         235          0.98168640      0.0775555       0.84868543      0.0547241        1.1156521       0.104744       -13.55%     13.65%
         240          0.80353236      0.0823969       0.71208535      0.0585299       0.88748790       0.120191       -11.38%     10.45%
         245          0.73938930      0.0776230       0.64458636      0.0557982       0.83641145       0.112918       -12.82%     13.12%
         250          0.70484066      0.0720266       0.62306106      0.0512431       0.78132428       0.104898       -11.60%     10.85%
         255          0.57267668      0.0933321       0.52000559      0.0662688       0.60707880       0.135672        -9.20%      6.01%
         260          0.52105566      0.0655254       0.47140894      0.0462875       0.55457611      0.0964071        -9.53%      6.43%
         265          0.58637804      0.0833617       0.51702006      0.0593490       0.65121008       0.120952       -11.83%     11.06%
         270          0.48309562      0.0759827       0.42352373      0.0535724       0.54175516       0.111374       -12.33%     12.14%
         275          0.45115335      0.0588509       0.39435376      0.0416423       0.52356286      0.0900816       -12.59%     16.05%
         280          0.43663618      0.0574360       0.38431504      0.0408711       0.48480627      0.0835472       -11.98%     11.03%
         285          0.38852471      0.0525281       0.34624829      0.0367816       0.42377245      0.0777544       -10.88%      9.07%
         290          0.41862932      0.0743001       0.36424534      0.0528491       0.47330274       0.107693       -12.99%     13.06%
         295          0.36009383      0.0489006       0.31493737      0.0344133       0.40356363      0.0720549       -12.54%     12.07%
         300          0.27187799      0.0470335       0.24083112      0.0332207       0.29889849      0.0689861       -11.42%      9.94%
         305          0.30562352      0.0515918       0.26796223      0.0367049       0.34177532      0.0751287       -12.32%     11.83%
         310          0.28098831      0.0425059       0.24604997      0.0299497       0.31500844      0.0625600       -12.43%     12.11%
         315          0.30868129      0.0527826       0.26136402      0.0374730       0.36291591      0.0768307       -15.33%     17.57%
         320          0.24571771      0.0382899       0.21436240      0.0269701       0.27600051      0.0564809       -12.76%     12.32%
         325          0.24006116      0.0495143       0.21648982      0.0351157       0.24999739      0.0693865        -9.82%      4.14%
         330          0.19529911      0.0423041       0.17549240      0.0301020       0.20958166      0.0614499       -10.14%      7.31%
         335          0.12852639      0.0694311       0.11935001      0.0971264       0.13139677      0.0716176        -7.14%      2.23%
         340          0.27707790      0.0800880       0.22776335      0.0565859       0.33867086       0.116560       -17.80%     22.23%
         345          0.20676314      0.0439597       0.17580742      0.0309435       0.24190379      0.0645410       -14.97%     17.00%
         350          0.11046933      0.0510120      0.097549218      0.0752295       0.11206549      0.0377227       -11.70%      1.44%
         355          0.14451765      0.0455586       0.12781943      0.0324500       0.15919510      0.0660621       -11.55%     10.16%
         360          0.10314651      0.0434714      0.097439321      0.0311030       0.10513146      0.0449693        -5.53%      1.92%
         365          0.14250445      0.0327148       0.12286524      0.0228448       0.16326389      0.0486349       -13.78%     14.57%
         370          0.15045784      0.0439435       0.12486098      0.0331596       0.17299505      0.0639099       -17.01%     14.98%
         375         0.070609569      0.0943206      0.063342961      0.0678298      0.071427297      0.0994087       -10.29%      1.16%
         380          0.16561043      0.0498429       0.13807127      0.0353018       0.19916248      0.0726059       -16.63%     20.26%
