#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           134.49638       0.726606        115.54173       0.511856        157.95399        1.09543       -14.09%     17.44%
           5           407.49597        1.39735        349.73263        1.07723        478.26814        2.06782       -14.18%     17.37%
          10           708.80586        2.18255        607.81072        1.53652        834.47190        3.26582       -14.25%     17.73%
          15           1008.8121        2.10707        866.48772        1.50248        1184.9060        3.12212       -14.11%     17.46%
          20           1316.9724        2.44149        1131.3251        1.57518        1546.6085        3.76548       -14.10%     17.44%
          25           1594.2240        2.83747        1373.4561        1.97941        1866.6475        4.30953       -13.85%     17.09%
          30           1776.4488        2.91364        1538.6985        2.05609        2066.0641        4.37280       -13.38%     16.30%
          35           1715.0905        3.07112        1492.3077        2.13933        1983.7309        4.66740       -12.99%     15.66%
          40           1275.1740        2.23283        1105.9882        1.56996        1480.7716        3.36634       -13.27%     16.12%
          45           805.89056        1.59422        692.77489        1.14680        946.11636        2.33854       -14.04%     17.40%
          50           516.55366        1.22529        440.66609       0.861334        612.13206        1.85467       -14.69%     18.50%
          55           348.00467       0.864313        295.30467       0.629219        415.02977        1.25742       -15.14%     19.26%
          60           245.91969       0.840821        207.76997       0.600753        294.85213        1.24421       -15.51%     19.90%
          65           178.18149       0.610483        150.08157       0.473295        214.14755       0.882020       -15.77%     20.19%
          70           132.80557       0.634568        111.70551       0.453169        160.02948       0.933184       -15.89%     20.50%
          75           101.29692       0.494400        85.113716       0.356752        122.19869       0.720449       -15.98%     20.63%
          80           78.978832       0.416672        66.194534       0.299549        95.571236       0.610508       -16.19%     21.01%
          85           61.947364       0.375592        51.927396       0.271774        74.940481       0.546029       -16.17%     20.97%
          90           49.185721       0.306007        41.248253       0.222272        59.447415       0.443196       -16.14%     20.86%
          95           40.220475       0.362931        33.584898       0.265301        48.892762       0.515802       -16.50%     21.56%
         100           32.178516       0.240403        26.879929       0.176398        39.082839       0.343049       -16.47%     21.46%
         105           26.636381       0.238632        22.213212       0.172910        32.406129       0.344280       -16.61%     21.66%
         110           21.619585       0.213489        18.032903       0.154866        26.286392       0.307731       -16.59%     21.59%
         115           18.068784       0.403617        15.077325       0.285525        21.949117       0.590453       -16.56%     21.48%
         120           15.185654       0.164710        12.642822       0.120932        18.497966       0.234991       -16.74%     21.81%
         125           12.967458       0.183142        10.743970       0.132431        15.886968       0.264437       -17.15%     22.51%
         130           10.972996       0.205819        9.1005106       0.150075        13.430782       0.293631       -17.06%     22.40%
         135           9.4572125       0.151122        7.8123903       0.109709        11.645434       0.207303       -17.39%     23.14%
         140           8.1682983       0.145999        6.7672976       0.109517        10.046466       0.208383       -17.15%     22.99%
         145           6.7304605       0.256077        5.5946859       0.182031        8.2059122       0.371531       -16.88%     21.92%
         150           6.1126396       0.114314        5.0285759      0.0833609        7.5505147       0.163424       -17.73%     23.52%
         155           5.1739179      0.0959071        4.2671864      0.0700269        6.3661396       0.137465       -17.53%     23.04%
         160           4.4501598      0.0911785        3.6862415      0.0671118        5.4449270       0.129937       -17.17%     22.35%
         165           3.8166616       0.130766        3.1541604      0.0946589        4.6833565       0.186759       -17.36%     22.71%
         170           3.4470930       0.101377        2.8405168      0.0735945        4.2427559       0.149916       -17.60%     23.08%
         175           3.0242079      0.0850694        2.5133038      0.0621222        3.6820977       0.122677       -16.89%     21.75%
         180           2.7309846       0.121233        2.2523277      0.0878487        3.3595238       0.172998       -17.53%     23.02%
         185           2.2795171      0.0785569        1.8857143      0.0567117        2.7916245       0.113110       -17.28%     22.47%
         190           2.1440285      0.0695141        1.7736870      0.0511358        2.6259576      0.0988859       -17.27%     22.48%
         195           1.8535424      0.0723773        1.5285071      0.0523253        2.2768293       0.104120       -17.54%     22.84%
         200           1.6329714      0.0888375        1.3501028      0.0646223        2.0002798       0.126966       -17.32%     22.49%
         205           1.5517614      0.0694106        1.2680901      0.0496903        1.9314299       0.101142       -18.28%     24.47%
         210           1.3359910      0.0517948        1.0985704      0.0384094        1.6469617      0.0729785       -17.77%     23.28%
         215           1.1549113      0.0573321       0.95282490      0.0423710        1.4178364      0.0808308       -17.50%     22.77%
         220           1.0902083      0.0519154       0.88916537      0.0378780        1.3593475      0.0742574       -18.44%     24.69%
         225          0.96139650      0.0474924       0.79816569      0.0355352        1.1698516      0.0681709       -16.98%     21.68%
         230          0.94745577      0.0548338       0.77365196      0.0402194        1.1777518      0.0779434       -18.34%     24.31%
         235          0.81460454      0.0436137       0.66469236      0.0325182        1.0130830      0.0608718       -18.40%     24.37%
         240          0.77525480      0.0888348       0.63396844      0.0633883       0.96149717       0.128626       -18.22%     24.02%
         245          0.62788628      0.0483906       0.52007429      0.0348002       0.76657699      0.0701197       -17.17%     22.09%
         250          0.65551949       0.101153       0.53911766      0.0719190       0.80739390       0.147155       -17.76%     23.17%
         255          0.55645627      0.0367282       0.45234152      0.0272427       0.70293229      0.0489111       -18.71%     26.32%
         260          0.50573077      0.0370487       0.41818564      0.0274055       0.61929871      0.0529050       -17.31%     22.46%
         265          0.46472224      0.0297489       0.38125280      0.0221118       0.57345685      0.0419261       -17.96%     23.40%
         270          0.39088780      0.0262057       0.31976334      0.0192901       0.48434200      0.0374547       -18.20%     23.91%
         275          0.34926520      0.0244203       0.28997972      0.0178444       0.42510856      0.0350237       -16.97%     21.72%
         280          0.36129445      0.0331720       0.29097359      0.0242986       0.45678263      0.0474949       -19.46%     26.43%
         285          0.32744959      0.0295002       0.26537471      0.0215934       0.41030926      0.0420530       -18.96%     25.30%
         290          0.32811681      0.0279558       0.26277157      0.0211857       0.41110922      0.0388364       -19.92%     25.29%
         295          0.22916151      0.0278736       0.19004772      0.0205605       0.27818515      0.0391939       -17.07%     21.39%
         300          0.25532982      0.0197228       0.20914779      0.0143884       0.31782987      0.0263379       -18.09%     24.48%
         305          0.22880314      0.0235912       0.18786404      0.0173646       0.28187113      0.0333873       -17.89%     23.19%
         310          0.21138143      0.0216383       0.17421654      0.0158280       0.25884227      0.0308229       -17.58%     22.45%
         315          0.17254547      0.0314153       0.14384366      0.0232119       0.21120181      0.0450301       -16.63%     22.40%
         320          0.19308005      0.0214386       0.15699723      0.0159653       0.24154504      0.0303646       -18.69%     25.10%
         325          0.16142533      0.0220372       0.13066304      0.0168341       0.20631787      0.0322208       -19.06%     27.81%
         330          0.16899640      0.0188988       0.13806542      0.0138076       0.20983154      0.0269423       -18.30%     24.16%
         335          0.15108184      0.0233205       0.12229596      0.0174449       0.18938597      0.0325312       -19.05%     25.35%
         340          0.12798126      0.0126354       0.10483498     0.00994649       0.15756423      0.0171925       -18.09%     23.12%
         345          0.13227811      0.0414228       0.10813627      0.0294268       0.16350566      0.0600043       -18.25%     23.61%
         350          0.14231040      0.0400220       0.11242839      0.0284196       0.18108338      0.0585069       -21.00%     27.25%
         355         0.098939220      0.0156091      0.082915042      0.0112389       0.11801568      0.0227169       -16.20%     19.28%
         360          0.10169696      0.0116062      0.081602413     0.00843540       0.12891312      0.0167974       -19.76%     26.76%
         365         0.084543367      0.0160060      0.070946337      0.0114104       0.10100730      0.0221320       -16.08%     19.47%
         370         0.084967885      0.0147227      0.067355125      0.0105945       0.10930132      0.0214559       -20.73%     28.64%
         375         0.071364747      0.0156924      0.058148121      0.0112746      0.088883548      0.0228036       -18.52%     24.55%
         380         0.058899700      0.0147787      0.049744248      0.0110768      0.070136508      0.0205278       -15.54%     19.08%
         385         0.052861594      0.0137903      0.042265117      0.0104923      0.067466795      0.0189861       -20.05%     27.63%
         390         0.046354897      0.0193925      0.039164791      0.0138552      0.055476413      0.0281402       -15.51%     19.68%
         395         0.056725047      0.0127687      0.047754128     0.00926737      0.067979484      0.0183779       -15.81%     19.84%
         400         0.027660652      0.0423847      0.025360354      0.0304417      0.028823830      0.0606548        -8.32%      4.21%
         405         0.063225865      0.0115717      0.052738406     0.00845807      0.078107831      0.0166612       -16.59%     23.54%
         410         0.050646047      0.0123946      0.040492134     0.00909198      0.060483965      0.0167015       -20.05%     19.42%
         415         0.055715129      0.0112479      0.044329446     0.00789118      0.070788407      0.0166715       -20.44%     27.05%
         420         0.046523273     0.00678703      0.038733032     0.00556259      0.055829841     0.00919405       -16.74%     20.00%
         425         0.039254283     0.00815546      0.031801519     0.00595676      0.049207535      0.0116116       -18.99%     25.36%
         430         0.050984363      0.0232854      0.040518993      0.0164662      0.064215079      0.0338461       -20.53%     25.95%
         435         0.040922067     0.00983956      0.033844344     0.00757761      0.050010547      0.0134028       -17.30%     22.21%
         440         0.027583300      0.0120890      0.025904979      0.0167912      0.028404336      0.0127459        -6.08%      2.98%
         445         0.029490690     0.00901587      0.023139399     0.00669588      0.037469544      0.0130417       -21.54%     27.06%
         450         0.045343103      0.0193446      0.036162793      0.0152468      0.058124887      0.0254008       -20.25%     28.19%
         455         0.038811238     0.00863721      0.031234176     0.00642377      0.048753957      0.0120170       -19.52%     25.62%
         460         0.020860687     0.00523508      0.018049032     0.00394149      0.024363436     0.00758687       -13.48%     16.79%
         465         0.030364284      0.0132054      0.025645104      0.0107019      0.036898744      0.0164334       -15.54%     21.52%
         470         0.015222998     0.00485673      0.012874713     0.00345539      0.017809640     0.00708892       -15.43%     16.99%
         475         0.014699719     0.00545629      0.012044907     0.00409748      0.018091764     0.00776598       -18.06%     23.08%
         480         0.015015609     0.00518025      0.012950240     0.00382256      0.017248882     0.00733112       -13.75%     14.87%
         485         0.014364041      0.0170298      0.012453103      0.0120657      0.016150347      0.0246976       -13.30%     12.44%
         490         0.018843505     0.00730051      0.016846144     0.00559528      0.020631063      0.0102923       -10.60%      9.49%
         495         0.012231568      0.0114248      0.010208901     0.00812817      0.014668745      0.0165638       -16.54%     19.93%
