#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           1.1905169       0.275665        1.0372553       0.191903        1.3529160       0.435408       -12.87%     13.64%
        -4.9           3.2781150       0.488492        2.7163950       0.335546        4.2910861       0.694507       -17.14%     30.90%
        -4.8           8.8752749       0.826720        7.8136225       0.567816        9.9959551        1.29907       -11.96%     12.63%
        -4.7           25.968084        1.54990        22.741752        1.06771        29.694983        2.42202       -12.42%     14.35%
        -4.6           62.546703        2.68189        54.353975        1.87704        73.488028        3.74780       -13.10%     17.49%
        -4.5           139.14028        5.05726        119.93869        3.38974        163.27981        8.07182       -13.80%     17.35%
        -4.4           241.88353        5.50622        212.35120        3.77413        275.97416        8.65972       -12.21%     14.09%
        -4.3           408.57837        7.04602        356.23152        4.84929        469.65480        10.2047       -12.81%     14.95%
        -4.2           615.85223        8.41448        540.88595        5.81351        703.08548        13.0512       -12.17%     14.16%
        -4.1           907.12969        8.69476        797.48096        6.10796        1034.6933        13.2921       -12.09%     14.06%
          -4           1248.8667        11.9870        1098.4749        8.31523        1423.2132        18.4786       -12.04%     13.96%
        -3.9           1684.5170        29.6404        1469.8359        19.9650        1944.6320        46.3973       -12.74%     15.44%
        -3.8           2050.1140        15.0230        1803.9314        10.4037        2337.0162        23.2008       -12.01%     13.99%
        -3.7           2525.2000        18.5405        2223.9654        12.8070        2873.3890        28.6020       -11.93%     13.79%
        -3.6           3033.7560        20.2641        2659.8395        13.9676        3476.5849        31.2294       -12.33%     14.60%
        -3.5           3495.6835        22.6413        3068.6030        15.6879        3997.7610        34.6385       -12.22%     14.36%
        -3.4           4011.2994        21.9364        3510.7390        15.0718        4608.2546        34.0494       -12.48%     14.88%
        -3.3           4566.3394        24.4966        3984.0748        17.1948        5268.6991        37.0927       -12.75%     15.38%
        -3.2           5013.6534        22.4451        4376.9900        15.5384        5778.5769        34.5802       -12.70%     15.26%
        -3.1           5511.1624        23.2150        4799.7434        16.1975        6371.9990        35.4791       -12.91%     15.62%
          -3           5954.6779        27.0336        5179.9222        18.5919        6894.9529        41.7222       -13.01%     15.79%
        -2.9           6350.3430        24.4219        5521.8241        17.1025        7356.1460        37.1562       -13.05%     15.84%
        -2.8           6821.1461        24.0949        5911.3066        17.0637        7937.0622        36.0991       -13.34%     16.36%
        -2.7           7116.7293        30.4063        6180.0780        21.1218        8251.5963        46.3641       -13.16%     15.95%
        -2.6           7449.4976        24.6459        6458.1811        17.4164        8657.8130        37.0519       -13.31%     16.22%
        -2.5           7852.1990        24.4757        6787.9462        17.2815        9160.7093        36.8263       -13.55%     16.66%
        -2.4           8144.6068        24.0771        7031.4840        17.0703        9516.6135        36.2351       -13.67%     16.85%
        -2.3           8462.9518        24.2475        7298.1849        17.2182        9900.0222        36.3431       -13.76%     16.98%
        -2.2           8685.3805        27.6430        7496.1026        17.6042        10152.025        42.3063       -13.69%     16.89%
        -2.1           8974.1653        31.9524        7724.1658        21.9984        10521.113        49.2208       -13.93%     17.24%
          -2           9158.3883        31.1136        7883.7380        21.6103        10731.098        47.3916       -13.92%     17.17%
        -1.9           9388.3664        25.6366        8068.1788        19.5219        11017.491        38.4936       -14.06%     17.35%
        -1.8           9608.2840        28.7300        8251.1435        20.4619        11292.935        42.6203       -14.12%     17.53%
        -1.7           9798.3965        31.9976        8403.6272        22.0303        11536.169        49.3082       -14.23%     17.74%
        -1.6           9887.1947        25.8356        8484.1585        18.3706        11630.511        38.5822       -14.19%     17.63%
        -1.5           10023.692        30.6319        8600.1609        21.3860        11789.869        46.4651       -14.20%     17.62%
        -1.4           10144.817        31.5494        8697.5737        22.2549        11943.800        47.3041       -14.27%     17.73%
        -1.3           10367.235        34.6616        8871.7677        25.0021        12235.983        50.4270       -14.42%     18.03%
        -1.2           10406.063        26.3937        8902.8725        18.7327        12286.284        39.5212       -14.45%     18.07%
        -1.1           10486.883        28.4985        8972.9938        20.4809        12377.603        41.8956       -14.44%     18.03%
          -1           10513.546        30.0745        9001.9053        21.2716        12396.346        45.1565       -14.38%     17.91%
        -0.9           10596.785        31.7475        9067.5285        22.2937        12503.610        47.8618       -14.43%     17.99%
        -0.8           10656.027        27.3110        9110.6339        19.5778        12589.667        40.2990       -14.50%     18.15%
        -0.7           10665.235        31.0539        9127.7641        22.1262        12581.035        45.9370       -14.42%     17.96%
        -0.6           10755.675        34.3523        9188.8625        23.0951        12711.369        51.1455       -14.57%     18.18%
        -0.5           10767.698        30.3360        9206.7140        21.4038        12716.907        45.4197       -14.50%     18.10%
        -0.4           10768.028        29.1784        9210.0854        20.6051        12710.839        43.8078       -14.47%     18.04%
        -0.3           10806.161        36.5149        9243.1631        25.7464        12755.560        54.4320       -14.46%     18.04%
        -0.2           10756.940        33.8058        9200.5705        23.9982        12699.200        50.1100       -14.47%     18.06%
        -0.1           10857.359        34.6334        9273.8313        24.3794        12841.333        51.9363       -14.58%     18.27%
           0           10850.598        32.8774        9268.8886        23.0569        12831.834        49.5660       -14.58%     18.26%
         0.1           10746.548        32.6285        9193.5267        23.2696        12683.161        48.1253       -14.45%     18.02%
         0.2           10812.082        36.6119        9247.1444        25.7898        12764.762        54.6553       -14.47%     18.06%
         0.3           10773.360        29.0723        9213.4913        20.5458        12719.570        43.6407       -14.48%     18.07%
         0.4           10763.698        29.6071        9203.6640        20.9615        12711.458        44.1996       -14.49%     18.10%
         0.5           10762.593        34.8549        9197.1994        24.5664        12722.108        52.0233       -14.54%     18.21%
         0.6           10661.403        32.2114        9124.8558        22.9372        12575.791        47.6198       -14.41%     17.96%
         0.7           10653.516        27.2075        9105.9398        20.9578        12585.865        40.0944       -14.53%     18.14%
         0.8           10586.649        30.6341        9060.6559        21.6570        12487.990        45.8418       -14.41%     17.96%
