#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           647.80945        3.21241        575.38201        2.27788        730.96886        4.86242       -11.18%     12.84%
           5           1437.2417        2.75227        1275.0097        1.91870        1622.0473        4.19144       -11.29%     12.86%
          10           1578.5202        2.76415        1387.5707        1.93747        1801.5555        4.18157       -12.10%     14.13%
          15           1431.8275        2.34629        1248.0285        1.69131        1651.3585        3.46498       -12.84%     15.33%
          20           1221.8901        1.82899        1056.2651        1.27377        1425.4365        3.15096       -13.55%     16.66%
          25           1018.1419        1.95461        873.72473        1.33444        1197.6860        2.69070       -14.18%     17.63%
          30           838.82806        1.54325        715.98096        1.07173        993.16663        2.36606       -14.65%     18.40%
          35           692.68295        1.19338        588.45473       0.859877        824.77762        1.77305       -15.05%     19.07%
          40           574.07642        1.00321        485.70267       0.717203        686.90279        1.49602       -15.39%     19.65%
          45           476.27357        1.07115        401.72128       0.763523        571.89762        1.59124       -15.65%     20.08%
          50           397.89531       0.929376        334.57324       0.655021        479.50212        1.39529       -15.91%     20.51%
          55           333.09475       0.863609        279.35757       0.608267        402.64640        1.29561       -16.13%     20.88%
          60           280.87944       0.776027        235.00523       0.541819        340.44503        1.17308       -16.33%     21.21%
          65           236.32634       0.641655        197.55855       0.455580        286.63573       0.955244       -16.40%     21.29%
          70           200.91354       0.632610        167.61298       0.450621        244.29774       0.935320       -16.57%     21.59%
          75           171.23734       0.571382        142.58960       0.399467        208.67412       0.860061       -16.73%     21.86%
          80           145.74894       0.467995        121.31485       0.332169        177.66805       0.695702       -16.76%     21.90%
          85           124.40948       0.442027        103.49469       0.313357        151.73019       0.657378       -16.81%     21.96%
          90           107.68058       0.402215        89.451770       0.287825        131.60438       0.660382       -16.93%     22.22%
          95           93.026855       0.426060        77.175681       0.304646        113.83645       0.623694       -17.04%     22.37%
         100           79.869740       0.350008        66.288820       0.249923        97.669530       0.512501       -17.00%     22.29%
         105           69.336958       0.333062        57.521790       0.223937        84.879127       0.489384       -17.04%     22.42%
         110           60.366008       0.276747        49.937832       0.198951        74.055532       0.402187       -17.27%     22.68%
         115           52.768167       0.280591        43.562333       0.199828        64.893569       0.412005       -17.45%     22.98%
         120           46.011637       0.245518        38.017473       0.174447        56.485264       0.364283       -17.37%     22.76%
         125           40.543160       0.214043        33.396818       0.153792        49.962236       0.311736       -17.63%     23.23%
         130           35.876484       0.216917        29.494389       0.155328        44.317581       0.316477       -17.79%     23.53%
         135           31.350123       0.196494        25.759870       0.140951        38.739227       0.285832       -17.83%     23.57%
         140           27.739356       0.178944        22.766036       0.127815        34.373716       0.296832       -17.93%     23.92%
         145           24.807652       0.183291        20.356895       0.131864        30.685686       0.265951       -17.94%     23.69%
         150           22.020148       0.159192        18.038238       0.119851        27.317250       0.232201       -18.08%     24.06%
         155           19.374502       0.261937        15.877696       0.185732        23.998202       0.381304       -18.05%     23.86%
         160           17.323339       0.184153        14.179271       0.131167        21.482134       0.269766       -18.15%     24.01%
         165           15.618999       0.144729        12.772463       0.103500        19.388056       0.210973       -18.22%     24.13%
         170           14.061963       0.172615        11.468291       0.121998        17.511962       0.253843       -18.44%     24.53%
         175           12.513937       0.118269        10.218242      0.0845657        15.554772       0.172454       -18.35%     24.30%
         180           11.123420       0.111681        9.0757196      0.0750482        13.830124       0.164616       -18.41%     24.33%
         185           9.9450600       0.159950        8.1308284       0.114863        12.336109       0.230615       -18.24%     24.04%
         190           9.2009009       0.112396        7.5078771      0.0796456        11.443667       0.164804       -18.40%     24.38%
         195           8.3293188      0.0978007        6.7931548      0.0697589        10.362747       0.143046       -18.44%     24.41%
         200           7.4017036       0.149716        6.0254472       0.107507        9.2298598       0.215615       -18.59%     24.70%
         205           6.7563952      0.0970709        5.5141688      0.0691500        8.3971192       0.141735       -18.39%     24.28%
         210           6.0927683      0.0785797        4.9636600      0.0558788        7.5860071       0.115253       -18.53%     24.51%
         215           5.6318905      0.0880180        4.5722557      0.0626005        7.0421499       0.128592       -18.81%     25.04%
         220           4.9431171      0.0808947        4.0373010      0.0576553        6.1322923       0.118013       -18.32%     24.06%
         225           4.6596732      0.0759411        3.7846416      0.0537624        5.8229665       0.111690       -18.78%     24.97%
         230           4.2429208      0.0760675        3.4454220      0.0540428        5.3031792       0.111193       -18.80%     24.99%
         235           3.9713515      0.0557110        3.2041728      0.0396108        5.0039546      0.0819921       -19.32%     26.00%
         240           3.4947965      0.0738259        2.8479863      0.0523219        4.3468891       0.108114       -18.51%     24.38%
         245           3.3171258      0.0591704        2.6831167      0.0415556        4.1654580      0.0877495       -19.11%     25.57%
         250           3.0564737      0.0602990        2.4703188      0.0428732        3.8389497      0.0881593       -19.18%     25.60%
         255           2.7338851      0.0560303        2.2168686      0.0398466        3.4195026      0.0820092       -18.91%     25.08%
         260           2.5221123      0.0519801        2.0413761      0.0367683        3.1624394      0.0764814       -19.06%     25.39%
         265           2.3425483       0.111152        1.9020446      0.0790586        2.9254157       0.161006       -18.80%     24.88%
         270           2.2149914      0.0566035        1.7876586      0.0399911        2.7876496      0.0831103       -19.29%     25.85%
         275           2.0077765      0.0500749        1.6231987      0.0354554        2.5213658      0.0736310       -19.15%     25.58%
         280           1.7806925      0.0439991        1.4490716      0.0309065        2.2162885      0.0652383       -18.62%     24.46%
