#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5          0.38741489      0.0118945       0.30786447     0.00947266       0.50370043      0.0154188       -20.53%     30.02%
        -4.9          0.89886617      0.0164794       0.72084325      0.0131853        1.1549069      0.0212343       -19.81%     28.48%
        -4.8           2.8603366      0.0263104        2.3139415      0.0212075        3.6334199      0.0335802       -19.10%     27.03%
        -4.7           8.2965520      0.0511261        6.7404222      0.0414825        10.480132      0.0646932       -18.76%     26.32%
        -4.6           19.848221      0.0850150        16.160303      0.0691843        25.001733       0.107160       -18.58%     25.96%
        -4.5           41.934830       0.124120        34.187199       0.101163        52.735012       0.156140       -18.48%     25.75%
        -4.4           78.322344       0.167073        63.910336       0.136310        98.378960       0.209903       -18.40%     25.61%
        -4.3           133.38923       0.214846        108.92489       0.175418        167.38992       0.269664       -18.34%     25.49%
        -4.2           208.19265       0.265256        170.12416       0.216718        261.03697       0.332664       -18.29%     25.38%
        -4.1           304.83325       0.318617        249.25309       0.260470        381.89986       0.399285       -18.23%     25.28%
          -4           419.75158       0.371588        343.41787       0.303940        525.48831       0.465349       -18.19%     25.19%
        -3.9           551.77075       0.423642        451.68618       0.346708        690.27105       0.530173       -18.14%     25.10%
        -3.8           694.36065       0.472471        568.73650       0.386886        868.03413       0.590869       -18.09%     25.01%
        -3.7           844.10098       0.518820        691.76497       0.425059        1054.5074       0.648417       -18.05%     24.93%
        -3.6           995.25154       0.561159        816.07142       0.459984        1242.5130       0.700887       -18.00%     24.84%
        -3.5           1146.3870       0.600224        940.47348       0.492251        1430.2983       0.749217       -17.96%     24.77%
        -3.4           1289.8045       0.634218        1058.6549       0.520389        1608.2478       0.791164       -17.92%     24.69%
        -3.3           1426.1842       0.664402        1171.1540       0.545420        1777.2480       0.828327       -17.88%     24.62%
        -3.2           1551.1935       0.690979        1274.3757       0.567493        1931.9706       0.860987       -17.85%     24.55%
        -3.1           1668.4009       0.714469        1371.2570       0.587046        2076.8498       0.889772       -17.81%     24.48%
          -3           1770.3015       0.734614        1455.5978       0.603848        2202.6028       0.914400       -17.78%     24.42%
        -2.9           1860.2390       0.751968        1530.1300       0.618358        2313.4224       0.935549       -17.75%     24.36%
        -2.8           1938.2026       0.766759        1594.8332       0.630765        2409.3174       0.953506       -17.72%     24.31%
        -2.7           2005.9807       0.779822        1651.1414       0.641733        2492.5793       0.969347       -17.69%     24.26%
        -2.6           2062.1196       0.790965        1697.8637       0.651117        2561.3917       0.982807       -17.66%     24.21%
        -2.5           2107.9420       0.800476        1736.0587       0.659138        2617.4544       0.994281       -17.64%     24.17%
        -2.4           2146.4820       0.808321        1768.2222       0.665785        2664.5377        1.00369       -17.62%     24.14%
        -2.3           2178.8686       0.815363        1795.2845       0.671758        2704.0433        1.01212       -17.60%     24.10%
        -2.2           2205.1913       0.820266        1817.3191       0.675973        2736.0826        1.01789       -17.59%     24.07%
        -2.1           2224.4360       0.825375        1833.4777       0.680313        2759.4203        1.02401       -17.58%     24.05%
          -2           2243.0293       0.830076        1849.0561       0.684333        2782.0292        1.02958       -17.56%     24.03%
        -1.9           2256.8595       0.833277        1860.6398       0.687076        2798.8561        1.03337       -17.56%     24.02%
        -1.8           2268.6844       0.835730        1870.5686       0.689206        2813.1989        1.03623       -17.55%     24.00%
        -1.7           2276.1162       0.837221        1876.8368       0.690512        2822.1646        1.03795       -17.54%     23.99%
        -1.6           2284.3784       0.840225        1883.7547       0.693044        2832.2228        1.04158       -17.54%     23.98%
        -1.5           2288.2292       0.841049        1887.0150       0.693827        2836.8484        1.04242       -17.53%     23.98%
        -1.4           2295.1442       0.840629        1892.7699       0.693472        2845.3307        1.04192       -17.53%     23.97%
        -1.3           2298.4277       0.843116        1895.5325       0.695566        2849.3060        1.04494       -17.53%     23.97%
        -1.2           2299.7561       0.844015        1896.6552       0.696317        2850.9074        1.04604       -17.53%     23.97%
        -1.1           2304.9280       0.844318        1900.9150       0.696577        2857.3321        1.04640       -17.53%     23.97%
          -1           2304.3580       0.842623        1900.4870       0.695317        2856.5519        1.04406       -17.53%     23.96%
        -0.9           2305.6621       0.843728        1901.5475       0.696173        2858.1974        1.04554       -17.53%     23.96%
        -0.8           2308.5154       0.847223        1903.9026       0.699023        2861.7333        1.04993       -17.53%     23.96%
        -0.7           2308.8431       0.846124        1904.1726       0.698163        2862.1407        1.04849       -17.53%     23.96%
        -0.6           2309.1876       0.844943        1904.4373       0.697110        2862.6041        1.04716       -17.53%     23.97%
        -0.5           2310.2379       0.844114        1905.2916       0.696400        2863.9294        1.04618       -17.53%     23.97%
        -0.4           2311.7020       0.847127        1906.4980       0.698980        2865.7469        1.04976       -17.53%     23.97%
        -0.3           2310.5832       0.845920        1905.5541       0.697805        2864.3988        1.04856       -17.53%     23.97%
        -0.2           2312.0846       0.843702        1906.7860       0.696012        2866.2723        1.04575       -17.53%     23.97%
        -0.1           2311.0194       0.846100        1905.9250       0.698031        2864.9191        1.04866       -17.53%     23.97%
           0           2311.0194       0.846100        1905.9250       0.698031        2864.9191        1.04866       -17.53%     23.97%
         0.1           2312.0846       0.843702        1906.7860       0.696012        2866.2723        1.04575       -17.53%     23.97%
         0.2           2310.5832       0.845920        1905.5541       0.697805        2864.3988        1.04856       -17.53%     23.97%
         0.3           2311.7020       0.847127        1906.4980       0.698980        2865.7469        1.04976       -17.53%     23.97%
         0.4           2310.2379       0.844114        1905.2916       0.696400        2863.9294        1.04618       -17.53%     23.97%
         0.5           2309.1876       0.844943        1904.4373       0.697110        2862.6041        1.04716       -17.53%     23.97%
         0.6           2308.8431       0.846124        1904.1726       0.698163        2862.1407        1.04849       -17.53%     23.96%
         0.7           2308.5154       0.847223        1903.9026       0.699023        2861.7333        1.04993       -17.53%     23.96%
         0.8           2305.6621       0.843728        1901.5475       0.696173        2858.1974        1.04554       -17.53%     23.96%
         0.9           2304.3580       0.842623        1900.4870       0.695317        2856.5519        1.04406       -17.53%     23.96%
           1           2304.9280       0.844318        1900.9150       0.696577        2857.3321        1.04640       -17.53%     23.97%
         1.1           2299.7561       0.844015        1896.6552       0.696317        2850.9074        1.04604       -17.53%     23.97%
         1.2           2298.4277       0.843116        1895.5325       0.695566        2849.3060        1.04494       -17.53%     23.97%
         1.3           2295.1442       0.840629        1892.7699       0.693472        2845.3307        1.04192       -17.53%     23.97%
         1.4           2288.2292       0.841049        1887.0150       0.693827        2836.8484        1.04242       -17.53%     23.98%
         1.5           2284.3784       0.840225        1883.7547       0.693044        2832.2228        1.04158       -17.54%     23.98%
         1.6           2276.1162       0.837221        1876.8368       0.690512        2822.1646        1.03795       -17.54%     23.99%
         1.7           2268.6844       0.835730        1870.5686       0.689206        2813.1989        1.03623       -17.55%     24.00%
         1.8           2256.8595       0.833277        1860.6398       0.687076        2798.8561        1.03337       -17.56%     24.02%
         1.9           2243.0293       0.830076        1849.0561       0.684333        2782.0292        1.02958       -17.56%     24.03%
           2           2224.4360       0.825375        1833.4777       0.680313        2759.4203        1.02401       -17.58%     24.05%
