#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
         100           761.78584        1.48167        661.85180        1.02521        882.13957        2.27661       -13.12%     15.80%
         110           684.48445        1.32249        597.12867       0.921216        788.85412        2.01628       -12.76%     15.25%
         120           555.51719       0.997884        484.62052       0.704953        640.66907        1.50543       -12.76%     15.33%
         130           443.69991       0.869679        387.19449       0.615539        511.54311        1.30836       -12.74%     15.29%
         140           360.69257       0.721458        314.03225       0.516278        417.23348        1.07532       -12.94%     15.68%
         150           298.64146       0.685734        259.36061       0.488054        346.58727        1.02215       -13.15%     16.05%
         160           251.84708       0.630522        217.98712       0.451944        293.54687       0.938834       -13.44%     16.56%
         170           213.87801       0.632170        184.82926       0.444992        249.70791       0.950489       -13.58%     16.75%
         180           185.47162       0.600210        159.83149       0.426041        217.26797       0.894397       -13.82%     17.14%
         190           163.47066       0.601269        140.24933       0.424347        192.60297       0.898312       -14.21%     17.82%
         200           143.29917       0.509087        122.81282       0.358062        168.96604       0.764665       -14.30%     17.91%
         210           126.74927       0.428989        108.52420       0.307871        149.55087       0.630374       -14.38%     17.99%
         220           114.19312       0.455200        97.436166       0.324346        135.31293       0.671503       -14.67%     18.49%
         230           102.89848       0.417890        87.691084       0.296902        122.05932       0.618384       -14.78%     18.62%
         240           92.484351       0.388554        78.782216       0.277921        109.71357       0.570275       -14.82%     18.63%
         250           84.074847       0.402500        71.442608       0.286205        100.03851       0.593624       -15.02%     18.99%
         260           77.207660       0.438830        65.468016       0.311931        92.094966       0.644757       -15.21%     19.28%
         270           71.277183       0.350700        60.298739       0.251540        85.260857       0.512110       -15.40%     19.62%
         280           65.129504       0.340605        55.062667       0.244179        77.946342       0.497072       -15.46%     19.68%
         290           59.997364       0.324352        50.678779       0.233004        71.854060       0.471795       -15.53%     19.76%
         300           56.644022       0.332364        47.644178       0.237553        68.216870       0.485609       -15.89%     20.43%
         310           51.185979       0.259910        43.146038       0.194445        61.428659       0.376365       -15.71%     20.01%
         320           48.180854       0.321306        40.505877       0.229865        58.024324       0.468213       -15.93%     20.43%
         330           44.571897       0.307277        37.512011       0.224933        53.598472       0.445480       -15.84%     20.25%
         340           41.847492       0.265804        35.149584       0.192284        50.422634       0.384590       -16.01%     20.49%
         350           39.084833       0.350255        32.740551       0.250573        47.195836       0.507859       -16.23%     20.75%
         360           36.511120       0.249150        30.514118       0.178445        44.151789       0.363749       -16.43%     20.93%
         370           34.376753       0.262416        28.704003       0.189483        41.590279       0.376613       -16.50%     20.98%
         380           32.316593       0.214639        26.915550       0.155089        39.208732       0.308606       -16.71%     21.33%
         390           29.826025       0.228292        24.881167       0.164022        36.090514       0.329580       -16.58%     21.00%
         400           28.155675       0.333669        23.422803       0.240068        34.179141       0.478682       -16.81%     21.39%
         410           26.696092       0.196834        22.152429       0.141986        32.504026       0.283255       -17.02%     21.76%
         420           25.229633       0.267876        20.908128       0.193451        30.760763       0.383181       -17.13%     21.92%
         430           23.598564       0.272723        19.557684       0.196445        28.759106       0.390930       -17.12%     21.87%
         440           21.564310       0.418145        17.922343       0.300442        26.165005       0.599554       -16.89%     21.33%
         450           21.134097       0.213289        17.446157       0.153344        25.866251       0.306994       -17.45%     22.39%
         460           20.075456       0.168781        16.565577       0.121570        24.576418       0.243231       -17.48%     22.42%
         470           18.450014       0.401838        15.255914       0.289947        22.516777       0.573112       -17.31%     22.04%
         480           17.942925       0.155702        14.773975       0.111575        22.010270       0.225822       -17.66%     22.67%
         490           17.228970       0.243447        14.154541       0.175010        21.187300       0.349554       -17.84%     22.97%
         500           16.226784       0.161858        13.323820       0.116028        19.966466       0.234024       -17.89%     23.05%
         510           15.351618       0.149354        12.602653       0.107379        18.889841       0.215341       -17.91%     23.05%
         520           14.400813       0.236582        11.830656       0.169050        17.700370       0.341840       -17.85%     22.91%
         530           13.784661       0.141344        11.290343       0.103265        17.012954       0.204387       -18.09%     23.42%
         540           13.114364       0.148651        10.729415       0.105971        16.197168       0.216358       -18.19%     23.51%
         550           12.701434       0.152874        10.366869       0.109582        15.731650       0.220876       -18.38%     23.86%
         560           12.095599       0.139945        9.8641274      0.0992828        15.001189       0.208533       -18.45%     24.02%
         570           11.662370       0.177290        9.4960642       0.127284        14.484348       0.254910       -18.58%     24.20%
         580           10.744374       0.149457        8.7639809       0.107296        13.307975       0.215208       -18.43%     23.86%
         590           10.272229       0.133976        8.3637520      0.0956458        12.750915       0.194350       -18.58%     24.13%
         600           9.9835178       0.123867        8.1092849      0.0882741        12.429592       0.180250       -18.77%     24.50%
         610           9.6495030       0.127961        7.8395361      0.0901212        12.011408       0.189055       -18.76%     24.48%
         620           9.0189353       0.129595        7.3413107      0.0917022        11.189783       0.190382       -18.60%     24.07%
         630           8.7414060       0.150240        7.0804313       0.106587        10.914579       0.218725       -19.00%     24.86%
         640           8.2049949       0.133922        6.6561286      0.0952538        10.236524       0.196734       -18.88%     24.76%
         650           7.6772359       0.214036        6.2515164       0.153883        9.5164288       0.306515       -18.57%     23.96%
         660           7.6124659       0.101131        6.1625445      0.0720359        9.5086228       0.147158       -19.05%     24.91%
         670           7.2872238       0.158865        5.8898275       0.114200        9.1173537       0.229285       -19.18%     25.11%
         680           7.0728806       0.207127        5.7157890       0.148815        8.8510369       0.296703       -19.19%     25.14%
         690           6.6160701      0.0959842        5.3435024      0.0682054        8.2823671       0.140069       -19.23%     25.19%
