#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
         100           517.48261       0.231679        435.04804       0.175916        625.82743       0.318667       -15.93%     20.94%
         110           469.01340       0.224703        395.83678       0.171047        564.45829       0.307940       -15.60%     20.35%
         120           378.27276       0.202860        319.86156       0.154884        454.22116       0.276882       -15.44%     20.08%
         130           300.46358       0.183047        254.21707       0.140062        360.58648       0.249023       -15.39%     20.01%
         140           240.70428       0.165472        203.59640       0.126866        289.03705       0.224442       -15.42%     20.08%
         150           195.54765       0.150346        165.24539       0.115457        235.13968       0.203398       -15.50%     20.25%
         160           162.32763       0.137923        136.91158       0.106066        195.69263       0.186152       -15.66%     20.55%
         170           135.55786       0.128262        114.17001      0.0987190        163.72900       0.172799       -15.78%     20.78%
         180           115.66944       0.118314        97.198640      0.0911992        140.11594       0.159041       -15.97%     21.13%
         190           99.468357       0.108957        83.395163      0.0841149        120.83930       0.146143       -16.16%     21.49%
         200           86.172388       0.102547        72.116999      0.0792291        104.92337       0.137336       -16.31%     21.76%
         210           75.571019      0.0956250        63.102532      0.0739668        92.267802       0.127839       -16.50%     22.09%
         220           66.710996      0.0891127        55.599993      0.0690216        81.632624       0.118909       -16.66%     22.37%
         230           59.401706      0.0855048        49.397529      0.0662452        72.881433       0.113981       -16.84%     22.69%
         240           52.741794      0.0802073        43.799847      0.0622092        64.813552       0.106755       -16.95%     22.89%
         250           47.686984      0.0744945        39.508820      0.0578648        58.764422      0.0989677       -17.15%     23.23%
         260           42.949634      0.0713562        35.532665      0.0554628        53.014047      0.0946912       -17.27%     23.43%
         270           39.046809      0.0671694        32.244061      0.0522630        48.298102      0.0890094       -17.42%     23.69%
         280           35.293803      0.0647059        29.110718      0.0503687        43.711925      0.0856627       -17.52%     23.85%
         290           32.190394      0.0613014        26.521018      0.0477751        39.916792      0.0810367       -17.61%     24.00%
         300           29.810819      0.0912441        24.510604      0.0706366        37.049586       0.121161       -17.78%     24.28%
         310           27.062959      0.0903727        22.241999      0.0699615        33.648136       0.119982       -17.81%     24.33%
         320           25.019488      0.0546872        20.530018      0.0432757        31.161646      0.0721046       -17.94%     24.55%
