#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           275.15012      0.0135547        226.20978      0.0111485        342.40046      0.0168624       -17.79%     24.44%
          50           29.389613     0.00573852        24.501823     0.00478881        35.942922     0.00701055       -16.63%     22.30%
         100           4.6816450     0.00210357        3.9421060     0.00177537        5.6561002     0.00253464       -15.80%     20.81%
         150           1.2060973    0.000996135        1.0216019    0.000841918        1.4457684     0.00119024       -15.30%     19.87%
         200          0.41085292    0.000556976       0.34566920    0.000467538       0.49459469    0.000672288       -15.87%     20.38%
         250          0.16759139    0.000352345       0.14024597    0.000294010       0.20293523    0.000428002       -16.32%     21.09%
         300         0.078168680    0.000261317      0.065115795    0.000216775      0.095115122    0.000319406       -16.70%     21.68%
         350         0.039412102    0.000170021      0.032702391    0.000140766      0.048156375    0.000208235       -17.02%     22.19%
         400         0.021323854    0.000122512      0.017634599    0.000101113      0.026148198    0.000150549       -17.30%     22.62%
         450         0.012073332    9.41820e-05     0.0099533869    7.75421e-05      0.014854312    0.000116033       -17.56%     23.03%
         500        0.0071916448    7.31607e-05     0.0059121646    6.00949e-05     0.0088747592    9.03576e-05       -17.79%     23.40%
         550        0.0042901042    5.13792e-05     0.0035169383    4.21093e-05     0.0053099865    6.36059e-05       -18.02%     23.77%
         600        0.0028260297    4.20846e-05     0.0023110067    3.44079e-05     0.0035070124    5.22338e-05       -18.22%     24.10%
         650        0.0018740314    3.55686e-05     0.0015286298    2.90213e-05     0.0023317975    4.42405e-05       -18.43%     24.43%
         700        0.0011679102    3.19599e-05    0.00095077778    2.60975e-05     0.0014561980    3.97193e-05       -18.59%     24.68%
         750       0.00083928204    2.48023e-05    0.00068145988    2.01958e-05     0.0010492999    3.09146e-05       -18.80%     25.02%
         800       0.00055555070    1.66820e-05    0.00045021653    1.35568e-05    0.00069594250    2.08357e-05       -18.96%     25.27%
         850       0.00037500393    1.14228e-05    0.00030326564    9.26350e-06    0.00047078328    1.42979e-05       -19.13%     25.54%
         900       0.00027449215    9.33560e-06    0.00022141221    7.54773e-06    0.00034551476    1.17224e-05       -19.34%     25.87%
         950       0.00018382976    6.26274e-06    0.00014798315    5.04905e-06    0.00023188288    7.88762e-06       -19.50%     26.14%
