qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NLO.CS.32.VA.QCD)     

independent    0.5            0.5            7612.1444       +- 1.0590914      
independent    1              1              8996.4974       +- 1.1492002      
independent    2              2              9611.9559       +- 1.1897885      
